t,i,x,y,r,theta,xK,tc,therm,dc, trueGateDC, trueGateI
1680569011.4021792, 0, -0.02982952, 0.0002869087, 0.0298309, 179.4489, 0, 0, 0, 0.0, +1.625498E-05, +1.211871E-09
1680569017.99298, 0, -0.02982952, 0.0002869087, 0.02982962, 180.1508, 0, 0, 0, 0.3333333333333333, +3.333914E-01, -2.008083E-09
1680569024.637634, 0, -0.02946394, 0.0002869087, 0.0298309, 179.4556, 0, 0, 0, 0.6666666666666666, +6.666176E-01, +1.587134E-09
1680569031.2401764, 0, -0.0301951, 0.0002869087, 0.02946534, 179.4489, 0, 0, 0, 1.0, +1.000086E+00, -1.176855E-09
1680569037.8668315, 0, -0.0301951, 0.0002869087, 0.0298309, 180.1508, 0, 0, 0, 1.3333333333333333, +1.333474E+00, -1.566216E-09
1680569044.4287941, 0, -0.0301951, -7.850687e-05, 0.03020214, 180.149, 0, 0, 0, 1.6666666666666665, +1.666670E+00, +1.818157E-09
1680569051.059838, 0, -0.0301951, 0.0002869087, 0.0298309, 180.1508, 0, 0, 0, 2.0, +1.999987E+00, +2.347501E-09
1680569057.6862667, 0, -0.0301951, -7.850687e-05, 0.02982962, 179.4421, 0, 0, 0, 2.333333333333333, +2.333580E+00, +4.945048E-09
1680569064.303639, 0, -0.0301951, 0.0006523243, 0.0298309, 179.4489, 0, 0, 0, 2.6666666666666665, +2.666855E+00, +5.485551E-09
1680569070.905113, 0, -0.03056068, 0.0002869087, 0.02983665, 180.149, 0, 0, 0, 3.0, +3.000185E+00, +4.811061E-09
1680569077.5227947, 0, -0.03092625, 0.0002869087, 0.0301952, 180.1508, 0, 0, 0, 3.333333333333333, +3.333452E+00, +4.083306E-09
1680569084.158203, 0, -0.03092625, 0.0002869087, 0.02982962, 178.7624, 0, 0, 0, 3.6666666666666665, +3.666683E+00, +1.800082E-09
1680569090.7674806, 0, -0.03092625, 0.0002869087, 0.0298309, 179.4489, 0, 0, 0, 4.0, +4.000128E+00, +8.311081E-10
1680569097.3933537, 0, -0.03092625, 0.0002869087, 0.02983665, 178.7472, 0, 0, 0, 4.333333333333333, +4.333333E+00, +7.159256E-09
1680569103.9846654, 0, -0.03092625, -7.850687e-05, 0.03019646, 179.4489, 0, 0, 0, 4.666666666666666, +4.666451E+00, +6.737243E-09
1680569110.5931654, 0, -0.03129184, 0.0006523243, 0.0298309, 178.7624, 0, 0, 0, 5.0, +5.000940E+00, +2.971000E-09
1680569117.192353, 0, -0.03129184, 0.00101774, 0.02982962, 179.4489, 0, 0, 0, 5.333333333333333, +5.334703E+00, +2.439940E-09
1680569123.8086848, 0, -0.03165742, 0.00101774, 0.03056078, 179.4489, 0, 0, 0, 5.666666666666666, +5.666768E+00, +8.755312E-09
1680569130.4122453, 0, -0.03165742, 0.0006523243, 0.03019646, 178.7624, 0, 0, 0, 6.0, +5.999868E+00, +9.199236E-09
1680569137.061919, 0, -0.03165742, 0.0006523243, 0.03056202, 179.4489, 0, 0, 0, 6.333333333333333, +6.333714E+00, +4.184276E-09
1680569143.7020586, 0, -0.03202299, 0.0002869087, 0.03019646, 179.4489, 0, 0, 0, 6.666666666666666, +6.665924E+00, +1.017907E-08
