t,i,x,y,r,theta,xK,tc,therm,dc, trueGateDC, trueGateI
1680563651.542169, 0, -0.08759103, 0.0002869087, 0.08832222, 180.0509, 0, 0, 0, 0.0, +4.491356E-05, -1.735870E-09
1680563658.5554035, 0, -0.08905335, -7.850687e-05, 0.08832222, 180.2892, 0, 0, 0, 5.555555555555555, +2.410388E+00, +1.050016E-05
1680563665.5671937, 0, -0.08905335, -7.850687e-05, 0.08795664, 180.0514, 0, 0, 0, 11.11111111111111, +2.411706E+00, +1.050024E-05
1680563672.597134, 0, -0.08905335, 0.0002869087, 0.0883233, 180.0512, 0, 0, 0, 16.666666666666664, +2.411569E+00, +1.050024E-05
1680563679.6405454, 0, -0.08905335, 0.0002869087, 0.08832222, 180.0512, 0, 0, 0, 22.22222222222222, +2.414331E+00, +1.050019E-05
1680563686.6944215, 0, -0.08905335, -7.850687e-05, 0.08832222, 180.0512, 0, 0, 0, 27.77777777777778, +2.412990E+00, +1.050030E-05
1680563693.7323935, 0, -0.08905335, 0.0002869087, 0.08795664, 179.8139, 0, 0, 0, 33.33333333333333, +2.412898E+00, +1.050029E-05
1680563700.7490437, 0, -0.08905335, 0.0002869087, 0.08795772, 180.0509, 0, 0, 0, 38.888888888888886, +2.412869E+00, +1.050029E-05
1680563707.8070703, 0, -0.08905335, -0.0004439224, 0.08795707, 180.0509, 0, 0, 0, 44.44444444444444, +2.413260E+00, +1.050027E-05
1680563714.8350415, 0, -0.08905335, -0.0004439224, 0.08795772, 179.8139, 0, 0, 0, 50.0, +2.413888E+00, +1.050029E-05
