t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI
1680680348.529643, 0, -0.2038452, 0.009056882, 0.2088104, 177.1433, 0, 0, 0, 200, +2.000037E+02, +3.088135E-07
1680680354.2276144, 0, -0.2195651, 0.01088396, 0.2216427, 177.1948, 0, 0, 0, 200, +2.000042E+02, +2.027135E-07
1680680359.944222, 0, -0.2254144, 0.01161479, 0.22606, 177.0599, 0, 0, 0, 200, +1.999966E+02, +2.218488E-07
1680680365.6554651, 0, -0.228339, 0.01161479, 0.2290181, 177.0927, 0, 0, 0, 200, +2.000042E+02, +1.893387E-07
1680680371.3424652, 0, -0.2298013, 0.01198021, 0.2304977, 177.0204, 0, 0, 0, 200, +1.999961E+02, +2.171702E-07
1680680377.0655186, 0, -0.2312636, 0.01198021, 0.2315737, 177.1248, 0, 0, 0, 200, +1.999997E+02, +2.025627E-07
1680680382.7824786, 0, -0.2323604, 0.01234562, 0.2323039, 177.0485, 0, 0, 0, 200, +1.999965E+02, +2.133201E-07
1680680388.4638844, 0, -0.2327259, 0.01234562, 0.2330532, 177.1473, 0, 0, 0, 200, +2.000036E+02, +1.845912E-07
1680680394.1197534, 0, -0.2330915, 0.01161479, 0.2337833, 177.1518, 0, 0, 0, 200, +2.000040E+02, +1.830093E-07
1680680399.8189266, 0, -0.2338227, 0.01234562, 0.2337833, 176.9776, 0, 0, 0, 200, +1.999978E+02, +2.045578E-07
1680680405.487899, 0, -0.2338227, 0.01198021, 0.2341294, 176.9776, 0, 0, 0, 200, +2.000040E+02, +1.811392E-07
1680680411.1619096, 0, -0.2341883, 0.01198021, 0.2341294, 176.9823, 0, 0, 0, 200, +2.000023E+02, +1.872091E-07
1680680416.8626146, 0, -0.2341883, 0.01234562, 0.2345134, 176.9823, 0, 0, 0, 200, +2.000020E+02, +1.866174E-07
1680680422.5549574, 0, -0.2341883, 0.01198021, 0.2344945, 176.9776, 0, 0, 0, 200, +1.999960E+02, +2.076319E-07
1680680428.2671278, 0, -0.2341883, 0.01234562, 0.2345134, 176.9823, 0, 0, 0, 200, +2.000043E+02, +1.759642E-07
1680680433.9686296, 0, -0.2341883, 0.01198021, 0.2345134, 177.0669, 0, 0, 0, 200, +1.999973E+02, +2.002055E-07
1680680439.630646, 0, -0.2338227, 0.01234562, 0.2345134, 176.8883, 0, 0, 0, 200, +2.000014E+02, +1.852926E-07
1680680445.3148966, 0, -0.2338227, 0.01198021, 0.2345134, 176.9776, 0, 0, 0, 200, +2.000043E+02, +1.748758E-07
1680680450.9974484, 0, -0.2341883, 0.01198021, 0.2341294, 176.9776, 0, 0, 0, 200, +2.000014E+02, +1.859231E-07
1680680456.7046251, 0, -0.2338227, 0.01198021, 0.2345134, 177.0715, 0, 0, 0, 200, +1.999991E+02, +1.938679E-07
1680680462.4068003, 0, -0.2338227, 0.01198021, 0.2341294, 177.0669, 0, 0, 0, 200, +1.999998E+02, +1.863952E-07
1680680468.0892742, 0, -0.2338227, 0.01234562, 0.2341484, 176.9729, 0, 0, 0, 200, +2.000043E+02, +1.716698E-07
1680680473.7695768, 0, -0.2330915, 0.01234562, 0.2337643, 177.0623, 0, 0, 0, 200, +1.999967E+02, +2.001347E-07
1680680479.470221, 0, -0.2334571, 0.01198021, 0.2337643, 176.9729, 0, 0, 0, 200, +2.000005E+02, +1.886630E-07
1680680485.1373627, 0, -0.2330915, 0.01234562, 0.2330156, 177.0577, 0, 0, 0, 200, +2.000043E+02, +1.705231E-07
1680680490.8133442, 0, -0.2330915, 0.01198021, 0.2334182, 177.0531, 0, 0, 0, 200, +1.999984E+02, +1.928331E-07
1680680496.497164, 0, -0.2327259, 0.01234562, 0.2334182, 177.0531, 0, 0, 0, 200, +1.999959E+02, +2.010242E-07
1680680502.198662, 0, -0.2327259, 0.01198021, 0.2330341, 177.0531, 0, 0, 0, 200, +2.000036E+02, +1.729827E-07
1680680507.8971684, 0, -0.2323604, 0.01198021, 0.2326505, 177.1384, 0, 0, 0, 200, +1.999961E+02, +1.995595E-07
1680680513.5913801, 0, -0.2323604, 0.01161479, 0.232669, 177.0439, 0, 0, 0, 200, +2.000040E+02, +1.703138E-07
1680680519.275853, 0, -0.2319948, 0.01234562, 0.2323231, 177.0485, 0, 0, 0, 200, +1.999959E+02, +1.997340E-07
1680680524.9749506, 0, -0.2319948, 0.01198021, 0.2322674, 177.0439, 0, 0, 0, 200, +1.999966E+02, +1.980099E-07
1680680530.683894, 0, -0.2319948, 0.01161479, 0.2319388, 176.8639, 0, 0, 0, 200, +1.999988E+02, +1.881103E-07
1680680536.3723583, 0, -0.2312636, 0.01198021, 0.2319388, 177.0345, 0, 0, 0, 200, +1.999981E+02, +1.914956E-07
1680680542.0560699, 0, -0.2308981, 0.01124938, 0.23119, 177.1248, 0, 0, 0, 200, +2.000023E+02, +1.736317E-07
1680680547.7361653, 0, -0.2312636, 0.01198021, 0.2315737, 177.1203, 0, 0, 0, 200, +1.999972E+02, +1.947557E-07
1680680553.4350915, 0, -0.2308981, 0.01161479, 0.2312086, 177.0251, 0, 0, 0, 200, +1.999965E+02, +1.970715E-07
1680680559.130611, 0, -0.2305325, 0.01161479, 0.2308435, 177.0251, 0, 0, 0, 200, +2.000029E+02, +1.712695E-07
1680680564.8334842, 0, -0.2301669, 0.01161479, 0.2308249, 177.0251, 0, 0, 0, 200, +1.999996E+02, +1.826917E-07
1680680570.527145, 0, -0.2301669, 0.01161479, 0.2304598, 177.1111, 0, 0, 0, 200, +1.999986E+02, +1.877091E-07
1680680576.203397, 0, -0.2294357, 0.01198021, 0.2301327, 177.0157, 0, 0, 0, 200, +1.999968E+02, +1.930769E-07
1680680581.8807087, 0, -0.2298013, 0.01161479, 0.2297113, 177.0157, 0, 0, 0, 200, +2.000033E+02, +1.677719E-07
1680680587.5528557, 0, -0.2294357, 0.01124938, 0.2301134, 177.1066, 0, 0, 0, 200, +2.000040E+02, +1.638474E-07
1680680593.2467375, 0, -0.2290702, 0.01124938, 0.2293462, 177.0973, 0, 0, 0, 200, +1.999960E+02, +1.952902E-07
1680680598.913506, 0, -0.2290702, 0.01198021, 0.2290181, 177.1885, 0, 0, 0, 200, +2.000029E+02, +1.679658E-07
1680680604.5654132, 0, -0.2287046, 0.01124938, 0.2289993, 177.0927, 0, 0, 0, 200, +2.000032E+02, +1.690547E-07
1680680610.2324076, 0, -0.2287046, 0.01161479, 0.2289993, 177.0014, 0, 0, 0, 200, +1.999962E+02, +1.936533E-07
1680680615.9087129, 0, -0.228339, 0.01161479, 0.228616, 177.0881, 0, 0, 0, 200, +1.999960E+02, +1.940340E-07
1680680621.6013286, 0, -0.228339, 0.01161479, 0.2282691, 177.0834, 0, 0, 0, 200, +1.999968E+02, +1.898467E-07
