t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI,x2,y2,r2,theta2
1681245556.528431, 0, 0.01659903, -7.850687e-05, 0.01623365, 359.7165, 0, 0, 0, 80, +8.000848E+01, +2.380252E-07, -0.484438, -0.00823981, -0.0819097, -179.028
1681245562.7300568, 0, 0.01623346, -0.0004439224, 0.01623953, 358.4336, 0, 0, 0, 80, +8.000835E+01, +2.193351E-07, -0.483706, -0.00817877, -0.0826421, -179.034
1681245568.9555497, 0, 0.01586788, -7.850687e-05, 0.01586807, 358.4336, 0, 0, 0, 80, +8.000848E+01, +2.073881E-07, -0.483767, -0.00817877, -0.082581, -179.034
1681245575.1717668, 0, 0.0155023, -0.0004439224, 0.0158885, 358.3975, 0, 0, 0, 80, +8.000854E+01, +2.003142E-07, -0.483828, -0.00817877, -0.08252, -179.034
1681245581.4061167, 0, 0.01623346, -7.850687e-05, 0.01623365, 358.3597, 0, 0, 0, 80, +8.000837E+01, +1.948107E-07, -0.483889, -0.00817877, -0.08252, -179.034
1681245587.5958676, 0, 0.01586788, -7.850687e-05, 0.01623599, 358.3975, 0, 0, 0, 80, +8.000829E+01, +1.907879E-07, -0.483889, -0.00823981, -0.082459, -179.028
1681245593.8080382, 0, 0.0155023, -0.0004439224, 0.0155025, 359.7098, 0, 0, 0, 80, +8.000838E+01, +1.865133E-07, -0.48395, -0.00817877, -0.0823979, -179.034
1681245600.0132005, 0, 0.01586788, -0.0004439224, 0.01550865, 1.035858, 0, 0, 0, 80, +8.000852E+01, +1.829900E-07, -0.484011, -0.00817877, -0.0823979, -179.034
1681245606.2153, 0, 0.01586788, -0.0004439224, 0.01586807, 357.0114, 0, 0, 0, 80, +8.000848E+01, +1.804979E-07, -0.484011, -0.00817877, -0.0823979, -179.034
1681245612.4302294, 0, 0.0155023, -7.850687e-05, 0.01586807, 359.7165, 0, 0, 0, 80, +8.000864E+01, +1.771880E-07, -0.484011, -0.00817877, -0.0823369, -179.034
1681245618.639715, 0, 0.01586788, -7.850687e-05, 0.0155025, 359.7098, 0, 0, 0, 80, +8.000827E+01, +1.758384E-07, -0.484072, -0.00817877, -0.0823369, -179.034
1681245624.8396113, 0, 0.0155023, -0.0004439224, 0.01550865, 1.035858, 0, 0, 0, 80, +8.000850E+01, +1.729666E-07, -0.484072, -0.00817877, -0.0823369, -179.034
1681245631.0555327, 0, 0.01513672, -0.0004439224, 0.01550865, 359.7098, 0, 0, 0, 80, +8.000859E+01, +1.710223E-07, -0.484072, -0.00817877, -0.0822759, -179.034
1681245637.276758, 0, 0.0155023, -0.0008093381, 0.01550495, 358.3597, 0, 0, 0, 80, +8.000848E+01, +1.692983E-07, -0.484072, -0.00817877, -0.0822759, -179.034
1681245643.474408, 0, 0.01586788, 0.0002869087, 0.01586807, 358.3597, 0, 0, 0, 80, +8.000860E+01, +1.677356E-07, -0.484133, -0.00817877, -0.0822759, -179.034
1681245649.6505384, 0, 0.01513672, -0.0004439224, 0.0155025, 359.7029, 0, 0, 0, 80, +8.000854E+01, +1.662006E-07, -0.484133, -0.00817877, -0.0822759, -179.034
1681245655.859234, 0, 0.0155023, -7.850687e-05, 0.0155025, 1.06028, 0, 0, 0, 80, +8.000829E+01, +1.641781E-07, -0.484133, -0.00817877, -0.0822759, -179.034
