t,i,x,y,r,theta,xK,tc,therm,dc, trueGateDC, trueGateI
1680563235.0778174, 0, -0.08832218, 0.0006523243, 0.08832459, 179.3425, 0, 0, 0, 0.0, +4.471140E-05, -1.804259E-09
1680563242.1084533, 0, -0.08868776, 0.00101774, 0.08832459, 179.5768, 0, 0, 0, 0.0004, +4.457773E-04, -1.498290E-09
1680563249.1125915, 0, -0.08832218, 0.0006523243, 0.08832805, 179.1028, 0, 0, 0, 0.0008, +8.460008E-04, -7.784511E-10
1680563256.1593485, 0, -0.08795661, 0.0006523243, 0.08796249, 179.8131, 0, 0, 0, 0.0012000000000000001, +1.248545E-03, -1.570729E-09
1680563263.1745532, 0, -0.08795661, 0.0006523243, 0.08795903, 179.8131, 0, 0, 0, 0.0016, +1.648365E-03, -1.367594E-09
1680563270.1965723, 0, -0.08832218, 0.0002869087, 0.08796249, 179.3371, 0, 0, 0, 0.002, +2.045663E-03, -7.358995E-10
1680563277.2392335, 0, -0.08795661, 0.0006523243, 0.08832459, 179.5751, 0, 0, 0, 0.0024000000000000002, +2.444573E-03, -1.718141E-09
1680563284.2496092, 0, -0.08832218, 0.00101774, 0.08795903, 179.5768, 0, 0, 0, 0.0028, +2.843688E-03, -5.347905E-10
1680563291.273196, 0, -0.08795661, 0.0006523243, 0.08795903, 179.5751, 0, 0, 0, 0.0032, +3.241894E-03, -4.512062E-10
1680563298.2950132, 0, -0.08832218, 0.00101774, 0.08832459, 179.3398, 0, 0, 0, 0.0036000000000000003, +3.645550E-03, -1.408121E-09
1680563305.3350413, 0, -0.08795661, 0.0006523243, 0.08795903, 179.3398, 0, 0, 0, 0.004, +4.043957E-03, -6.578876E-10
1680563312.396124, 0, -0.08795661, 0.0006523243, 0.08795903, 179.5751, 0, 0, 0, 0.0044, +4.444181E-03, -1.541856E-09
1680563319.4367213, 0, -0.08795661, 0.001383155, 0.08796249, 179.3398, 0, 0, 0, 0.0048000000000000004, +4.844711E-03, -1.134067E-09
1680563326.443307, 0, -0.08832218, 0.0006523243, 0.08796748, 179.3371, 0, 0, 0, 0.005200000000000001, +5.242711E-03, -3.417868E-10
1680563333.4387705, 0, -0.08795661, 0.00101774, 0.08759346, 179.5751, 0, 0, 0, 0.0056, +5.642025E-03, -7.318470E-10
1680563340.454037, 0, -0.08832218, 0.0006523243, 0.08795903, 179.3398, 0, 0, 0, 0.006, +6.044268E-03, -1.180670E-09
1680563347.4739218, 0, -0.08795661, 0.0006523243, 0.08795903, 179.3398, 0, 0, 0, 0.0064, +6.443281E-03, -2.739062E-10
1680563354.5340476, 0, -0.08832218, 0.0006523243, 0.08832805, 179.5768, 0, 0, 0, 0.0068000000000000005, +6.841084E-03, -2.004534E-10
1680563361.5608625, 0, -0.08795661, 0.0006523243, 0.08832805, 179.3371, 0, 0, 0, 0.007200000000000001, +7.243830E-03, -7.161436E-10
1680563368.6202006, 0, -0.08795661, 0.0002869087, 0.08832459, 179.5751, 0, 0, 0, 0.0076, +7.642945E-03, -2.146374E-10
1680563375.662025, 0, -0.08832218, 0.0006523243, 0.08795903, 179.5751, 0, 0, 0, 0.008, +8.042155E-03, -9.091470E-10
