t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI
1680649658.717461, 0, -0.04189363, -0.0008093381, 0.04153594, 180.6071, 0, 0, 0, 0.0, +4.915331E-05, +1.384956E-10
1680649664.897155, 0, -0.04225921, -0.0004439224, 0.04153042, 180.6071, 0, 0, 0, 0.8, +8.000761E-01, +5.893929E-10
1680649671.0950434, 0, -0.04225921, -7.850687e-05, 0.04226154, 180.6019, 0, 0, 0, 1.6, +1.600092E+00, -2.043649E-10
1680649677.293925, 0, -0.04225921, -0.0004439224, 0.04299266, 180.1047, 0, 0, 0, 2.4000000000000004, +2.400575E+00, -1.403454E-10
1680649683.4933596, 0, -0.04335595, -0.0004439224, 0.04262486, 180.5916, 0, 0, 0, 3.2, +3.200404E+00, +7.400457E-10
1680649689.71724, 0, -0.04372153, -7.850687e-05, 0.04335602, 180.5817, 0, 0, 0, 4.0, +3.999811E+00, -3.094316E-10
1680649695.8962831, 0, -0.04372153, -0.0004439224, 0.04408934, 180.1038, 0, 0, 0, 4.800000000000001, +4.800429E+00, -1.238862E-10
1680649702.0795584, 0, -0.04445269, -0.0004439224, 0.04445275, 180.5769, 0, 0, 0, 5.6000000000000005, +5.600740E+00, +5.867613E-11
1680649708.2657502, 0, -0.04481826, -0.0004439224, 0.04518391, 180.1004, 0, 0, 0, 6.4, +6.399945E+00, +1.390509E-10
1680649714.486252, 0, -0.04554942, -0.0004439224, 0.04518391, 180.5629, 0, 0, 0, 7.2, +7.200239E+00, +5.535983E-10
1680649720.6924078, 0, -0.045915, -0.0004439224, 0.04555159, 180.5496, 0, 0, 0, 8.0, +8.000933E+00, -9.662234E-11
1680649726.8679607, 0, -0.04628058, -7.850687e-05, 0.04628064, 180.098, 0, 0, 0, 8.8, +8.800103E+00, +6.103450E-10
1680649733.0499675, 0, -0.04664616, -7.850687e-05, 0.04664623, 180.5453, 0, 0, 0, 9.600000000000001, +9.600124E+00, +3.913841E-10
1680649739.238132, 0, -0.04737732, -0.0004439224, 0.0470118, 180.095, 0, 0, 0, 10.4, +1.040083E+01, +5.002840E-10
1680649745.4266756, 0, -0.0477429, -0.0008093381, 0.04774496, 180.0942, 0, 0, 0, 11.200000000000001, +1.120097E+01, +3.843084E-11
1680649751.6369152, 0, -0.04847405, -7.850687e-05, 0.04810854, 180.0935, 0, 0, 0, 12.0, +1.200003E+01, +7.977013E-10
1680649757.85979, 0, -0.04847405, -7.850687e-05, 0.04884165, 180.0921, 0, 0, 0, 12.8, +1.280056E+01, +1.287121E-09
1680649764.0308673, 0, -0.04920521, 0.0002869087, 0.04920528, 179.6659, 0, 0, 0, 13.600000000000001, +1.360096E+01, +1.380975E-09
1680649770.2527676, 0, -0.04957079, 0.0002869087, 0.04957085, 180.5169, 0, 0, 0, 14.4, +1.440007E+01, +1.359722E-09
1680649776.4382298, 0, -0.05030195, 0.0002869087, 0.04993643, 180.5094, 0, 0, 0, 15.200000000000001, +1.520027E+01, +7.593317E-10
1680649782.6509964, 0, -0.05066753, 0.0002869087, 0.05103317, 180.0888, 0, 0, 0, 16.0, +1.600074E+01, +1.299489E-09
1680649788.8709626, 0, -0.05139869, 0.0002869087, 0.05139875, 180.4984, 0, 0, 0, 16.8, +1.680029E+01, +1.725094E-09
1680649795.0746186, 0, -0.05212985, -7.850687e-05, 0.05139949, 180.0869, 0, 0, 0, 17.6, +1.759983E+01, +4.468688E-10
1680649801.2556176, 0, -0.05249543, 0.0002869087, 0.05213393, 180.4845, 0, 0, 0, 18.400000000000002, +1.840052E+01, +5.089170E-10
