t,i,x,y,r,theta,xK,tc,therm,dc, trueGateDC, trueGateI
1680563425.161213, 0, -0.08795661, 0.00101774, 0.08832265, 179.5751, 0, 0, 0, 0.0, +4.309654E-05, -9.587909E-10
1680563432.1749084, 0, -0.08795661, 0.0006523243, 0.08795903, 179.5768, 0, 0, 0, 0.04, +4.004497E-02, +8.460823E-10
1680563439.2181356, 0, -0.08795661, 0.00101774, 0.08759346, 179.3371, 0, 0, 0, 0.08, +8.005147E-02, +4.757514E-09
1680563446.2378032, 0, -0.08795661, 0.0006523243, 0.08832459, 179.5751, 0, 0, 0, 0.12, +1.200476E-01, +7.378808E-09
1680563453.275018, 0, -0.08759103, 0.00101774, 0.08832459, 179.5751, 0, 0, 0, 0.16, +1.600493E-01, +1.299268E-08
1680563460.2866418, 0, -0.08832218, 0.00101774, 0.08795903, 179.5751, 0, 0, 0, 0.2, +2.000386E-01, +1.958771E-08
1680563467.2886615, 0, -0.08832218, 0.00101774, 0.08795707, 179.5768, 0, 0, 0, 0.24, +2.400532E-01, +2.525479E-08
1680563474.348349, 0, -0.08832218, 0.0002869087, 0.08795903, 179.5751, 0, 0, 0, 0.28, +2.800366E-01, +3.328328E-08
1680563481.3435862, 0, -0.08832218, 0.0006523243, 0.08760194, 179.5751, 0, 0, 0, 0.32, +3.200260E-01, +4.191459E-08
1680563488.3931913, 0, -0.08832218, 0.00101774, 0.08795903, 179.8131, 0, 0, 0, 0.36, +3.600030E-01, +5.176156E-08
1680563495.4140818, 0, -0.08795661, 0.00101774, 0.08795903, 179.3398, 0, 0, 0, 0.4, +3.999952E-01, +6.029102E-08
1680563502.430797, 0, -0.08832218, 0.0006523243, 0.08832805, 179.5751, 0, 0, 0, 0.44, +4.399979E-01, +7.348261E-08
1680563509.4428031, 0, -0.08759103, 0.0006523243, 0.08796249, 179.3371, 0, 0, 0, 0.48, +4.800304E-01, +8.613119E-08
