t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI
1680680257.1501086, 0, -0.1972648, 0.008691466, 0.2029347, 177.4651, 0, 0, 0, 200, +2.000035E+02, +3.418301E-07
1680680262.8335667, 0, -0.2133503, 0.01015313, 0.2154351, 177.2109, 0, 0, 0, 200, +2.000042E+02, +2.223753E-07
1680680268.5067987, 0, -0.2210274, 0.01088396, 0.2216427, 177.0067, 0, 0, 0, 200, +2.000033E+02, +2.171148E-07
1680680274.2136397, 0, -0.2246832, 0.01124938, 0.2253118, 177.143, 0, 0, 0, 200, +1.999965E+02, +2.328953E-07
1680680279.845708, 0, -0.2272423, 0.01198021, 0.227904, 177.1705, 0, 0, 0, 200, +1.999980E+02, +2.242603E-07
1680680285.5400095, 0, -0.2290702, 0.01161479, 0.2297483, 176.9248, 0, 0, 0, 200, +1.999979E+02, +2.225486E-07
1680680291.253417, 0, -0.2308981, 0.01198021, 0.2315737, 177.1248, 0, 0, 0, 200, +2.000043E+02, +1.966361E-07
1680680298.484981, 0, -0.03311973, -7.850687e-05, 0.03311982, 180.1358, 0, 0, 0, 0.0, +1.655141E-05, -7.238225E-09
1680680304.6880713, 0, -0.03421647, -0.0004439224, 0.03385098, 180.7596, 0, 0, 0, 0.5, +5.000789E-01, -3.718799E-09
1680680310.8958652, 0, -0.03421647, -7.850687e-05, 0.03421767, 180.1329, 0, 0, 0, 1.0, +1.000042E+00, +8.995411E-10
