t,i,x,y,r,theta,xK,tc,therm,dc, trueGateDC, trueGateI
1680567386.8014603, 0, -0.01813098, 0.0006523243, 0.02507863, 178.7157, 0, 0, 0, -100.0, -9.999277E+01, -3.360669E-07
1680567394.0490727, 0, -0.01813098, -7.850687e-05, 0.02507863, 179.4351, 0, 0, 0, -99.33333333333333, -9.932901E+01, -2.033820E-06
1680567401.1359112, 0, -0.01813098, -7.850687e-05, 0.02032461, 178.2255, 0, 0, 0, -98.66666666666667, -9.865882E+01, -1.182106E-07
1680567408.1541905, 0, -0.01813098, -7.850687e-05, 0.02032648, 180.2137, 0, 0, 0, -98.0, -9.799374E+01, -1.093759E-07
1680567415.179513, 0, -0.01813098, -7.850687e-05, 0.01996094, 179.2055, 0, 0, 0, -97.33333333333333, -9.732793E+01, -1.361020E-07
1680567422.21804, 0, -0.01849656, -7.850687e-05, 0.01996954, 180.2137, 0, 0, 0, -96.66666666666667, -9.665659E+01, -9.236879E-08
1680567429.2581596, 0, -0.01813098, -7.850687e-05, 0.02032648, 179.2193, 0, 0, 0, -96.0, -9.599023E+01, -9.368627E-08
1680567436.3100193, 0, -0.01849656, -7.850687e-05, 0.02032648, 180.2174, 0, 0, 0, -95.33333333333333, -9.532509E+01, -9.115159E-08
1680567443.3237386, 0, -0.01849656, 0.0006523243, 0.02033493, 179.2326, 0, 0, 0, -94.66666666666667, -9.465328E+01, -8.918473E-08
1680567450.3487139, 0, -0.01849656, 0.0006523243, 0.02032461, 179.2326, 0, 0, 0, -94.0, -9.398801E+01, -8.716351E-08
1680567457.3568697, 0, -0.01849656, -7.850687e-05, 0.02033493, 179.2326, 0, 0, 0, -93.33333333333333, -9.332337E+01, -8.646245E-08
1680567464.3901434, 0, -0.01849656, 0.0002869087, 0.02032648, 178.2557, 0, 0, 0, -92.66666666666667, -9.265546E+01, -1.078200E-07
1680567471.4093418, 0, -0.01849656, 0.0002869087, 0.02033493, 179.2455, 0, 0, 0, -92.0, -9.199121E+01, -8.445183E-08
1680567478.417553, 0, -0.01886214, -7.850687e-05, 0.02070032, 180.21, 0, 0, 0, -91.33333333333333, -9.132626E+01, -8.506400E-08
1680567485.441386, 0, -0.01886214, 0.0002869087, 0.02069203, 180.21, 0, 0, 0, -90.66666666666667, -9.065574E+01, -8.270663E-08
1680567492.4734666, 0, -0.01849656, 0.0002869087, 0.02070032, 178.2557, 0, 0, 0, -90.0, -8.999055E+01, -8.411374E-08
1680567499.5011566, 0, -0.01849656, -7.850687e-05, 0.02105757, 180.2065, 0, 0, 0, -89.33333333333333, -8.932672E+01, -8.078139E-08
1680567506.5568705, 0, -0.01886214, 0.0002869087, 0.02069203, 179.2326, 0, 0, 0, -88.66666666666667, -8.865520E+01, -8.965666E-08
1680567513.6078515, 0, -0.01886214, -7.850687e-05, 0.02069019, 180.21, 0, 0, 0, -88.0, -8.799061E+01, -8.130782E-08
1680567520.654435, 0, -0.01886214, 0.0002869087, 0.02069203, 180.2065, 0, 0, 0, -87.33333333333333, -8.732701E+01, -7.681612E-08
1680567527.6636415, 0, -0.01886214, 0.0002869087, 0.0206948, 180.2065, 0, 0, 0, -86.66666666666667, -8.665928E+01, -7.888099E-08
1680567534.7103136, 0, -0.01886214, 0.0006523243, 0.02069019, 179.2326, 0, 0, 0, -86.0, -8.599491E+01, -7.797067E-08
1680567541.727566, 0, -0.01886214, -7.850687e-05, 0.02032648, 179.2326, 0, 0, 0, -85.33333333333333, -8.533055E+01, -7.700700E-08
1680567548.7504852, 0, -0.01922772, 0.0002869087, 0.02069203, 179.2579, 0, 0, 0, -84.66666666666667, -8.466029E+01, -7.354730E-08
1680567555.7997036, 0, -0.01922772, 0.00101774, 0.02105757, 180.2065, 0, 0, 0, -84.0, -8.399584E+01, -7.907767E-08
1680567562.8161414, 0, -0.01922772, 0.0006523243, 0.02069203, 179.2579, 0, 0, 0, -83.33333333333334, -8.333105E+01, -7.503338E-08
1680567569.8496587, 0, -0.01922772, 0.0002869087, 0.02105576, 180.21, 0, 0, 0, -82.66666666666667, -8.265945E+01, -7.520806E-08
1680567576.8825326, 0, -0.01922772, -7.850687e-05, 0.02069203, 179.2579, 0, 0, 0, -82.0, -8.199533E+01, -7.489560E-08
1680567583.885718, 0, -0.01922772, 0.0002869087, 0.02178867, 179.293, 0, 0, 0, -81.33333333333334, -8.133109E+01, -7.407120E-08
1680567590.9039931, 0, -0.01886214, 0.0006523243, 0.02105757, 177.3695, 0, 0, 0, -80.66666666666667, -8.066309E+01, -1.153225E-07
1680567597.9287388, 0, -0.01922772, 0.0006523243, 0.02105757, 178.3406, 0, 0, 0, -80.0, -7.999807E+01, -8.486234E-08
1680567604.9478214, 0, -0.01922772, 0.0006523243, 0.02069203, 180.2031, 0, 0, 0, -79.33333333333334, -7.933352E+01, -6.747455E-08
1680567611.9822173, 0, -0.0195933, -7.850687e-05, 0.02142134, 178.3671, 0, 0, 0, -78.66666666666667, -7.866071E+01, -6.688818E-08
1680567618.9986784, 0, -0.01922772, 0.0002869087, 0.02105757, 179.27, 0, 0, 0, -78.0, -7.799554E+01, -6.554315E-08
1680567626.0533934, 0, -0.01995888, -7.850687e-05, 0.02105757, 179.2579, 0, 0, 0, -77.33333333333334, -7.733033E+01, -6.608465E-08
1680567633.0680232, 0, -0.0195933, 0.0006523243, 0.02142134, 178.3133, 0, 0, 0, -76.66666666666667, -7.665837E+01, -6.399150E-08
1680567640.1044166, 0, -0.0195933, 0.0002869087, 0.02105757, 179.27, 0, 0, 0, -76.0, -7.599270E+01, -1.832569E-07
1680567647.1151395, 0, -0.0195933, 0.0002869087, 0.02105757, 180.1998, 0, 0, 0, -75.33333333333334, -7.532745E+01, -6.507592E-08
1680567654.1255379, 0, -0.0195933, 0.0006523243, 0.02178867, 180.1966, 0, 0, 0, -74.66666666666667, -7.465987E+01, -6.056070E-08
1680567661.1787653, 0, -0.0195933, 0.0002869087, 0.02178867, 178.3928, 0, 0, 0, -74.0, -7.399416E+01, -8.084432E-08
1680567668.205589, 0, -0.01995888, -7.850687e-05, 0.02142134, 179.293, 0, 0, 0, -73.33333333333334, -7.332597E+01, -3.976302E-07
1680567675.2224128, 0, -0.02032446, 0.0002869087, 0.02142134, 179.2816, 0, 0, 0, -72.66666666666667, -7.265772E+01, -5.696996E-08
1680567682.2439702, 0, -0.02032446, 0.0002869087, 0.02398197, 178.5521, 0, 0, 0, -72.0, -7.199227E+01, -8.669264E-08
1680567689.2588925, 0, -0.01995888, 0.0006523243, 0.02216196, 179.3145, 0, 0, 0, -71.33333333333334, -7.132723E+01, -2.096646E-07
1680567696.3023794, 0, -0.02032446, -7.850687e-05, 0.02288531, 179.3145, 0, 0, 0, -70.66666666666667, -7.065472E+01, -5.627819E-08
1680567703.3149366, 0, -0.0195933, -7.850687e-05, 0.02251807, 180.1905, 0, 0, 0, -70.0, -6.998928E+01, -6.528045E-08
1680567710.3376732, 0, -0.01995888, 0.0002869087, 0.02215249, 179.27, 0, 0, 0, -69.33333333333334, -6.932403E+01, -1.886871E-07
1680567717.341706, 0, -0.01995888, -7.850687e-05, 0.02252738, 179.3039, 0, 0, 0, -68.66666666666667, -6.865598E+01, -5.230393E-08
1680567724.3606846, 0, -0.01995888, 0.0006523243, 0.02178867, 180.1935, 0, 0, 0, -68.0, -6.798685E+01, -6.430738E-08
1680567731.391424, 0, -0.02032446, -7.850687e-05, 0.02727197, 178.6994, 0, 0, 0, -67.33333333333334, -6.732180E+01, -5.618218E-08
1680567738.4129412, 0, -0.01995888, 0.0002869087, 0.02178692, 179.293, 0, 0, 0, -66.66666666666667, -6.665269E+01, -5.077359E-08
1680567745.4438794, 0, -0.02069004, 0.0002869087, 0.02361642, 179.3248, 0, 0, 0, -66.0, -6.598871E+01, -2.413678E-07
1680567752.4643276, 0, -0.02069004, 0.0002869087, 0.02289281, 178.4177, 0, 0, 0, -65.33333333333334, -6.532448E+01, -1.059902E-07
1680567759.505627, 0, -0.02032446, -0.0004439224, 0.02215421, 180.1935, 0, 0, 0, -64.66666666666667, -6.465363E+01, -4.684171E-08
1680567766.4908428, 0, -0.02032446, 0.0002869087, 0.02252738, 178.3928, 0, 0, 0, -64.0, -6.398934E+01, -7.304401E-08
1680567773.4914036, 0, -0.01995888, -7.850687e-05, 0.02251807, 179.3039, 0, 0, 0, -63.333333333333336, -6.332467E+01, -6.897431E-08
1680567780.527215, 0, -0.02105562, 0.00101774, 0.02507711, 177.8039, 0, 0, 0, -62.66666666666667, -6.265372E+01, -2.564693E-07
1680567787.590817, 0, -0.02105562, 0.0002869087, 0.02471308, 177.7732, 0, 0, 0, -62.0, -6.198956E+01, -3.434438E-07
1680567794.6367424, 0, -0.02069004, 0.0002869087, 0.02251807, 179.3145, 0, 0, 0, -61.333333333333336, -6.132411E+01, -4.985834E-08
1680567801.6852918, 0, -0.02069004, 0.0002869087, 0.02507711, 179.3719, 0, 0, 0, -60.66666666666667, -6.065636E+01, -4.371699E-08
1680567808.716302, 0, -0.02069004, 0.0002869087, 0.02252738, 180.1905, 0, 0, 0, -60.0, -5.999206E+01, -4.446612E-08
1680567815.7328036, 0, -0.02105562, -7.850687e-05, 0.0261753, 179.4129, 0, 0, 0, -59.333333333333336, -5.932903E+01, -4.138292E-08
1680567822.7694666, 0, -0.02069004, 0.0002869087, 0.02288531, 179.3039, 0, 0, 0, -58.66666666666667, -5.865806E+01, -1.851508E-07
1680567829.7984023, 0, -0.02105562, 0.0002869087, 0.02580974, 179.3972, 0, 0, 0, -58.0, -5.799407E+01, -1.428014E-07
