t,i,x,y,r,theta,xK,tc,therm,dc, trueGateDC, trueGateI
1680566199.264536, 0, -0.02617373, -7.850687e-05, 0.02617749, 181.7711, 0, 0, 0, -10.0, -6.775691E+00, -2.999860E-04
1680566206.3061564, 0, -0.02617373, -7.850687e-05, 0.02617749, 181.7467, 0, 0, 0, -9.9, -6.797549E+00, -2.999876E-04
1680566213.33336, 0, -0.02617373, -0.0004439224, 0.02617749, 181.7711, 0, 0, 0, -9.8, -6.754743E+00, -2.999878E-04
1680566220.3457623, 0, -0.02617373, -0.0004439224, 0.02617749, 180.9583, 0, 0, 0, -9.7, -6.799263E+00, -2.999906E-04
1680566227.3633337, 0, -0.02580815, 0.0002869087, 0.02617384, 180.9717, 0, 0, 0, -9.6, -6.732578E+00, -2.999890E-04
1680566234.3811462, 0, -0.02580815, -0.0004439224, 0.02617749, 180.9717, 0, 0, 0, -9.5, -6.736404E+00, -2.999881E-04
1680566241.4184241, 0, -0.02617373, -0.0008093381, 0.02618624, 180.1695, 0, 0, 0, -9.4, -6.745262E+00, -2.999900E-04
1680566248.4174483, 0, -0.02580815, -0.0004439224, 0.02653942, 180.9583, 0, 0, 0, -9.3, -6.796063E+00, -2.999876E-04
1680566255.4530907, 0, -0.02617373, -0.0004439224, 0.02654302, 180.9717, 0, 0, 0, -9.2, -6.770821E+00, -2.999878E-04
1680566262.4595704, 0, -0.02617373, 0.0002869087, 0.02617384, 180.9717, 0, 0, 0, -9.1, -6.696676E+00, -2.999888E-04
1680566269.4960644, 0, -0.02617373, -0.0004439224, 0.02655164, 180.9717, 0, 0, 0, -9.0, -6.776492E+00, -2.999900E-04
1680566276.5199401, 0, -0.02617373, -0.0004439224, 0.02618624, 180.9583, 0, 0, 0, -8.9, -6.778888E+00, -2.999890E-04
1680566283.560264, 0, -0.02580815, -0.0004439224, 0.02617749, 180.9717, 0, 0, 0, -8.8, -6.760103E+00, -2.999892E-04
1680566290.5856977, 0, -0.02580815, -0.0004439224, 0.02655164, 180.9717, 0, 0, 0, -8.7, -6.752553E+00, -2.999880E-04
1680566297.626337, 0, -0.02617373, -0.0004439224, 0.02617384, 181.7467, 0, 0, 0, -8.6, -6.723295E+00, -2.999908E-04
1680566304.6625516, 0, -0.02617373, -0.0004439224, 0.02653942, 180.9583, 0, 0, 0, -8.5, -6.759392E+00, -2.999876E-04
1680566311.70551, 0, -0.02580815, -0.0004439224, 0.02654302, 180.9717, 0, 0, 0, -8.4, -6.765740E+00, -2.999885E-04
1680566318.705745, 0, -0.02617373, -0.0004439224, 0.02654302, 181.7711, 0, 0, 0, -8.3, -6.760954E+00, -2.999870E-04
1680566325.7419047, 0, -0.02617373, -0.0004439224, 0.02617384, 180.9583, 0, 0, 0, -8.2, -6.787428E+00, -2.999889E-04
1680566332.784782, 0, -0.02580815, -0.0004439224, 0.02617384, 180.1719, 0, 0, 0, -8.1, -6.715559E+00, -2.999897E-04
1680566339.8235445, 0, -0.02617373, -0.0008093381, 0.02654302, 180.9717, 0, 0, 0, -8.0, -6.758478E+00, -2.999888E-04
1680566346.8337445, 0, -0.02580815, -7.850687e-05, 0.02617384, 180.1695, 0, 0, 0, -7.9, -6.744484E+00, -2.999875E-04
1680566353.8871949, 0, -0.02580815, -0.0004439224, 0.02654302, 181.7467, 0, 0, 0, -7.8, -6.734323E+00, -2.999856E-04
1680566360.902742, 0, -0.02653931, -0.0004439224, 0.02654302, 180.1695, 0, 0, 0, -7.699999999999999, -6.722735E+00, -2.999893E-04
1680566367.906688, 0, -0.02617373, -0.0008093381, 0.02655164, 180.1719, 0, 0, 0, -7.6, -6.790621E+00, -2.999892E-04
1680566374.9419906, 0, -0.02617373, -7.850687e-05, 0.02617384, 180.9717, 0, 0, 0, -7.5, -6.754485E+00, -2.999892E-04
1680566381.9805532, 0, -0.02580815, -7.850687e-05, 0.02653942, 180.1695, 0, 0, 0, -7.4, -6.788211E+00, -2.999882E-04
1680566388.9906442, 0, -0.02617373, -0.0004439224, 0.02618624, 180.9583, 0, 0, 0, -7.3, -6.778604E+00, -2.999878E-04
1680566396.0116556, 0, -0.02617373, -0.0004439224, 0.02617749, 180.9717, 0, 0, 0, -7.199999999999999, -6.802338E+00, -2.999886E-04
1680566403.044349, 0, -0.02617373, -0.0004439224, 0.02654302, 180.9717, 0, 0, 0, -7.1, -6.799222E+00, -2.999852E-04
1680566410.040727, 0, -0.02580815, -7.850687e-05, 0.02654302, 180.9717, 0, 0, 0, -7.0, -6.806587E+00, -2.999861E-04
1680566417.0405269, 0, -0.02617373, -0.0004439224, 0.02654302, 180.9583, 0, 0, 0, -6.9, -6.759763E+00, -2.999872E-04
1680566424.0861547, 0, -0.02617373, -0.0004439224, 0.02654302, 180.9717, 0, 0, 0, -6.8, -6.798907E+00, -2.997390E-04
1680566431.1056643, 0, -0.02580815, -7.850687e-05, 0.02653942, 180.9717, 0, 0, 0, -6.699999999999999, -6.698915E+00, -2.884448E-04
1680566438.126458, 0, -0.02580815, -0.0004439224, 0.02618624, 180.9583, 0, 0, 0, -6.6, -6.598880E+00, -2.833216E-04
1680566445.1438599, 0, -0.02617373, -0.0004439224, 0.02654302, 180.1695, 0, 0, 0, -6.5, -6.498870E+00, -2.642031E-04
1680566452.1644964, 0, -0.02580815, -0.0008093381, 0.02617749, 180.9717, 0, 0, 0, -6.4, -6.398920E+00, -2.622083E-04
1680566459.2076929, 0, -0.02617373, -7.850687e-05, 0.02617749, 180.9583, 0, 0, 0, -6.3, -6.298905E+00, -2.486008E-04
