t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI
1680649899.8806748, 0, -0.04043131, -7.850687e-05, 0.04043233, 180.1113, 0, 0, 0, 0.0, +3.825304E-05, -4.350918E-11
1680649906.0958278, 0, -0.04079689, -0.0004439224, 0.04043139, 180.1103, 0, 0, 0, 0.8, +8.000867E-01, -7.066248E-10
1680649912.2823348, 0, -0.04116247, -0.0004439224, 0.04152812, 179.6006, 0, 0, 0, 1.6, +1.600089E+00, -2.644463E-10
1680649918.4995012, 0, -0.04189363, 0.0002869087, 0.04152812, 180.1083, 0, 0, 0, 2.4000000000000004, +2.400519E+00, -1.631661E-10
1680649924.7165208, 0, -0.04189363, -0.0004439224, 0.04226154, 180.6071, 0, 0, 0, 3.2, +3.200424E+00, +5.044233E-10
1680649930.91183, 0, -0.04225921, -7.850687e-05, 0.04225928, 180.5967, 0, 0, 0, 4.0, +3.999678E+00, +5.313331E-10
1680649937.0825675, 0, -0.04262479, -7.850687e-05, 0.04299044, 180.5916, 0, 0, 0, 4.800000000000001, +4.800424E+00, -1.215132E-10
1680649943.2686324, 0, -0.04335595, -7.850687e-05, 0.04335822, 180.1038, 0, 0, 0, 5.6000000000000005, +5.600667E+00, +4.996778E-10
1680649949.4681602, 0, -0.0440871, -7.850687e-05, 0.04372378, 180.1021, 0, 0, 0, 6.4, +6.399874E+00, +6.070629E-10
1680649955.6402996, 0, -0.04445269, -7.850687e-05, 0.04445275, 181.0346, 0, 0, 0, 7.2, +7.200220E+00, +4.189498E-10
1680649961.8308306, 0, -0.04481826, -0.0004439224, 0.04518602, 180.5675, 0, 0, 0, 8.0, +8.000927E+00, -7.672986E-11
1680649968.0409958, 0, -0.04554942, -0.0008093381, 0.04518391, 180.0996, 0, 0, 0, 8.8, +8.800123E+00, +4.680731E-10
1680649974.2567918, 0, -0.04628058, -0.0004439224, 0.04591715, 180.5496, 0, 0, 0, 9.600000000000001, +9.600126E+00, +1.666167E-10
1680649980.462258, 0, -0.04664616, -7.850687e-05, 0.04664623, 180.5453, 0, 0, 0, 10.4, +1.040089E+01, -4.512474E-11
1680649986.6372972, 0, -0.04701174, -7.850687e-05, 0.04701383, 180.541, 0, 0, 0, 11.200000000000001, +1.120082E+01, +1.041603E-09
1680649992.813185, 0, -0.04737732, -7.850687e-05, 0.04737739, 180.5328, 0, 0, 0, 12.0, +1.199994E+01, +1.153834E-09
1680649998.9784935, 0, -0.04810848, -0.0004439224, 0.04810933, 180.0935, 0, 0, 0, 12.8, +1.280066E+01, +3.584661E-10
1680650005.1841316, 0, -0.04883964, -7.850687e-05, 0.04847412, 180.5208, 0, 0, 0, 13.600000000000001, +1.360100E+01, +9.668827E-10
1680650011.3811846, 0, -0.04883964, -0.0004439224, 0.0488397, 180.0914, 0, 0, 0, 14.4, +1.440004E+01, +1.374765E-09
1680650017.605146, 0, -0.04993637, 0.0002869087, 0.04957162, 179.6684, 0, 0, 0, 15.200000000000001, +1.520036E+01, +1.503601E-10
1680650023.8067203, 0, -0.05030195, -7.850687e-05, 0.05030391, 180.0901, 0, 0, 0, 16.0, +1.600088E+01, +3.117662E-10
1680650029.9731357, 0, -0.05103311, -7.850687e-05, 0.05066834, 180.502, 0, 0, 0, 16.8, +1.680045E+01, +3.798225E-10
