f,v,x,y,r,theta
10.0,0.0,-4.53905e-07,6.51929e-09,4.53905e-07,179.172
10.0,0.010344827586206896,-1.51341e-08,1.16416e-10,1.50759e-08,179.37
10.0,0.020689655172413793,-3.02682e-08,5.23873e-10,3.021e-08,178.992
10.0,0.03103448275862069,-4.54604e-08,6.98495e-10,4.54022e-08,179.118
10.0,0.041379310344827586,-6.06528e-08,8.73118e-10,6.05946e-08,179.148
10.0,0.05172413793103448,-7.88136e-08,1.16416e-09,7.87554e-08,179.148
10.0,0.06206896551724138,-9.38894e-08,1.33878e-09,9.38312e-08,179.166
10.0,0.07241379310344828,-1.08965e-07,1.57161e-09,1.08907e-07,179.16
10.0,0.08275862068965517,-1.241e-07,1.80444e-09,1.24041e-07,179.154
10.0,0.09310344827586206,-1.39234e-07,1.97907e-09,1.39175e-07,179.166
10.0,0.10344827586206896,-1.54309e-07,2.21191e-09,1.54251e-07,179.16
10.0,0.11379310344827587,-1.72412e-07,2.50294e-09,1.72412e-07,179.16
10.0,0.12413793103448276,-1.87546e-07,2.67757e-09,1.87546e-07,179.166
10.0,0.13448275862068965,-2.02622e-07,2.9104e-09,2.02622e-07,179.16
10.0,0.14482758620689656,-2.17698e-07,3.14323e-09,2.17698e-07,179.166
10.0,0.15517241379310345,-2.32832e-07,3.37606e-09,2.32773e-07,179.166
10.0,0.16551724137931034,-2.50877e-07,3.60889e-09,2.50877e-07,179.16
10.0,0.17586206896551723,-2.66011e-07,3.84173e-09,2.65953e-07,179.16
10.0,0.18620689655172412,-2.81087e-07,4.13277e-09,2.81087e-07,179.154
10.0,0.19655172413793104,-2.96162e-07,4.3074e-09,2.96104e-07,179.16
10.0,0.20689655172413793,-3.11238e-07,4.48202e-09,3.1118e-07,179.166
10.0,0.21724137931034482,-3.26256e-07,4.71485e-09,3.26256e-07,179.166
10.0,0.22758620689655173,-3.44358e-07,5.00589e-09,3.443e-07,179.16
10.0,0.23793103448275862,-3.59434e-07,5.23872e-09,3.59376e-07,179.16
10.0,0.2482758620689655,-3.74452e-07,5.41334e-09,3.74452e-07,179.166
10.0,0.25862068965517243,-3.89527e-07,5.64617e-09,3.89527e-07,179.16
10.0,0.2689655172413793,-4.04603e-07,5.879e-09,4.04603e-07,179.166
10.0,0.2793103448275862,-4.19621e-07,6.11183e-09,4.19621e-07,179.16
10.0,0.2896551724137931,-4.37723e-07,6.34466e-09,4.37665e-07,179.16
10.0,0.3,-4.52799e-07,6.57749e-09,4.52741e-07,179.16
30.0,0.0,-4.51751e-07,2.10131e-08,4.52217e-07,177.336
30.0,0.010344827586206896,-1.51341e-08,6.98495e-10,1.50759e-08,177.348
30.0,0.020689655172413793,-3.021e-08,1.39699e-09,3.01518e-08,177.342
30.0,0.03103448275862069,-4.52858e-08,2.09549e-09,4.52276e-08,177.342
