f,v,x,y,r,theta
10.0,0.0,-5.38716e-07,8.38196e-09,5.38716e-07,179.106
10.0,0.010344827586206896,-1.79863e-08,2.32832e-10,1.79281e-08,179.148
10.0,0.020689655172413793,-3.60308e-08,5.23873e-10,3.59726e-08,179.1
10.0,0.03103448275862069,-5.40169e-08,8.14911e-10,5.39587e-08,179.112
10.0,0.041379310344827586,-7.19451e-08,1.10595e-09,7.18869e-08,179.094
10.0,0.05172413793103448,-9.3482e-08,1.4552e-09,9.34238e-08,179.1
10.0,0.06206896551724138,-1.1141e-07,1.68803e-09,1.11352e-07,179.106
10.0,0.07241379310344828,-1.29338e-07,1.97907e-09,1.2928e-07,179.1
10.0,0.08275862068965517,-1.47266e-07,2.27011e-09,1.47266e-07,179.106
10.0,0.09310344827586206,-1.65194e-07,2.56115e-09,1.65194e-07,179.1
10.0,0.10344827586206896,-1.83122e-07,2.85219e-09,1.83122e-07,179.094
10.0,0.11379310344827587,-2.04659e-07,3.14323e-09,2.04601e-07,179.106
10.0,0.12413793103448276,-2.22645e-07,3.49247e-09,2.22587e-07,179.1
10.0,0.13448275862068965,-2.40516e-07,3.72532e-09,2.40516e-07,179.1
10.0,0.14482758620689656,-2.58444e-07,4.01636e-09,2.58444e-07,179.1
10.0,0.15517241379310345,-2.76372e-07,4.3074e-09,2.76372e-07,179.1
10.0,0.16551724137931034,-2.9785e-07,4.65664e-09,2.9785e-07,179.094
10.0,0.17586206896551723,-3.15778e-07,4.94768e-09,3.15778e-07,179.1
10.0,0.18620689655172412,-3.33706e-07,5.18051e-09,3.33706e-07,179.1
10.0,0.19655172413793104,-3.51576e-07,5.52976e-09,3.51576e-07,179.1
10.0,0.20689655172413793,-3.69504e-07,5.76259e-09,3.69504e-07,179.1
10.0,0.21724137931034482,-3.87432e-07,6.05363e-09,3.87374e-07,179.1
10.0,0.22758620689655173,-4.08911e-07,6.40287e-09,4.08911e-07,179.1
10.0,0.23793103448275862,-4.2678e-07,6.69391e-09,4.26839e-07,179.1
10.0,0.2482758620689655,-4.44708e-07,6.98495e-09,4.44708e-07,179.1
10.0,0.25862068965517243,-4.62578e-07,7.21778e-09,4.62636e-07,179.1
10.0,0.2689655172413793,-4.8045e-07,7.50885e-09,4.80508e-07,179.1
10.0,0.2793103448275862,-4.98378e-07,7.79988e-09,4.98378e-07,179.1
10.0,0.2896551724137931,-5.19856e-07,8.14913e-09,5.19856e-07,179.1
10.0,0.3,-5.37726e-07,8.44017e-09,5.37726e-07,179.1
30.0,0.0,-5.36504e-07,2.67174e-08,5.37086e-07,177.15
30.0,0.010344827586206896,-1.79281e-08,8.73118e-10,1.79281e-08,177.12
30.0,0.020689655172413793,-3.58561e-08,1.74624e-09,3.58561e-08,177.126
30.0,0.03103448275862069,-5.37841e-08,2.61936e-09,5.37841e-08,177.162
30.0,0.041379310344827586,-7.16541e-08,3.55068e-09,7.16541e-08,177.15
30.0,0.05172413793103448,-9.30745e-08,4.59843e-09,9.31327e-08,177.15
30.0,0.06206896551724138,-1.10944e-07,5.52976e-09,1.11061e-07,177.144
30.0,0.07241379310344828,-1.28814e-07,6.40287e-09,1.28873e-07,177.138
30.0,0.08275862068965517,-1.46684e-07,7.27599e-09,1.46801e-07,177.15
30.0,0.09310344827586206,-1.64554e-07,8.14913e-09,1.6467e-07,177.15
30.0,0.10344827586206896,-1.82366e-07,9.08045e-09,1.8254e-07,177.144
30.0,0.11379310344827587,-2.03844e-07,1.01282e-08,2.04019e-07,177.144
30.0,0.12413793103448276,-2.21714e-07,1.10013e-08,2.21889e-07,177.15
30.0,0.13448275862068965,-2.39526e-07,1.19326e-08,2.39759e-07,177.15
30.0,0.14482758620689656,-2.57396e-07,1.28057e-08,2.57687e-07,177.144
30.0,0.15517241379310345,-2.75266e-07,1.36789e-08,2.75499e-07,177.15
30.0,0.16551724137931034,-2.96628e-07,1.47848e-08,2.96919e-07,177.144
30.0,0.17586206896551723,-3.14498e-07,1.5658e-08,3.14847e-07,177.15
30.0,0.18620689655172412,-3.32368e-07,1.65311e-08,3.32717e-07,177.144
30.0,0.19655172413793104,-3.50179e-07,1.74624e-08,3.50528e-07,177.144
30.0,0.20689655172413793,-3.67991e-07,1.82773e-08,3.68398e-07,177.15
30.0,0.21724137931034482,-3.85802e-07,1.92086e-08,3.8621e-07,177.144
30.0,0.22758620689655173,-4.07223e-07,2.02564e-08,4.0763e-07,177.144
30.0,0.23793103448275862,-4.25092e-07,2.11877e-08,4.25558e-07,177.144
