f,v,x,y,r,theta
10.0,0.0,-8.68462e-07,1.29804e-08,8.6852e-07,179.142
10.0,0.010344827586206896,-1.30968e-08,1.74624e-10,1.30386e-08,179.124
10.0,0.020689655172413793,-2.61354e-08,3.49248e-10,2.60771e-08,179.196
10.0,0.03103448275862069,-3.9174e-08,5.23873e-10,3.91158e-08,179.22
10.0,0.041379310344827586,-5.22707e-08,7.56703e-10,5.22125e-08,179.124
10.0,0.05172413793103448,-6.77542e-08,8.73118e-10,6.7696e-08,179.238
10.0,0.06206896551724138,-8.09091e-08,1.22237e-09,8.08509e-08,179.124
10.0,0.07241379310344828,-9.40058e-08,1.39699e-09,9.39476e-08,179.124
10.0,0.08275862068965517,-1.0687e-07,1.57161e-09,1.06812e-07,179.142
10.0,0.09310344827586206,-1.20083e-07,1.80444e-09,1.20025e-07,179.124
10.0,0.10344827586206896,-1.33064e-07,1.97907e-09,1.33005e-07,179.136
10.0,0.11379310344827587,-1.48721e-07,2.21191e-09,1.48721e-07,179.124
10.0,0.12413793103448276,-1.6176e-07,2.38653e-09,1.6176e-07,179.136
10.0,0.13448275862068965,-1.74799e-07,2.61936e-09,1.74799e-07,179.124
10.0,0.14482758620689656,-1.87837e-07,2.79398e-09,1.87837e-07,179.136
10.0,0.15517241379310345,-2.00585e-07,3.20144e-09,2.00585e-07,179.076
10.0,0.16551724137931034,-2.16533e-07,3.25964e-09,2.16475e-07,179.124
10.0,0.17586206896551723,-2.29572e-07,3.49247e-09,2.29572e-07,179.124
10.0,0.18620689655172412,-2.42553e-07,3.72532e-09,2.42553e-07,179.112
10.0,0.19655172413793104,-2.55592e-07,3.95815e-09,2.55533e-07,179.112
10.0,0.20689655172413793,-2.68688e-07,4.07456e-09,2.6863e-07,179.124
10.0,0.21724137931034482,-2.81669e-07,4.24919e-09,2.81669e-07,179.124
10.0,0.22758620689655173,-2.97327e-07,4.48202e-09,2.97327e-07,179.124
10.0,0.23793103448275862,-3.10365e-07,4.71485e-09,3.10365e-07,179.124
10.0,0.2482758620689655,-3.23404e-07,4.88947e-09,3.23404e-07,179.124
10.0,0.25862068965517243,-3.36442e-07,5.1223e-09,3.36442e-07,179.124
10.0,0.2689655172413793,-3.49481e-07,5.29693e-09,3.49481e-07,179.124
10.0,0.2793103448275862,-3.62519e-07,5.47155e-09,3.62461e-07,179.13
10.0,0.2896551724137931,-3.78119e-07,5.76259e-09,3.78119e-07,179.124
10.0,0.3,-3.91157e-07,5.82079e-09,3.91099e-07,179.142
30.0,0.0,-3.90401e-07,1.89176e-08,3.90808e-07,177.216
30.0,0.010344827586206896,-1.30386e-08,5.8208e-10,1.29804e-08,177.216
30.0,0.020689655172413793,-2.60771e-08,1.22237e-09,2.60771e-08,177.216
30.0,0.03103448275862069,-3.91158e-08,1.86266e-09,3.90576e-08,177.216
30.0,0.041379310344827586,-5.21543e-08,2.50294e-09,5.21543e-08,177.216
30.0,0.05172413793103448,-6.77542e-08,3.25964e-09,6.77542e-08,177.21
30.0,0.06206896551724138,-8.07345e-08,3.89994e-09,8.07927e-08,177.21
30.0,0.07241379310344828,-9.3773e-08,4.48202e-09,9.3773e-08,177.234
30.0,0.08275862068965517,-1.06753e-07,5.18051e-09,1.06812e-07,177.21
30.0,0.09310344827586206,-1.19792e-07,5.82079e-09,1.1985e-07,177.21
30.0,0.10344827586206896,-1.32773e-07,6.40287e-09,1.32889e-07,177.228
30.0,0.11379310344827587,-1.4843e-07,7.15957e-09,1.48547e-07,177.222
30.0,0.12413793103448276,-1.61411e-07,7.79988e-09,1.61585e-07,177.222
30.0,0.13448275862068965,-1.74449e-07,8.44017e-09,1.74566e-07,177.222
30.0,0.14482758620689656,-1.8743e-07,9.08045e-09,1.87604e-07,177.222
30.0,0.15517241379310345,-2.00468e-07,9.72074e-09,2.00643e-07,177.222
30.0,0.16551724137931034,-2.16068e-07,1.04774e-08,2.16242e-07,177.216
30.0,0.17586206896551723,-2.29106e-07,1.11177e-08,2.29281e-07,177.216
30.0,0.18620689655172412,-2.4168e-07,1.15834e-08,2.41855e-07,177.252
30.0,0.19655172413793104,-2.5501e-07,1.23401e-08,2.55242e-07,177.222
30.0,0.20689655172413793,-2.67641e-07,1.3155e-08,2.67873e-07,177.18
30.0,0.21724137931034482,-2.81028e-07,1.35624e-08,2.81319e-07,177.228
30.0,0.22758620689655173,-2.96686e-07,1.43773e-08,2.96977e-07,177.222
30.0,0.23793103448275862,-3.09608e-07,1.4843e-08,3.09899e-07,177.252
30.0,0.2482758620689655,-3.22647e-07,1.5658e-08,3.22938e-07,177.222
30.0,0.25862068965517243,-3.35685e-07,1.62983e-08,3.36035e-07,177.222
30.0,0.2689655172413793,-3.48608e-07,1.69385e-08,3.48957e-07,177.216
30.0,0.2793103448275862,-3.6153e-07,1.74624e-08,3.61879e-07,177.234
30.0,0.2896551724137931,-3.77304e-07,1.81609e-08,3.77711e-07,177.246
30.0,0.3,-3.8976e-07,1.82773e-08,3.9011e-07,177.312
50.0,0.0,-3.85569e-07,3.74278e-08,3.87316e-07,174.45
50.0,0.010344827586206896,-1.13506e-08,2.1537e-09,1.15252e-08,169.014
50.0,0.020689655172413793,-2.43309e-08,3.49247e-09,2.45637e-08,171.804
50.0,0.03103448275862069,-3.71367e-08,4.3656e-09,3.73113e-08,173.238
50.0,0.041379310344827586,-4.98842e-08,4.88947e-09,5.00588e-08,174.384
50.0,0.05172413793103448,-6.54841e-08,5.58796e-09,6.56587e-08,175.11
50.0,0.06206896551724138,-7.88718e-08,6.05363e-09,7.90465e-08,175.578
50.0,0.07241379310344828,-9.18521e-08,7.15957e-09,9.2085e-08,175.518
50.0,0.08275862068965517,-1.04367e-07,8.96404e-09,1.04716e-07,175.068
50.0,0.09310344827586206,-1.17114e-07,1.09431e-08,1.17522e-07,174.648
50.0,0.10344827586206896,-1.30444e-07,1.3446e-08,1.31085e-07,174.108
50.0,0.11379310344827587,-1.46975e-07,1.53087e-08,1.47732e-07,174.042
50.0,0.12413793103448276,-1.58966e-07,1.61236e-08,1.59723e-07,174.204
50.0,0.13448275862068965,-1.72528e-07,1.76952e-08,1.73343e-07,174.132
50.0,0.14482758620689656,-1.85567e-07,1.89758e-08,1.86556e-07,174.156
50.0,0.15517241379310345,-1.99013e-07,2.02564e-08,1.99944e-07,174.174
50.0,0.16551724137931034,-2.12925e-07,2.06638e-08,2.13914e-07,174.456
50.0,0.17586206896551723,-2.25905e-07,2.20608e-08,2.26953e-07,174.414
50.0,0.18620689655172412,-2.40632e-07,2.41563e-08,2.41796e-07,174.264
50.0,0.19655172413793104,-2.54893e-07,2.4622e-08,2.56057e-07,174.48
50.0,0.20689655172413793,-2.67117e-07,2.631e-08,2.68339e-07,174.366
50.0,0.21724137931034482,-2.7934e-07,2.76488e-08,2.80621e-07,174.342
50.0,0.22758620689655173,-2.93543e-07,2.86383e-08,2.94882e-07,174.426
50.0,0.23793103448275862,-3.05825e-07,2.89293e-08,3.07105e-07,174.588
50.0,0.2482758620689655,-3.18922e-07,2.88129e-08,3.20144e-07,174.834
50.0,0.25862068965517243,-3.32426e-07,2.92204e-08,3.33648e-07,174.972
50.0,0.2689655172413793,-3.46803e-07,3.01518e-08,3.48025e-07,175.026
50.0,0.2793103448275862,-3.58386e-07,3.15488e-08,3.59725e-07,174.96
50.0,0.2896551724137931,-3.75383e-07,3.27129e-08,3.7678e-07,175.014
50.0,0.3,-3.88771e-07,3.41681e-08,3.90226e-07,174.972
10.0,0.0,-3.90866e-07,5.58796e-09,3.90866e-07,179.172
10.0,0.010344827586206896,-1.30968e-08,1.74624e-10,1.30386e-08,179.124
