f,v,x,y,r,theta
10.0,0.0,-6.62058e-07,9.72074e-09,6.62058e-07,179.16
10.0,0.020689655172413793,-2.2119e-08,2.9104e-10,2.20608e-08,179.136
10.0,0.041379310344827586,-4.41798e-08,5.8208e-10,4.41216e-08,179.178
10.0,0.06206896551724138,-6.84527e-08,9.89537e-10,6.83945e-08,179.16
10.0,0.08275862068965517,-9.05134e-08,1.28058e-09,9.04552e-08,179.154
10.0,0.10344827586206896,-1.12574e-07,1.62982e-09,1.12516e-07,179.148
10.0,0.12413793103448276,-1.36672e-07,1.97907e-09,1.36614e-07,179.148
10.0,0.14482758620689656,-1.58908e-07,2.21191e-09,1.5885e-07,179.184
10.0,0.16551724137931034,-1.83064e-07,2.56115e-09,1.83064e-07,179.184
10.0,0.18620689655172412,-2.05241e-07,3.02681e-09,2.05183e-07,179.154
10.0,0.20689655172413793,-2.27244e-07,3.31785e-09,2.27244e-07,179.16
10.0,0.22758620689655173,-2.51459e-07,3.6671e-09,2.51459e-07,179.154
10.0,0.2482758620689655,-2.73578e-07,4.01636e-09,2.73578e-07,179.154
10.0,0.2689655172413793,-2.95639e-07,4.3074e-09,2.9558e-07,179.16
10.0,0.2896551724137931,-3.19853e-07,4.65664e-09,3.19853e-07,179.16
10.0,0.3103448275862069,-3.41972e-07,5.06409e-09,3.41972e-07,179.148
10.0,0.3310344827586207,-3.63974e-07,5.29693e-09,3.63974e-07,179.16
10.0,0.35172413793103446,-3.88189e-07,5.70438e-09,3.88189e-07,179.154
10.0,0.37241379310344824,-4.10249e-07,5.99542e-09,4.10249e-07,179.16
10.0,0.3931034482758621,-4.32368e-07,6.28646e-09,4.3231e-07,179.16
10.0,0.41379310344827586,-4.56583e-07,6.69391e-09,4.56525e-07,179.16
10.0,0.43448275862068964,-4.78645e-07,6.98495e-09,4.78645e-07,179.16
10.0,0.45517241379310347,-5.00648e-07,7.27599e-09,5.00706e-07,179.16
10.0,0.47586206896551725,-5.24979e-07,7.62526e-09,5.24979e-07,179.166
10.0,0.496551724137931,-5.47039e-07,8.03271e-09,5.47039e-07,179.16
10.0,0.5172413793103449,-5.69391e-07,8.20734e-09,5.69391e-07,179.172
10.0,0.5379310344827586,-5.93547e-07,8.61479e-09,5.93547e-07,179.166
10.0,0.5586206896551724,-6.15841e-07,9.02224e-09,6.15899e-07,179.16
10.0,0.5793103448275863,-6.37669e-07,9.31328e-09,6.37669e-07,179.16
10.0,0.6,-6.62116e-07,9.25507e-09,6.62116e-07,179.196
30.0,0.0,-6.60719e-07,3.10831e-08,6.61417e-07,177.306
30.0,0.020689655172413793,-2.20608e-08,9.89537e-10,2.20608e-08,177.312
30.0,0.041379310344827586,-4.41216e-08,2.03728e-09,4.40634e-08,177.312
30.0,0.06206896551724138,-6.83362e-08,3.14323e-09,6.83362e-08,177.318
30.0,0.08275862068965517,-9.03387e-08,4.24919e-09,9.03387e-08,177.294
30.0,0.10344827586206896,-1.12341e-07,5.29693e-09,1.12399e-07,177.3
30.0,0.12413793103448276,-1.36556e-07,6.40287e-09,1.36672e-07,177.3
30.0,0.14482758620689656,-1.58559e-07,7.45064e-09,1.58675e-07,177.306
30.0,0.16551724137931034,-1.82773e-07,8.55658e-09,1.82948e-07,177.306
30.0,0.18620689655172412,-2.04775e-07,9.60432e-09,2.0495e-07,177.306
30.0,0.20689655172413793,-2.26778e-07,1.06521e-08,2.27011e-07,177.3
30.0,0.22758620689655173,-2.50993e-07,1.18162e-08,2.51226e-07,177.3
30.0,0.2482758620689655,-2.72996e-07,1.28639e-08,2.73287e-07,177.3
30.0,0.2689655172413793,-2.94998e-07,1.38535e-08,2.95289e-07,177.3
30.0,0.2896551724137931,-3.19213e-07,1.50177e-08,3.19504e-07,177.306
30.0,0.3103448275862069,-3.41273e-07,1.60654e-08,3.41564e-07,177.306
30.0,0.3310344827586207,-3.63218e-07,1.7055e-08,3.63567e-07,177.306
30.0,0.35172413793103446,-3.87432e-07,1.82191e-08,3.87781e-07,177.306
30.0,0.37241379310344824,-4.09435e-07,1.92668e-08,4.09842e-07,177.3
30.0,0.3931034482758621,-4.31495e-07,2.03146e-08,4.31903e-07,177.3
30.0,0.41379310344827586,-4.55651e-07,2.14205e-08,4.56117e-07,177.306
30.0,0.43448275862068964,-4.77656e-07,2.24683e-08,4.78121e-07,177.306
30.0,0.45517241379310347,-4.99658e-07,2.3516e-08,5.00182e-07,177.306
30.0,0.47586206896551725,-5.23931e-07,2.4622e-08,5.24396e-07,177.306
30.0,0.496551724137931,-5.45875e-07,2.56697e-08,5.46457e-07,177.306
30.0,0.5172413793103449,-5.68227e-07,2.67174e-08,5.68809e-07,177.306
30.0,0.5379310344827586,-5.92383e-07,2.78816e-08,5.93023e-07,177.306
30.0,0.5586206896551724,-6.14444e-07,2.89293e-08,6.15026e-07,177.306
30.0,0.5793103448275863,-6.36446e-07,2.9919e-08,6.37086e-07,177.306
30.0,0.6,-6.60661e-07,3.10831e-08,6.61359e-07,177.306
50.0,0.0,-6.55247e-07,5.94302e-08,6.57867e-07,174.816
50.0,0.020689655172413793,-2.1828e-08,3.31785e-09,2.20608e-08,171.306
50.0,0.041379310344827586,-4.41216e-08,5.23872e-09,4.43545e-08,173.19
50.0,0.06206896551724138,-6.92094e-08,6.34466e-09,6.94422e-08,174.714
50.0,0.08275862068965517,-9.08626e-08,7.33419e-09,9.11537e-08,175.368
50.0,0.10344827586206896,-1.11759e-07,8.673e-09,1.1205e-07,175.548
50.0,0.12413793103448276,-1.35101e-07,1.09431e-08,1.3545e-07,175.344
50.0,0.14482758620689656,-1.5623e-07,1.42609e-08,1.56812e-07,174.768
50.0,0.16551724137931034,-1.80677e-07,1.72878e-08,1.81434e-07,174.522
50.0,0.18620689655172412,-2.02913e-07,1.95579e-08,2.03786e-07,174.492
50.0,0.20689655172413793,-2.2573e-07,2.15952e-08,2.2672e-07,174.528
