time,desired temp,current,tc_temp
1645377809.8103342,39.56825565285873,0.6268259768650956,39.5698165
1645377814.823334,39.651631377015434,0.6191455783481066,39.6657257
1645377819.8312287,39.735172857715604,0.6226137867122206,39.7411346
1645377824.8732996,39.819312955810545,0.6359173382432176,39.8021354
1645377829.835397,39.902027147883096,0.6445204129027798,39.8733291
1645377834.8420382,39.98538353629303,0.6475513107370473,39.956417
1645377839.8527586,40.06897237089666,0.6580104806712188,40.0274238
1645377844.8632991,40.15249214358521,0.659780667977098,40.1149368
1645377849.876786,40.2360124010582,0.668238974931757,40.1906433
1645377854.8797545,40.31944147137197,0.6646744872258372,40.2875747
1645377859.8863585,40.40291329411062,0.6537180509643408,40.3946228
1645377864.8932562,40.48630364524714,0.6460928910573168,40.4921035
1645377869.8992596,40.569789022082006,0.6517961516829504,40.5651168
1645377874.913446,40.65332389064026,0.6489149025932935,40.654232
1645377879.9303472,40.7369020679334,0.6588210364549452,40.721157
1645377884.962823,40.82068227318318,0.6633872064575076,40.7999725
1645377889.984075,40.9044512767334,0.6708474158355426,40.8747901
1645377894.9812577,40.98773101357015,0.6661141044468569,40.9708938
1645377899.9942937,41.07114674436442,0.6774274453237508,41.0382766
1645377904.991702,41.15465295898311,0.6838768285314051,41.1165122
1645377909.9972613,41.23801072227351,0.6780818224039569,41.2158851
1645377915.016049,41.32153476265462,0.6829403156960268,41.2950134
1645377920.0203507,41.40509487576675,0.6700877173570113,41.4044151
1645377925.0275013,41.48855089930089,0.6630889690541721,41.499649
1645377930.030021,41.57193167793147,0.665057576835986,41.5778961
1645377935.0404243,41.65538979160182,0.6754498428313414,41.6430397
1645377940.051403,41.7389595328509,0.6866374518874849,41.7100372
1645377945.0886502,41.82254642036946,0.697738272289789,41.7799644
1645377950.0728934,41.90597442574692,0.704335997553206,41.8594932
1645377955.1153045,41.989985857282,0.710412637566815,41.9412002
1645377960.0968583,42.07296386745961,0.7028114493813367,42.0449638
1645377965.0936832,42.15632770645014,0.6874939395216135,42.1585235
1645377970.0989828,42.23977546480687,0.6787904551806652,42.2561111
1645377975.1129246,42.323354881876625,0.675498294777762,42.3424453
1645377980.1176505,42.40671774335098,0.684145449850039,42.4082145
1645377985.1307533,42.490267560754134,0.6825527367104692,42.4941673
1645377990.1351562,42.57370069610468,0.6982817839962104,42.5507354
1645377995.1480324,42.657066517943065,0.711543136475455,42.6158485
1645378000.148522,42.74063170937093,0.725353793126481,42.6832656
1645378005.163893,42.82415991015625,0.7349488140078264,42.760395
1645378010.181407,42.90772712019475,0.7332060970050205,42.857521
1645378015.1901233,42.99128108608119,0.7165058478621708,42.9772834
1645378020.237644,43.07522315370433,0.7054040652385425,43.0820541
1645378025.2131956,43.158275514715825,0.6963520800751645,43.1790657
1645378030.2288873,43.241730191185,0.6973239443854293,43.2574272
1645378035.231461,43.325261189414974,0.6998470224419169,43.3341369
