f,v,x,y,r,theta
10.0,0.0,-4.24919e-09,5.82081e-11,4.19098e-09,179.088
10.0,0.020689655172413793,-2.10713e-08,2.9104e-10,2.10131e-08,179.184
10.0,0.041379310344827586,-4.1968e-08,6.98495e-10,4.19097e-08,178.998
10.0,0.06206896551724138,-6.51348e-08,9.3133e-10,6.50766e-08,179.178
10.0,0.08275862068965517,-8.6206e-08,1.28058e-09,8.61478e-08,179.136
10.0,0.10344827586206896,-1.07277e-07,1.57161e-09,1.07219e-07,179.142
10.0,0.12413793103448276,-1.30328e-07,1.92087e-09,1.3027e-07,179.136
10.0,0.14482758620689656,-1.51166e-07,2.1537e-09,1.51108e-07,179.166
10.0,0.16551724137931034,-1.74507e-07,2.61936e-09,1.74449e-07,179.124
10.0,0.18620689655172412,-1.95462e-07,2.9104e-09,1.95404e-07,179.13
10.0,0.20689655172413793,-2.16475e-07,3.25964e-09,2.16417e-07,179.136
10.0,0.22758620689655173,-2.39526e-07,3.60889e-09,2.39526e-07,179.13
10.0,0.2482758620689655,-2.60539e-07,3.95815e-09,2.60539e-07,179.13
10.0,0.2689655172413793,-2.81552e-07,4.19098e-09,2.81552e-07,179.136
10.0,0.2896551724137931,-3.04661e-07,4.59843e-09,3.04603e-07,179.136
10.0,0.3103448275862069,-3.25674e-07,4.88947e-09,3.25615e-07,179.13
10.0,0.3310344827586207,-3.46628e-07,5.18051e-09,3.46628e-07,179.136
10.0,0.35172413793103446,-3.69853e-07,5.64617e-09,3.69795e-07,179.124
10.0,0.37241379310344824,-3.90692e-07,5.76259e-09,3.90633e-07,179.148
10.0,0.3931034482758621,-4.11821e-07,6.17004e-09,4.11763e-07,179.136
10.0,0.41379310344827586,-4.34871e-07,6.57749e-09,4.34871e-07,179.13
10.0,0.43448275862068964,-4.55826e-07,6.86853e-09,4.55826e-07,179.13
10.0,0.45517241379310347,-4.76781e-07,7.21778e-09,4.76841e-07,179.13
10.0,0.47586206896551725,-4.99949e-07,7.85809e-09,5.00007e-07,179.1
10.0,0.496551724137931,-5.20788e-07,7.74168e-09,5.20788e-07,179.148
10.0,0.5172413793103449,-5.42208e-07,8.14913e-09,5.42208e-07,179.136
10.0,0.5379310344827586,-5.65316e-07,8.49838e-09,5.65316e-07,179.136
10.0,0.5586206896551724,-5.86329e-07,8.78941e-09,5.86329e-07,179.136
10.0,0.5793103448275863,-6.07284e-07,9.08045e-09,6.07284e-07,179.136
10.0,0.6,-6.30451e-07,9.48791e-09,6.30451e-07,179.136
30.0,0.0,-6.2917e-07,3.01518e-08,6.29869e-07,177.258
30.0,0.020689655172413793,-2.09549e-08,9.3133e-10,2.08967e-08,177.354
30.0,0.041379310344827586,-4.1968e-08,2.1537e-09,4.20262e-08,177.042
30.0,0.06206896551724138,-6.51348e-08,3.02681e-09,6.5193e-08,177.336
30.0,0.08275862068965517,-8.57985e-08,4.01636e-09,8.58568e-08,177.288
