time,res,x_v,y_v,r_v,t_v,x_a,y_a,r_a,t_a
1645225923.733459,98864798.87132871,-0.049963600000000004,-5.05373e-10,-0.00143433,2.9297e-11,0.0499758,5.05373e-10,-178.356,176.64
1645225926.33305,98393661.7112509,-0.0497255,-5.05373e-10,-0.00167848,2.9297e-11,0.0497438,5.05984e-10,-178.068,176.676
1645225928.9316425,98393661.7112509,-0.0497255,-5.05373e-10,-0.0016418599999999998,3.05177e-11,0.0497438,5.05373e-10,-178.11,176.526
1645225931.5326629,98381591.41861556,-0.049719400000000004,-5.05373e-10,-0.00165406,2.9297e-11,0.0497438,5.05373e-10,-178.092,176.64
1645225934.1501622,97721575.68423451,-0.0497438,-5.09036e-10,-0.0015686200000000002,2.80763e-11,0.0497561,5.09646e-10,-178.194,176.814
1645225936.7742848,98521902.6614023,-0.0500309,-5.07815e-10,-0.00146485,3.17384e-11,0.05004309999999999,5.07815e-10,-178.332,176.352
1645225939.3870132,98110625.88105401,-0.0497622,-5.07205e-10,-0.00177003,2.80763e-11,0.0497866,5.07205e-10,-177.966,176.802
1645225941.985569,97547897.52594776,-0.0497744,-5.10256e-10,-0.0017822399999999998,2.9297e-11,0.0498049,5.10256e-10,-177.948,176.706
1645225944.5837405,98277121.32397935,-0.0497866,-5.06594e-10,-0.00179445,2.99074e-11,0.049811,5.07205e-10,-177.936,176.574
1645225947.198021,97464018.06152205,-0.0497316,-5.10256e-10,-0.0016662699999999999,2.9297e-11,0.0497561,5.10256e-10,-178.086,176.67
1645225949.7995574,98242058.88808756,-0.0501286,-5.10256e-10,-0.00177003,2.99074e-11,0.050153,5.10256e-10,-177.984,176.592
1645225952.4082475,98301832.80549371,-0.0501591,-5.10256e-10,-0.00165406,2.99074e-11,0.050183500000000006,5.10867e-10,-178.11,176.634
1645225955.0123212,98381450.42786759,-0.050079700000000005,-5.09036e-10,-0.00182496,3.29591e-11,0.0501041,5.09646e-10,-177.918,176.25
1645225957.6162136,98631853.27236073,-0.05014690000000001,-5.08425e-10,-0.00157472,3.29591e-11,0.0501591,5.08425e-10,-178.206,176.244
1645225960.220506,97951911.71911484,-0.0499208,-5.09646e-10,-0.0014404399999999999,3.2348799999999996e-11,0.0499331,5.10256e-10,-178.35,176.328
1645225962.8180828,98269054.67542315,-0.0499025,-5.07815e-10,-0.0014404399999999999,3.29591e-11,0.0499208,5.07815e-10,-178.35,176.238
1645225965.4202707,98245030.17831297,-0.0498903,-5.07815e-10,-0.0014404399999999999,3.29591e-11,0.0499025,5.07815e-10,-178.344,176.238
1645225968.0403168,98901009.74923472,-0.0499819,-5.05373e-10,-0.0014404399999999999,3.05177e-11,0.0499941,5.05373e-10,-178.356,176.49
1645225970.658183,98217953.34106801,-0.0501163,-5.10256e-10,-0.00179445,3.05177e-11,0.0501408,5.10256e-10,-177.96,176.52
1645225973.2584982,98230104.10460632,-0.0501225,-5.10256e-10,-0.0017822399999999998,2.99074e-11,0.05014690000000001,5.10867e-10,-177.972,176.634
1645225975.8573797,97971560.793545,-0.05011020000000001,-5.11477e-10,-0.0015197799999999999,3.05177e-11,0.0501225,5.12087e-10,-178.266,176.532
1645225978.4443107,98619855.435905,-0.0501408,-5.08425e-10,-0.00175172,2.7466e-11,0.0501591,5.08425e-10,-178.002,176.844
1645225981.048402,98335511.31569758,-0.0501163,-5.09646e-10,-0.00178834,2.80763e-11,0.05014690000000001,5.09646e-10,-177.966,176.778
