f,v,x,y,r,theta
10.0,0.0,-8.46459e-07,-2.61936e-09,8.46401e-07,-179.826
10.0,0.02413793103448276,-2.91039e-08,-1.16416e-10,2.90457e-08,-179.802
10.0,0.04827586206896552,-5.81497e-08,-1.74624e-10,5.80915e-08,-179.838
10.0,0.07241379310344828,-8.71373e-08,-2.9104e-10,8.70791e-08,-179.826
10.0,0.09655172413793103,-1.16183e-07,-4.07455e-10,1.16125e-07,-179.82
10.0,0.12068965517241378,-1.45171e-07,-4.65665e-10,1.45113e-07,-179.826
10.0,0.14482758620689656,-1.74158e-07,-5.8208e-10,1.741e-07,-179.826
10.0,0.16896551724137931,-2.03146e-07,-6.40288e-10,2.03087e-07,-179.82
10.0,0.19310344827586207,-2.32133e-07,-7.56703e-10,2.32075e-07,-179.826
10.0,0.21724137931034482,-2.61121e-07,-8.14911e-10,2.61063e-07,-179.826
10.0,0.24137931034482757,-2.90109e-07,-9.3133e-10,2.90051e-07,-179.82
10.0,0.2655172413793103,-3.21425e-07,-9.89537e-10,3.21366e-07,-179.826
10.0,0.2896551724137931,-3.5047e-07,-1.10595e-09,3.50412e-07,-179.826
10.0,0.3137931034482759,-3.79458e-07,-1.22237e-09,3.79399e-07,-179.826
10.0,0.33793103448275863,-4.08387e-07,-1.28058e-09,4.08329e-07,-179.82
10.0,0.3620689655172414,-4.37316e-07,-1.33878e-09,4.37258e-07,-179.826
10.0,0.38620689655172413,-4.66303e-07,-1.4552e-09,4.66245e-07,-179.826
10.0,0.4103448275862069,-4.95293e-07,-1.57161e-09,4.95234e-07,-179.82
10.0,0.43448275862068964,-5.24222e-07,-1.62982e-09,5.24164e-07,-179.826
10.0,0.4586206896551724,-5.53151e-07,-1.74624e-09,5.53093e-07,-179.826
10.0,0.48275862068965514,-5.8208e-07,-1.80444e-09,5.82022e-07,-179.82
10.0,0.506896551724138,-6.11068e-07,-1.92087e-09,6.11009e-07,-179.826
10.0,0.5310344827586206,-6.40346e-07,-1.97907e-09,6.40288e-07,-179.826
10.0,0.5551724137931034,-6.69275e-07,-2.09549e-09,6.69217e-07,-179.826
10.0,0.5793103448275863,-6.98205e-07,-2.1537e-09,6.98146e-07,-179.826
10.0,0.603448275862069,-7.27134e-07,-2.27011e-09,7.27076e-07,-179.826
10.0,0.6275862068965518,-7.58333e-07,-2.38653e-09,7.58275e-07,-179.826
10.0,0.6517241379310345,-7.87204e-07,-2.44474e-09,7.87146e-07,-179.82
10.0,0.6758620689655173,-8.16191e-07,-2.56115e-09,8.16133e-07,-179.82
10.0,0.7,-8.45062e-07,-2.67757e-09,8.45004e-07,-179.82
20.0,0.0,-8.44713e-07,1.03028e-08,8.44713e-07,179.298
20.0,0.02413793103448276,-2.90457e-08,3.49248e-10,2.89875e-08,179.274
20.0,0.04827586206896552,-5.80333e-08,6.98495e-10,5.79751e-08,179.274
20.0,0.07241379310344828,-8.69627e-08,1.04775e-09,8.69045e-08,179.274
20.0,0.09655172413793103,-1.1595e-07,1.4552e-09,1.15892e-07,179.256
20.0,0.12068965517241378,-1.4488e-07,1.74624e-09,1.44822e-07,179.286
20.0,0.14482758620689656,-1.73809e-07,2.09549e-09,1.73751e-07,179.298
20.0,0.16896551724137931,-2.02738e-07,2.44474e-09,2.0268e-07,179.292
20.0,0.19310344827586207,-2.31667e-07,2.79398e-09,2.31609e-07,179.298
20.0,0.21724137931034482,-2.60598e-07,3.14323e-09,2.60539e-07,179.298
20.0,0.24137931034482757,-2.89527e-07,3.49247e-09,2.89469e-07,179.298
20.0,0.2655172413793103,-3.20842e-07,3.89994e-09,3.20784e-07,179.298
20.0,0.2896551724137931,-3.49772e-07,4.3656e-09,3.49713e-07,179.28
20.0,0.3137931034482759,-3.78701e-07,4.59843e-09,3.78643e-07,179.298
20.0,0.33793103448275863,-4.07514e-07,4.94768e-09,4.07514e-07,179.298
20.0,0.3620689655172414,-4.36443e-07,5.35513e-09,4.36443e-07,179.292
20.0,0.38620689655172413,-4.65372e-07,5.70438e-09,4.65372e-07,179.292
20.0,0.4103448275862069,-4.94245e-07,6.05363e-09,4.94245e-07,179.298
20.0,0.43448275862068964,-5.23174e-07,6.34466e-09,5.23174e-07,179.298
20.0,0.4586206896551724,-5.52045e-07,6.75212e-09,5.52045e-07,179.298
20.0,0.48275862068965514,-5.80916e-07,7.10136e-09,5.80916e-07,179.298
20.0,0.506896551724138,-6.09845e-07,7.45064e-09,6.09845e-07,179.292
20.0,0.5310344827586206,-6.39007e-07,7.79988e-09,6.39007e-07,179.298
20.0,0.5551724137931034,-6.67937e-07,8.14913e-09,6.67995e-07,179.298
20.0,0.5793103448275863,-6.96808e-07,8.49838e-09,6.96866e-07,179.298
20.0,0.603448275862069,-7.25679e-07,8.84762e-09,7.25679e-07,179.298
20.0,0.6275862068965518,-7.5682e-07,9.25507e-09,7.5682e-07,179.298
20.0,0.6517241379310345,-7.85632e-07,9.60432e-09,7.85632e-07,179.298
20.0,0.6758620689655173,-8.14562e-07,9.95357e-09,8.14562e-07,179.298
20.0,0.7,-8.43433e-07,1.03028e-08,8.43433e-07,179.298
30.0,0.0,-8.42501e-07,2.44473e-08,8.42792e-07,178.332
30.0,0.02413793103448276,-2.89875e-08,8.14911e-10,2.89293e-08,178.35
30.0,0.04827586206896552,-5.79168e-08,1.68803e-09,5.78586e-08,178.32
30.0,0.07241379310344828,-8.67299e-08,2.50294e-09,8.66717e-08,178.326
30.0,0.09655172413793103,-1.15601e-07,3.31785e-09,1.15601e-07,178.332
30.0,0.12068965517241378,-1.44472e-07,4.19098e-09,1.44472e-07,178.32
30.0,0.14482758620689656,-1.73343e-07,5.00589e-09,1.73343e-07,178.338
30.0,0.16896551724137931,-2.02214e-07,5.879e-09,2.02214e-07,178.326
30.0,0.19310344827586207,-2.31027e-07,6.69391e-09,2.31085e-07,178.338
30.0,0.21724137931034482,-2.59899e-07,7.56705e-09,2.59957e-07,178.326
30.0,0.24137931034482757,-2.88712e-07,8.38196e-09,2.8877e-07,178.332
30.0,0.2655172413793103,-3.19969e-07,9.31328e-09,3.20028e-07,178.332
30.0,0.2896551724137931,-3.4884e-07,1.01282e-08,3.48899e-07,178.338
30.0,0.3137931034482759,-3.77653e-07,1.09431e-08,3.7777e-07,178.332
30.0,0.33793103448275863,-4.06466e-07,1.18162e-08,4.06582e-07,178.332
30.0,0.3620689655172414,-4.35279e-07,1.26311e-08,4.35453e-07,178.332
30.0,0.38620689655172413,-4.6415e-07,1.3446e-08,4.64266e-07,178.332
30.0,0.4103448275862069,-4.93023e-07,1.43191e-08,4.93139e-07,178.338
30.0,0.43448275862068964,-5.21777e-07,1.51923e-08,5.21952e-07,178.332
30.0,0.4586206896551724,-5.5059e-07,1.5949e-08,5.50765e-07,178.338
30.0,0.48275862068965514,-5.79403e-07,1.68221e-08,5.79577e-07,178.332
30.0,0.506896551724138,-6.08215e-07,1.76952e-08,6.08448e-07,178.332
30.0,0.5310344827586206,-6.37319e-07,1.85101e-08,6.37552e-07,178.332
30.0,0.5551724137931034,-6.6619e-07,1.93251e-08,6.66365e-07,178.338
30.0,0.5793103448275863,-6.94945e-07,2.01982e-08,6.95178e-07,178.332
30.0,0.603448275862069,-7.23758e-07,2.10131e-08,7.23991e-07,178.338
30.0,0.6275862068965518,-7.54782e-07,2.19444e-08,7.55073e-07,178.332
30.0,0.6517241379310345,-7.83537e-07,2.27593e-08,7.83828e-07,178.338
30.0,0.6758620689655173,-8.12408e-07,2.36324e-08,8.12699e-07,178.332
30.0,0.7,-8.41163e-07,2.44473e-08,8.41512e-07,178.332
40.0,0.0,-8.39475e-07,4.06874e-08,8.40406e-07,177.222
40.0,0.02413793103448276,-2.88711e-08,1.28058e-09,2.88129e-08,177.354
40.0,0.04827586206896552,-5.76258e-08,2.79398e-09,5.76258e-08,177.186
40.0,0.07241379310344828,-8.6497e-08,4.13277e-09,8.65552e-08,177.24
40.0,0.09655172413793103,-1.15368e-07,5.52976e-09,1.15426e-07,177.252
40.0,0.12068965517241378,-1.44007e-07,6.98495e-09,1.44123e-07,177.216
40.0,0.14482758620689656,-1.72703e-07,8.32375e-09,1.72819e-07,177.24
40.0,0.16896551724137931,-2.01458e-07,9.77894e-09,2.01632e-07,177.204
40.0,0.19310344827586207,-2.3027e-07,1.10595e-08,2.30445e-07,177.24
40.0,0.21724137931034482,-2.58909e-07,1.24565e-08,2.59142e-07,177.234
40.0,0.24137931034482757,-2.87722e-07,1.38535e-08,2.88013e-07,177.234
40.0,0.2655172413793103,-3.18805e-07,1.54251e-08,3.19096e-07,177.222
40.0,0.2896551724137931,-3.47618e-07,1.68221e-08,3.47967e-07,177.228
40.0,0.3137931034482759,-3.76256e-07,1.82191e-08,3.76664e-07,177.222
40.0,0.33793103448275863,-4.05127e-07,1.96161e-08,4.05535e-07,177.228
40.0,0.3620689655172414,-4.33824e-07,2.10131e-08,4.34231e-07,177.222
40.0,0.38620689655172413,-4.6252e-07,2.23519e-08,4.63044e-07,177.234
40.0,0.4103448275862069,-4.91218e-07,2.37488e-08,4.91742e-07,177.228
40.0,0.43448275862068964,-5.19973e-07,2.52622e-08,5.20497e-07,177.216
40.0,0.4586206896551724,-5.48727e-07,2.64846e-08,5.49251e-07,177.234
40.0,0.48275862068965514,-5.77365e-07,2.7998e-08,5.78006e-07,177.222
40.0,0.506896551724138,-6.06062e-07,2.92786e-08,6.06702e-07,177.228
40.0,0.5310344827586206,-6.35107e-07,3.07921e-08,6.35748e-07,177.222
40.0,0.5551724137931034,-6.63804e-07,3.20726e-08,6.64561e-07,177.234
40.0,0.5793103448275863,-6.925e-07,3.3586e-08,6.93257e-07,177.222
