f,v,x,y,r,theta
10.0,0.0,-9.37554e-07,-4.42381e-09,9.37496e-07,-179.73
10.0,0.02413793103448276,-2.47966e-08,-1.74624e-10,2.47384e-08,-179.694
10.0,0.04827586206896552,-4.95349e-08,-1.16416e-10,4.94767e-08,-179.886
10.0,0.07241379310344828,-7.42152e-08,-3.49248e-10,7.4157e-08,-179.742
10.0,0.09655172413793103,-9.89535e-08,-5.23873e-10,9.88953e-08,-179.712
10.0,0.12068965517241378,-1.23634e-07,-6.40288e-10,1.23576e-07,-179.724
10.0,0.14482758620689656,-1.48372e-07,-7.56703e-10,1.48314e-07,-179.73
10.0,0.16896551724137931,-1.7311e-07,-8.14911e-10,1.73052e-07,-179.736
10.0,0.19310344827586207,-1.97791e-07,-9.89537e-10,1.97732e-07,-179.73
10.0,0.21724137931034482,-2.22471e-07,-1.10595e-09,2.22412e-07,-179.718
10.0,0.24137931034482757,-2.4721e-07,-1.16416e-09,2.47152e-07,-179.736
10.0,0.2655172413793103,-2.73927e-07,-1.28058e-09,2.73869e-07,-179.736
10.0,0.2896551724137931,-2.98665e-07,-1.4552e-09,2.98607e-07,-179.73
10.0,0.3137931034482759,-3.23345e-07,-1.57161e-09,3.23287e-07,-179.73
10.0,0.33793103448275863,-3.48025e-07,-1.68803e-09,3.47967e-07,-179.73
10.0,0.3620689655172414,-3.72705e-07,-1.80444e-09,3.72647e-07,-179.73
10.0,0.38620689655172413,-3.97444e-07,-1.92087e-09,3.97386e-07,-179.73
10.0,0.4103448275862069,-4.22124e-07,-2.03728e-09,4.22066e-07,-179.73
10.0,0.43448275862068964,-4.46862e-07,-2.1537e-09,4.46804e-07,-179.73
10.0,0.4586206896551724,-4.71484e-07,-2.21191e-09,4.71426e-07,-179.73
10.0,0.48275862068965514,-4.96166e-07,-2.38653e-09,4.96108e-07,-179.73
10.0,0.506896551724138,-5.20846e-07,-2.44474e-09,5.20788e-07,-179.73
10.0,0.5310344827586206,-5.45817e-07,-2.61936e-09,5.45759e-07,-179.73
10.0,0.5551724137931034,-5.70555e-07,-2.67757e-09,5.70497e-07,-179.73
10.0,0.5793103448275863,-5.95235e-07,-2.85219e-09,5.95177e-07,-179.73
10.0,0.603448275862069,-6.19915e-07,-2.9104e-09,6.19857e-07,-179.73
10.0,0.6275862068965518,-6.46516e-07,-3.08502e-09,6.46458e-07,-179.73
10.0,0.6517241379310345,-6.71196e-07,-3.20144e-09,6.71138e-07,-179.73
