t,i,x,y,r,theta,xK,tc, therm
1682265932.5326114, 3.2, -4.091004e-06, -1.570137e-07, 4.186238e-06, 192.2447, 0, 0, 0
1682265939.235682, -3.2, 3.220579e-06, -8.878449e-07, 3.224404e-06, 340.3714, 0, 0, 0
1682265945.3094413, 3.2, -4.091004e-06, -1.618676e-06, 4.903215e-06, 182.198, 0, 0, 0
1682265951.3832035, -3.2, 3.220579e-06, -8.878449e-07, 3.340718e-06, 340.3714, 0, 0, 0
1682265957.5008385, 3.2, -3.359846e-06, -8.878449e-07, 2.774575e-06, 194.8022, 0, 0, 0
1682265963.5775895, -3.2, 3.220579e-06, 5.738174e-07, 3.271299e-06, 344.5876, 0, 0, 0
1682265969.5964928, 3.2, -4.822163e-06, -8.878449e-07, 4.094016e-06, 190.4323, 0, 0, 0
1682265975.6503217, -3.2, 3.951737e-06, -8.878449e-07, 3.224404e-06, 347.3375, 0, 0, 0
1682265981.6811755, 3.2, -3.359846e-06, 5.738174e-07, 3.475174e-06, 192.2447, 0, 0, 0
1682265987.7110512, -3.2, 3.220579e-06, -1.618676e-06, 3.604475e-06, 8.261965, 0, 0, 0
1682265993.758879, 3.2, -3.359846e-06, -1.570137e-07, 2.774575e-06, 182.6756, 0, 0, 0
1682265999.7907486, -3.2, 3.220579e-06, -1.570137e-07, 2.494367e-06, 340.3714, 0, 0, 0
1682266005.8485453, 3.2, -2.628688e-06, -8.878449e-07, 3.363513e-06, 182.198, 0, 0, 0
1682266011.9093409, -3.2, 2.489421e-06, -1.570137e-07, 2.494367e-06, 340.3714, 0, 0, 0
1682266017.9781115, 3.2, -4.091004e-06, -8.878449e-07, 2.633373e-06, 182.198, 0, 0, 0
1682266024.0748096, -3.2, 3.220579e-06, -1.570137e-07, 2.643007e-06, 344.5876, 0, 0, 0
1682266030.139589, 3.2, -3.359846e-06, -1.570137e-07, 3.363513e-06, 183.4183, 0, 0, 0
1682266036.218337, -3.2, 4.682895e-06, -1.570137e-07, 3.954855e-06, 357.7247, 0, 0, 0
