t,i,x,y,r,theta,xK,tc, therm
1682018269.980021, 3.2, 2.959457e-08, -1.570137e-08, 1.039036e-07, 29.191, 0, 0, 0
1682018276.4353821, -3.2, 2.959457e-08, -1.570137e-08, 1.176524e-07, 29.191, 0, 0, 0
1682018282.5083454, 3.2, 2.959457e-08, -1.570137e-08, 6.456394e-08, 62.71762, 0, 0, 0
1682018288.6183958, -3.2, 1.027104e-07, -1.570137e-08, 6.456394e-08, 332.0518, 0, 0, 0
1682018294.7253811, 3.2, 1.027104e-07, 5.738174e-08, 1.039036e-07, 332.0518, 0, 0, 0
1682018300.8368406, -3.2, 2.959457e-08, -8.878449e-08, 1.176524e-07, 62.71762, 0, 0, 0
1682018306.988421, 3.2, 2.959457e-08, -8.878449e-08, 3.350182e-08, 288.4348, 0, 0, 0
1682018313.101798, -3.2, 2.959457e-08, -1.570137e-08, 1.039036e-07, 319.1594, 0, 0, 0
1682018319.2102556, 3.2, 2.959457e-08, -1.570137e-08, 1.176524e-07, 62.71762, 0, 0, 0
1682018325.304121, -3.2, 3.438185e-06, -4.828909e-06, 5.927856e-06, 307.6067, 0, 0, 0
1682018331.419981, 3.2, 3.072606e-06, -4.463493e-06, 5.634171e-06, 302.4684, 0, 0, 0
1682018337.5442877, -3.2, 3.438185e-06, -4.828909e-06, 6.147112e-06, 308.2278, 0, 0, 0
1682018343.630897, 3.2, 3.438185e-06, -4.828909e-06, 5.418827e-06, 305.4509, 0, 0, 0
1682018349.7759323, -3.2, 3.072606e-06, -5.194325e-06, 5.927856e-06, 307.6067, 0, 0, 0
1682018355.9111927, 3.2, 3.438185e-06, -4.828909e-06, 5.927856e-06, 307.6067, 0, 0, 0
1682018362.0457482, -3.2, 3.072606e-06, -4.828909e-06, 5.723572e-06, 302.4684, 0, 0, 0
1682018368.2193408, 3.2, 3.438185e-06, -4.463493e-06, 6.147112e-06, 305.4509, 0, 0, 0
1682018374.3872774, -3.2, 3.438185e-06, -4.463493e-06, 5.634171e-06, 307.6067, 0, 0, 0
1682018380.5383325, 3.2, 3.438185e-06, -4.828909e-06, 5.634171e-06, 304.543, 0, 0, 0
1682018386.6768837, -3.2, 3.072606e-06, -4.828909e-06, 5.927856e-06, 303.501, 0, 0, 0
1682018392.8531928, 3.2, 3.438185e-06, -4.828909e-06, 5.927856e-06, 307.6067, 0, 0, 0
1682018399.0304914, -3.2, 3.438185e-06, -4.463493e-06, 5.723572e-06, 305.4509, 0, 0, 0
1682018405.1846173, 3.2, 3.072606e-06, -5.194325e-06, 5.634171e-06, 305.4509, 0, 0, 0
1682018411.348858, -3.2, 3.438185e-06, -4.463493e-06, 5.418827e-06, 310.4375, 0, 0, 0
1682018417.5009687, 3.2, 3.438185e-06, -4.463493e-06, 6.229135e-06, 305.4509, 0, 0, 0
1682018423.69798, -3.2, 3.438185e-06, -4.463493e-06, 5.927856e-06, 305.4509, 0, 0, 0
