t,i,x,y,r,theta,xK,tc, therm
1680216734.356708, 3.2, 0.05717833, 0.009787713, 0.0587308, 9.593321, 0, 0, 0
1680216740.8288877, -3.2, 0.05790948, 0.009787713, 0.05831021, 8.834011, 0, 0, 0
1680216747.3249834, 3.2, 0.0575439, 0.009422298, 0.05801, 9.357555, 0, 0, 0
1680216753.8070736, -3.2, 0.05900622, 0.009422298, 0.05975378, 9.128184, 0, 0, 0
1680216760.279298, 3.2, 0.05827506, 0.009422298, 0.0593928, 9.475889, 0, 0, 0
1680216766.7311497, -3.2, 0.05864064, 0.009787713, 0.05975378, 8.726242, 0, 0, 0
1680216773.207704, 3.2, 0.05864064, 0.009787713, 0.0593928, 9.128184, 0, 0, 0
1680216779.6854048, -3.2, 0.05900622, 0.009422298, 0.0593928, 9.072573, 0, 0, 0
1680216786.142179, 3.2, 0.05864064, 0.009422298, 0.0593928, 8.779799, 0, 0, 0
1680216792.6060774, -3.2, 0.05864064, 0.009422298, 0.05975378, 8.726242, 0, 0, 0
1680216799.0848587, 3.2, 0.05900622, 0.009056882, 0.05975378, 9.418236, 0, 0, 0
1680216805.5636508, -3.2, -0.05871027, -0.008483065, 0.05895817, 187.658, 0, 0, 0
1680216812.0357616, 3.2, -0.05868242, -0.00820101, 0.05904567, 190.1067, 0, 0, 0
1680216818.5237672, -3.2, -0.002434583, -0.02043458, 0.01930727, 264.8795, 0, 0, 0
1680216824.9941294, 3.2, -0.001687496, 0.001193864, 0.001733869, 349.0841, 0, 0, 0
1680216831.4840267, -3.2, -6.813699e-05, 1.722592e-05, 0.0001102151, 171.4759, 0, 0, 0
1680216837.9909055, 3.2, 0.0002287133, 2.609297e-06, 0.0002243415, 1.909948, 0, 0, 0
1680216844.475869, -3.2, -2.280518e-05, 1.868758e-05, 4.233715e-05, 141.5241, 0, 0, 0
1680216850.9783158, 3.2, 0.0002447988, 8.455946e-06, 0.0002257889, 358.6795, 0, 0, 0
1680216857.4736512, -3.2, -5.936309e-05, 2.307257e-05, 5.367012e-05, 154.2723, 0, 0, 0
1680216863.9700675, 3.2, 0.0002243263, 1.430259e-05, 0.0002102949, 5.526695, 0, 0, 0
1680216870.4572911, -3.2, -1.841823e-05, 3.476587e-05, 4.325146e-05, 129.7375, 0, 0, 0
1680216876.9461548, 3.2, 0.0002579596, 2.014924e-05, 0.0003181182, 1.23757, 0, 0, 0
1680216883.4148583, -3.2, 2.545128e-05, 3.038088e-05, 3.696896e-05, 86.13182, 0, 0, 0
1680216889.8806086, 3.2, 0.0003091407, -1.77569e-06, 0.0003325397, 0.7236588, 0, 0, 0
1680216896.372084, -3.2, 3.516525e-06, 3.038088e-05, 6.002865e-05, 18.95426, 0, 0, 0
1680216902.8516324, 3.2, 0.0003442363, 1.284093e-05, 0.0003239638, 3.397832, 0, 0, 0
1680216909.3203108, -3.2, 9.710478e-05, 4.207418e-05, 7.017245e-05, 59.68921, 0, 0, 0
1680216915.7951052, 3.2, 0.0002857436, 1.722592e-05, 0.0003111647, 4.30313, 0, 0, 0
1680216922.261308, -3.2, 0.0001131903, 2.453423e-05, 0.0001026559, 13.97739, 0, 0, 0
1680216928.7539568, 3.2, 0.0005986794, -0.0001771752, 0.0008158883, 347.6806, 0, 0, 0
