t,i,x,y,r,theta,xK,tc, therm
1681510388.5153308, 3.2, -2.544257e-06, -1.067556e-06, 3.423057e-06, 193.9326, 0, 0, 0
1681510394.9515662, -3.2, -9.357085e-07, -1.104097e-06, 1.158835e-06, 237.0237, 0, 0, 0
1681510401.047024, 3.2, -5.797911e-06, -1.067556e-06, 5.142231e-06, 190.1078, 0, 0, 0
1681510407.1246388, -3.2, -4.970136e-07, -1.031014e-06, 1.246371e-06, 245.1552, 0, 0, 0
1681510413.2360187, 3.2, -5.249542e-06, -1.031014e-06, 5.637093e-06, 188.9348, 0, 0, 0
1681510419.3406732, -3.2, 1.24471e-07, -1.067556e-06, 1.098943e-06, 278.5778, 0, 0, 0
1681510425.436565, 3.2, -5.944143e-06, -1.031014e-06, 5.690215e-06, 189.8547, 0, 0, 0
1681510431.5494967, -3.2, -1.008824e-06, -1.067556e-06, 1.521193e-06, 212.7737, 0, 0, 0
1681510437.658541, 3.2, -5.980701e-06, -9.944728e-07, 6.062818e-06, 190.1207, 0, 0, 0
1681510443.7654634, -3.2, -3.507819e-07, -9.944728e-07, 1.072859e-06, 236.1189, 0, 0, 0
1681510449.8911185, 3.2, -4.810848e-06, -1.031014e-06, 5.134769e-06, 190.8896, 0, 0, 0
1681510456.0188189, -3.2, -9.357085e-07, -9.944728e-07, 1.494155e-06, 239.5259, 0, 0, 0
1681510462.1313233, 3.2, -5.103311e-06, -9.579311e-07, 5.607997e-06, 190.374, 0, 0, 0
1681510468.243718, -3.2, -4.970136e-07, -9.944728e-07, 1.054525e-06, 268.6987, 0, 0, 0
1681510474.4080803, 3.2, -5.688238e-06, -9.213896e-07, 5.235191e-06, 190.0235, 0, 0, 0
1681510480.5375853, -3.2, -6.432452e-07, -1.031014e-06, 1.111755e-06, 227.9978, 0, 0, 0
1681510486.6675487, 3.2, -4.628058e-06, -9.944728e-07, 4.912559e-06, 192.4637, 0, 0, 0
1681510492.8049111, -3.2, 1.479729e-08, -9.579311e-07, 1.042935e-06, 275.4503, 0, 0, 0
1681510498.9344163, 3.2, -5.030195e-06, -9.579311e-07, 5.414764e-06, 189.821, 0, 0, 0
1681510505.0703478, -3.2, -7.529189e-07, -9.944728e-07, 1.030038e-06, 227.9978, 0, 0, 0
1681510511.2412233, 3.2, -6.053817e-06, -9.579311e-07, 5.726294e-06, 189.9352, 0, 0, 0
1681510517.3814328, -3.2, -1.314344e-07, -9.579311e-07, 1.111755e-06, 251.2102, 0, 0, 0
1681510523.518822, 3.2, -4.957079e-06, -9.213896e-07, 5.120595e-06, 189.768, 0, 0, 0
1681510529.686192, -3.2, -5.701294e-07, -9.579311e-07, 1.033278e-06, 234.4286, 0, 0, 0
1681510535.8555849, 3.2, -5.030195e-06, -8.84848e-07, 4.575558e-06, 192.5617, 0, 0, 0
1681510542.049279, -3.2, 1.975869e-07, -9.213896e-07, 1.119738e-06, 305.7194, 0, 0, 0
1681510548.2034166, 3.2, -4.116248e-06, -9.944728e-07, 3.623672e-06, 195.3849, 0, 0, 0
1681510554.379223, -3.2, 6.362819e-07, -1.031014e-06, 9.423372e-07, 273.1902, 0, 0, 0
1681510560.546025, 3.2, -4.372152e-06, -9.213896e-07, 4.583056e-06, 189.8535, 0, 0, 0
1681510566.7348652, -3.2, 4.169344e-07, -9.579311e-07, 1.119738e-06, 287.7839, 0, 0, 0
1681510572.9186227, 3.2, -4.262479e-06, -9.213896e-07, 4.111154e-06, 192.9893, 0, 0, 0
1681510579.1216471, -3.2, 8.190714e-07, -9.944728e-07, 1.192006e-06, 303.5931, 0, 0, 0
1681510585.299222, 3.2, -3.677552e-06, -9.213896e-07, 3.996096e-06, 192.9511, 0, 0, 0
1681510591.4946551, -3.2, 1.184651e-06, -9.579311e-07, 1.38613e-06, 324.8733, 0, 0, 0
1681510597.691226, 3.2, -3.933458e-06, -9.213896e-07, 4.482822e-06, 191.6305, 0, 0, 0
1681510603.875552, -3.2, 1.403998e-06, -9.944728e-07, 1.230877e-06, 317.7022, 0, 0, 0
1681510610.0868406, 3.2, -3.385089e-06, -8.483065e-07, 3.873247e-06, 192.6254, 0, 0, 0
1681510616.3130474, -3.2, 9.287452e-07, -9.579311e-07, 1.896736e-06, 329.6907, 0, 0, 0
1681510622.5215614, 3.2, -3.129183e-06, -8.84848e-07, 3.287077e-06, 195.3286, 0, 0, 0
1681510628.7365675, -3.2, 1.623346e-06, -8.483065e-07, 1.995085e-06, 334.3877, 0, 0, 0
1681510634.9510188, 3.2, -2.617373e-06, -9.579311e-07, 3.181588e-06, 194.2245, 0, 0, 0
1681510641.1764083, -3.2, 1.513672e-06, -8.483065e-07, 1.816824e-06, 328.4401, 0, 0, 0
1681510647.391876, 3.2, -3.348531e-06, -8.483065e-07, 3.675965e-06, 193.7827, 0, 0, 0
1681510653.624425, -3.2, 1.330882e-06, -8.483065e-07, 1.598188e-06, 326.759, 0, 0, 0
1681510659.853568, 3.2, -4.189363e-06, -8.483065e-07, 4.346073e-06, 191.1625, 0, 0, 0
1681510666.0918024, -3.2, 5.631661e-07, -8.84848e-07, 9.296829e-07, 308.9936, 0, 0, 0
1681510672.3341067, 3.2, -3.71411e-06, -7.752234e-07, 3.65906e-06, 194.382, 0, 0, 0
