t,i,x,y,r,theta,xK,tc, therm
1680210701.5507414, 3.2, -0.02191421, -0.0296895, 0.03692727, 233.6599, 0, 0, 0
1680210708.0290034, -3.2, -0.02166561, -0.0001931564, 0.02200195, 179.8947, 0, 0, 0
1680210714.5110815, 3.2, -0.02168024, 0.0001284093, 0.02163745, 179.8917, 0, 0, 0
1680210721.0035102, -3.2, -0.001588006, -0.01019093, 0.020109, 329.6073, 0, 0, 0
1680210727.5048726, 3.2, -0.0002572981, -0.004768159, 0.004494158, 259.1332, 0, 0, 0
1680210733.97696, -3.2, -0.0009914158, -0.0003377525, 0.0009738308, 191.9004, 0, 0, 0
1680210740.4733355, 3.2, 0.0003758502, -0.0005716184, 0.0002871043, 242.6893, 0, 0, 0
1680210746.9443297, -3.2, -0.0006916409, -0.0007104764, 0.0008533167, 237.7861, 0, 0, 0
1680210753.450676, 3.2, -0.000479605, -0.0005935433, 0.0008007139, 228.937, 0, 0, 0
1680210759.9158862, -3.2, -0.000216388, -0.0007470179, 0.0008678429, 254.0653, 0, 0, 0
1680210766.3743556, 3.2, -0.0004942282, -0.0007762511, 0.0008213145, 250.5003, 0, 0, 0
1680210772.8502452, -3.2, 3.220579e-05, -0.0009735755, 0.001038924, 272.0156, 0, 0, 0
1680210779.3683693, 3.2, -0.0004064892, -0.0007835595, 0.0008912496, 239.078, 0, 0, 0
1680210785.8764975, -3.2, -0.0004869166, -0.0007689428, 0.0008996643, 257.8146, 0, 0, 0
1680210792.3529246, 3.2, -0.0005527209, -0.0007835595, 0.0009606408, 244.7798, 0, 0, 0
1680210798.8433318, -3.2, -0.0004211123, -0.0008785675, 0.001009376, 237.6436, 0, 0, 0
1680210805.3070724, 3.2, -0.0006916409, -0.0007397095, 0.001098548, 229.79, 0, 0, 0
1680210811.7957735, -3.2, -7.015637e-05, -0.0009516506, 0.000902143, 252.3506, 0, 0, 0
1680210818.2874079, 3.2, -0.0005965903, -0.0008639509, 0.001075878, 232.7427, 0, 0, 0
1680210824.7598839, -3.2, 0.004053576, -0.002179447, 0.004473229, 332.1281, 0, 0, 0
1680210831.2385292, 3.2, 0.003490585, -0.002091747, 0.004079605, 329.779, 0, 0, 0
1680210837.726127, -3.2, 0.004192497, -0.002135597, 0.004734589, 332.542, 0, 0, 0
1680210844.2028563, 3.2, 0.003600258, -0.002047897, 0.003883814, 328.4552, 0, 0, 0
1680210850.6785285, -3.2, 0.003951214, -0.002055206, 0.00427372, 332.8885, 0, 0, 0
1680210857.1796668, 3.2, 0.003432092, -0.002025972, 0.004030671, 329.0679, 0, 0, 0
1680210863.6867926, -3.2, 0.004038953, -0.002186755, 0.004517669, 331.0976, 0, 0, 0
1680210870.1646316, 3.2, 0.004718931, -0.002661795, 0.005339521, 329.7223, 0, 0, 0
1680210876.6353095, -3.2, 0.00392928, -0.002179447, 0.004617098, 330.0396, 0, 0, 0
1680210883.135256, 3.2, 0.00444109, -0.002976053, 0.005100693, 325.9038, 0, 0, 0
1680210889.6302104, -3.2, 0.004792047, -0.002881045, 0.005555237, 328.4905, 0, 0, 0
1680210896.1127787, 3.2, 0.006005769, -0.004167307, 0.00734763, 325.7379, 0, 0, 0
1680210902.5980773, -3.2, 0.004938278, -0.003027211, 0.005723322, 328.2513, 0, 0, 0
1680210909.0999432, 3.2, 0.004038953, -0.01484475, 0.01538632, 285.2206, 0, 0, 0
1680210915.5822818, -3.2, 0.004053576, -0.0001477364, 0.003894955, 331.674, 0, 0, 0
1680210922.0526068, 3.2, 6.87637e-05, -0.008179571, 0.008172551, 294.5543, 0, 0, 0
1680210928.5399127, -3.2, 6.145213e-05, -2.349507e-05, 4.766317e-05, 350.687, 0, 0, 0
1680210935.0351565, 3.2, 5.414054e-05, 1.304649e-05, 5.444378e-05, 6.05, 0, 0, 0
1680210941.4972095, -3.2, 4.682895e-05, -1.618676e-05, 4.766317e-05, 340.9319, 0, 0, 0
1680210947.9907897, 3.2, 4.682895e-05, 1.304649e-05, 5.56903e-05, 6.985898, 0, 0, 0
1680210954.4870958, -3.2, 3.220579e-05, -0.000374294, 0.0004995745, 272.593, 0, 0, 0
1680210960.9594412, 3.2, 1.027104e-05, -0.00130245, 0.009354191, 136.0435, 0, 0, 0
1680210967.4239926, -3.2, -0.01485418, 0.01434464, 0.02064983, 135.9997, 0, 0, 0
1680210973.9111402, 3.2, -0.07427089, -8.09338e-05, 0.07431592, 175.3929, 0, 0, 0
1680210980.41013, -3.2, -0.07427089, 0.03408542, 0.08243419, 157.3343, 0, 0, 0
1680210986.9155178, 3.2, -0.1485418, 0.05071425, 0.2266058, 169.848, 0, 0, 0
1680210993.3905652, -3.2, -0.1354819, -0.0256576, 0.1035602, 216.148, 0, 0, 0
1680210999.866736, 3.2, -0.00314224, -0.0004439224, 0.00314322, 181.2821, 0, 0, 0
1680211006.3481524, -3.2, -0.004186578, 0.0007804192, 0.0043885, 185.0502, 0, 0, 0
1680211012.8234746, 3.2, 0.0002881112, -0.003728809, 0.002634902, 241.3887, 0, 0, 0
1680211019.2923782, -3.2, -0.0001140259, -0.001843265, 0.001843859, 272.145, 0, 0, 0
1680211025.7976635, 3.2, 0.0004197197, -2.349507e-05, 0.000383165, 334.1589, 0, 0, 0
1680211032.2797382, -3.2, 0.0006171324, -0.0005570018, 0.0008082421, 318.832, 0, 0, 0
1680211038.7756913, 3.2, 0.001223994, -0.0007616346, 0.001513159, 329.9217, 0, 0, 0
1680211045.2703452, -3.2, 0.0008730378, -0.0007177846, 0.001059564, 319.2377, 0, 0, 0
1680211051.7394934, 3.2, 0.001267863, -0.0007177846, 0.001405262, 329.5515, 0, 0, 0
1680211058.2506955, -3.2, 0.0007852989, -0.0006593182, 0.001030986, 320.6477, 0, 0, 0
1680211064.7220976, 3.2, 0.001180124, -0.0007177846, 0.001462606, 330.9869, 0, 0, 0
1680211071.218734, -3.2, 0.0007048715, -0.0005789268, 0.00101254, 322.2045, 0, 0, 0
1680211077.7153983, 3.2, 0.001399472, -0.0008639509, 0.001615969, 329.0543, 0, 0, 0
1680211084.1936226, -3.2, 0.0007121831, -0.0007104764, 0.00107424, 318.3891, 0, 0, 0
1680211090.6750014, 3.2, 0.001267863, -0.0007835595, 0.001452713, 328.9506, 0, 0, 0
