t,i,x,y,r,theta,xK,tc, therm
1681448894.5323038, 3.2, -0.0005692764, 0.0004200709, 0.0007040293, 143.7321, 0, 0, 0
1681448901.5738204, -3.2, -0.0005546532, 0.0004149551, 0.0006985458, 143.0901, 0, 0, 0
1681448908.1907942, 3.2, -0.0005868242, 0.0004222634, 0.000719731, 144.383, 0, 0, 0
1681448914.7984753, -3.2, -0.0005619648, 0.0004156859, 0.0006985458, 143.1621, 0, 0, 0
1681448921.437693, 3.2, -0.0005882865, 0.0004222634, 0.0007267803, 144.2828, 0, 0, 0
1681448928.063682, -3.2, -0.0005656206, 0.00041934, 0.0007015087, 143.7224, 0, 0, 0
1681448934.6808052, 3.2, -0.00059048, 0.0004200709, 0.0007223652, 144.7939, 0, 0, 0
1681448941.319316, -3.2, -0.0005663518, 0.0004171475, 0.0007032784, 143.3409, 0, 0, 0
1681448947.911409, 3.2, -0.00059048, 0.0004186092, 0.0007251661, 144.2828, 0, 0, 0
1681448954.5290582, -3.2, -0.000567814, 0.0004200709, 0.0007020982, 143.8981, 0, 0, 0
1681448961.1455114, 3.2, -0.000599985, 0.0004229942, 0.0007318888, 144.9839, 0, 0, 0
1681448967.7860463, -3.2, -0.0005729322, 0.0004215325, 0.0007083865, 143.5514, 0, 0, 0
1681448974.4449866, 3.2, -0.0005992539, 0.000423725, 0.0007329076, 144.717, 0, 0, 0
1681448981.159287, -3.2, -0.0005729322, 0.0004186092, 0.0007089765, 143.92, 0, 0, 0
1681448987.8191755, 3.2, -0.0006014474, 0.0004222634, 0.0007305211, 144.8296, 0, 0, 0
1681448994.5090177, -3.2, -0.0005773191, 0.0004164167, 0.000715223, 143.8993, 0, 0, 0
1681449001.19595, 3.2, -0.0006007162, 0.00041934, 0.0007308047, 144.5109, 0, 0, 0
1681449007.7754421, -3.2, -0.0005714699, 0.0004186092, 0.0007131136, 143.7135, 0, 0, 0
1681449014.4602227, 3.2, -0.0005941358, 0.0004200709, 0.0007291878, 144.8381, 0, 0, 0
1681449021.2509122, -3.2, -0.0005751256, 0.0004156859, 0.000708202, 143.7735, 0, 0, 0
1681449027.947729, 3.2, -0.0005941358, 0.0004200709, 0.0007295834, 144.337, 0, 0, 0
1681449034.6361792, -3.2, -0.0005729322, 0.0004222634, 0.0007087891, 143.8593, 0, 0, 0
1681449041.3170698, 3.2, -0.0005926734, 0.0004186092, 0.0007268672, 144.8327, 0, 0, 0
1681449047.999809, -3.2, -0.000572201, 0.0004200709, 0.0007127508, 143.5267, 0, 0, 0
1681449054.6785417, 3.2, -0.0005919423, 0.000423725, 0.0007278136, 144.8327, 0, 0, 0
1681449061.394327, -3.2, -0.0005692764, 0.0004171475, 0.0007093765, 143.8722, 0, 0, 0
1681449068.0819046, 3.2, -0.0005955981, 0.0004244559, 0.000732475, 144.9092, 0, 0, 0
1681449074.7703924, -3.2, -0.0005714699, 0.0004164167, 0.0007101573, 144.033, 0, 0, 0
1681449081.4707766, 3.2, -0.0005985227, 0.0004244559, 0.0007351945, 144.4511, 0, 0, 0
1681449088.1886318, -3.2, -0.0005780503, 0.0004200709, 0.0007135429, 143.6314, 0, 0, 0
1681449094.9050794, 3.2, -0.0006014474, 0.0004215325, 0.0007369145, 144.5834, 0, 0, 0
1681449101.61457, -3.2, -0.000576588, 0.0004186092, 0.0007145175, 144.0414, 0, 0, 0
1681449108.3365095, 3.2, -0.000599985, 0.0004251867, 0.0007340388, 145.0028, 0, 0, 0
1681449115.0150852, -3.2, -0.0005751256, 0.0004200709, 0.0007110198, 143.8209, 0, 0, 0
1681449121.7450583, 3.2, -0.0005970604, 0.0004208017, 0.0007331559, 144.5174, 0, 0, 0
