t,i,x,y,r,theta,xK,tc, therm
1680215683.055818, 3.2, -0.0004357355, 0.001679341, 0.001690674, 105.334, 0, 0, 0
1680215689.5502567, -3.2, -0.0002602575, 0.001664725, 0.001723687, 100.5676, 0, 0, 0
1680215696.0405385, 3.2, -0.0003114386, 0.0017305, 0.001738053, 101.7385, 0, 0, 0
1680215702.5143087, -3.2, -0.0004942282, 0.001796274, 0.001915148, 106.1511, 0, 0, 0
1680215709.0032144, 3.2, -0.0005892788, 0.001905899, 0.001978796, 108.0446, 0, 0, 0
1680215715.5126956, -3.2, -0.0007428221, 0.002066682, 0.002197693, 111.4754, 0, 0, 0
1680215722.0094988, 3.2, -0.0008451842, 0.002059374, 0.002179947, 112.7615, 0, 0, 0
1680215728.4758236, -3.2, -0.001152271, 0.002344398, 0.002645331, 117.6018, 0, 0, 0
1680215734.961308, 3.2, -0.000954858, 0.002110532, 0.002378195, 115.6788, 0, 0, 0
1680215741.4365993, -3.2, -0.001634835, 0.002702505, 0.003241251, 122.9136, 0, 0, 0
1680215747.9289706, 3.2, -0.001547096, 0.002483256, 0.002978442, 122.5577, 0, 0, 0
1680215754.4137788, -3.2, -0.002102776, 0.002899829, 0.003643259, 126.298, 0, 0, 0
1680215760.8826475, 3.2, -0.0021174, 0.002863288, 0.003541165, 125.6514, 0, 0, 0
