t,i,x,y,r,theta,xK,tc, therm
1681451410.9534788, 3.2, 6.302759e-05, 9.056882e-06, 5.751683e-05, 344.7474, 0, 0, 0
1681451425.8554082, -3.2, 9.666087e-05, -2.858092e-05, 8.757057e-05, 6.785733, 0, 0, 0
1681451440.4866416, 3.2, 5.279138e-05, 2.038476e-05, 3.970656e-05, 23.38226, 0, 0, 0
1681451455.0935948, -3.2, 8.898371e-05, 9.056882e-06, 7.513452e-05, 355.4115, 0, 0, 0
1681451469.6980848, 3.2, 4.547979e-05, -1.761845e-05, 2.544002e-05, 29.34411, 0, 0, 0
1681451484.312938, -3.2, 7.253265e-05, -2.090719e-05, 8.601908e-05, 8.297668, 0, 0, 0
1681451498.9411197, 3.2, 3.12222e-05, 2.330809e-05, 4.026389e-05, 315.9647, 0, 0, 0
1681451513.571256, -3.2, 4.438305e-05, -1.067556e-05, 6.147426e-05, 350.6098, 0, 0, 0
1681451528.2086387, 3.2, 4.547979e-05, -4.098078e-06, 2.610787e-05, 332.808, 0, 0, 0
1681451542.8344116, -3.2, 7.362939e-05, 9.056882e-06, 8.680289e-05, 345.647, 0, 0, 0
1681451557.4598057, 3.2, 4.401747e-05, 1.563436e-05, 3.349832e-05, 23.88497, 0, 0, 0
1681451572.114436, -3.2, 7.070475e-05, -9.213896e-06, 7.73011e-05, 10.51515, 0, 0, 0
1681451586.7615159, 3.2, 2.464178e-05, -9.213896e-06, 4.910944e-05, 335.7625, 0, 0, 0
1681451601.4043145, -3.2, 5.315695e-05, 2.111559e-05, 5.971354e-05, 339.5317, 0, 0, 0
1681451616.0607185, 3.2, 1.623346e-05, 1.088396e-05, 3.090539e-05, 6.513141, 0, 0, 0
1681451630.6650481, -3.2, 0.0001131119, 1.748571e-06, 9.195566e-05, 346.3103, 0, 0, 0
1681451645.4058743, 3.2, 5.206022e-05, 1.01774e-06, 5.429762e-05, 20.65791, 0, 0, 0
1681451660.0009394, -3.2, 0.0001090906, -1.286805e-05, 0.0001179443, 1.652364, 0, 0, 0
1681451674.5998826, 3.2, 5.498485e-05, 2.257726e-05, 6.12013e-05, 4.820022, 0, 0, 0
1681451689.2446725, -3.2, 0.0001229826, -2.273427e-05, 0.0001106441, 2.366579, 0, 0, 0
1681451703.7930417, 3.2, 7.545728e-05, 2.476975e-05, 7.062736e-05, 356.1719, 0, 0, 0
