t,i,x,y,r,theta,xK,tc, therm
1681447696.347516, 3.2, -0.0004457106, 0.0004003385, 0.0005949224, 138.1325, 0, 0, 0
1681447703.2180562, -3.2, -0.0004822685, 0.0004025309, 0.0006237915, 139.8918, 0, 0, 0
1681447709.8107624, 3.2, -0.0005005475, 0.0004032617, 0.0006435911, 140.9699, 0, 0, 0
1681447716.448629, -3.2, -0.0004734946, 0.0004018001, 0.0006215573, 139.6826, 0, 0, 0
1681447723.0764933, 3.2, -0.000484462, 0.0004018001, 0.0006305281, 140.3622, 0, 0, 0
1681447729.712511, -3.2, -0.0004588715, 0.0004003385, 0.0006122738, 138.9808, 0, 0, 0
1681447736.3337028, 3.2, -0.0004654519, 0.0004018001, 0.0006121994, 139.2047, 0, 0, 0
1681447743.0078452, -3.2, -0.0004420549, 0.0003981459, 0.0005915755, 137.7072, 0, 0, 0
1681447749.653375, 3.2, -0.0004617961, 0.0003996076, 0.0006132305, 139.2421, 0, 0, 0
1681447756.296645, -3.2, -0.0004369367, 0.0003974151, 0.0005762127, 136.4411, 0, 0, 0
1681447762.9110606, 3.2, -0.0004113462, 0.0003966843, 0.0005740724, 136.2423, 0, 0, 0
1681447769.5818017, -3.2, -0.0003857556, 0.0003952226, 0.0005517529, 134.3055, 0, 0, 0
1681447776.241797, 3.2, -0.0004120773, 0.0003966843, 0.0005730388, 136.348, 0, 0, 0
1681447782.890712, -3.2, -0.0003835622, 0.0003944918, 0.0005512419, 134.1952, 0, 0, 0
1681447789.5519037, 3.2, -0.0004113462, 0.0003974151, 0.0005662176, 134.1936, 0, 0, 0
1681447796.2208173, -3.2, -0.0003528535, 0.0003915685, 0.000526608, 132.0819, 0, 0, 0
1681447802.87068, 3.2, -0.0003725948, 0.0003908376, 0.0005296006, 132.1351, 0, 0, 0
1681447809.54836, -3.2, -0.0003294564, 0.0003901068, 0.0005106999, 130.0565, 0, 0, 0
1681447816.1898928, 3.2, -0.0003528535, 0.0003915685, 0.000527587, 132.0876, 0, 0, 0
1681447822.848359, -3.2, -0.0003309188, 0.000389376, 0.000511557, 130.3602, 0, 0, 0
1681447829.512063, 3.2, -0.0003543158, 0.0003915685, 0.0005270448, 132.1995, 0, 0, 0
1681447836.2083082, -3.2, -0.0003316499, 0.000389376, 0.0005124231, 130.6003, 0, 0, 0
1681447842.917349, 3.2, -0.0003565093, 0.0003930301, 0.0005296518, 132.0287, 0, 0, 0
1681447849.597433, -3.2, -0.0003287253, 0.0003901068, 0.0005125873, 130.182, 0, 0, 0
1681447856.2679276, 3.2, -0.0003543158, 0.0003915685, 0.0005286194, 132.2528, 0, 0, 0
1681447862.950044, -3.2, -0.0003287253, 0.0003886452, 0.0005100541, 130.1292, 0, 0, 0
1681447869.6230388, 3.2, -0.0003528535, 0.0003915685, 0.0005285681, 131.9698, 0, 0, 0
1681447876.321863, -3.2, -0.0003279941, 0.0003908376, 0.0005092908, 130.0464, 0, 0, 0
1681447883.0246716, 3.2, -0.0003499289, 0.0003930301, 0.000525689, 131.6798, 0, 0, 0
1681447889.7327273, -3.2, -0.0003243384, 0.000389376, 0.0005095822, 130.0565, 0, 0, 0
