t,i,x,y,r,theta,xK,tc, therm
1682637891.1968136, 3.2, -8.704251e-07, 1.147635e-06, 4.162974e-06, 132.9912, 0, 0, 0
1682637897.686528, -3.2, 6.441158e-06, 2.609297e-06, 6.448808e-06, 6.985898, 0, 0, 0
1682637903.7497008, 3.2, -3.795059e-06, 4.070959e-06, 9.253395e-07, 205.0747, 0, 0, 0
1682637909.8041422, -3.2, 1.229042e-05, -3.140275e-07, 1.083266e-05, 358.0797, 0, 0, 0
1682637915.855227, 3.2, 5.918914e-07, 1.147635e-06, 3.964787e-06, 153.8043, 0, 0, 0
1682637921.9392264, -3.2, 3.516525e-06, 1.147635e-06, 7.909711e-06, 358.0797, 0, 0, 0
1682637927.9883816, 3.2, 3.516525e-06, -3.140275e-07, 2.353048e-06, 357.2089, 0, 0, 0
1682637934.0533607, -3.2, 1.082811e-05, -3.140275e-07, 1.234389e-05, 358.5364, 0, 0, 0
1682637940.1360729, 3.2, 7.903474e-06, 5.532622e-06, 6.542598e-06, 357.2089, 0, 0, 0
1682637946.2242196, -3.2, 7.903474e-06, -1.77569e-06, 9.435842e-06, 15.56777, 0, 0, 0
1682637952.3100898, 3.2, 3.516525e-06, 4.070959e-06, 9.253395e-07, 319.1594, 0, 0, 0
1682637958.403648, -3.2, 6.441158e-06, -3.140275e-07, 1.399808e-05, 4.770149, 0, 0, 0
1682637964.513154, 3.2, -8.704251e-07, -3.140275e-07, 1.291279e-06, 51.78788, 0, 0, 0
1682637970.597366, -3.2, 4.978841e-06, 2.609297e-06, 9.435842e-06, 8.261965, 0, 0, 0
1682637976.714773, 3.2, 2.054208e-06, -3.140275e-07, 4.559877e-06, 199.8382, 0, 0, 0
1682637982.8214347, -3.2, 1.082811e-05, 1.147635e-06, 9.435842e-06, 13.54851, 0, 0, 0
1682637988.9350169, 3.2, 6.441158e-06, 1.147635e-06, 7.909711e-06, 357.2089, 0, 0, 0
1682637995.0561051, -3.2, 7.903474e-06, 2.609297e-06, 1.677164e-05, 11.98611, 0, 0, 0
1682638001.1425512, 3.2, 4.978841e-06, -3.140275e-07, 6.949601e-06, 8.261965, 0, 0, 0
1682638007.2722192, -3.2, 7.903474e-06, -1.77569e-06, 6.949601e-06, 347.3375, 0, 0, 0
1682638013.3936439, 3.2, 6.441158e-06, 1.147635e-06, 9.253395e-07, 127.1785, 0, 0, 0
1682638019.5285673, -3.2, 6.441158e-06, 2.609297e-06, 6.681436e-06, 349.2645, 0, 0, 0
1682638025.6873097, 3.2, -3.795059e-06, -1.77569e-06, 9.253395e-07, 131.7971, 0, 0, 0
1682638031.8385603, -3.2, 6.441158e-06, -3.140275e-07, 2.078072e-06, 10.1025, 0, 0, 0
1682638038.0068445, 3.2, 2.054208e-06, 1.147635e-06, 4.69195e-06, 229.5234, 0, 0, 0
1682638044.1661692, -3.2, 1.082811e-05, -3.140275e-07, 8.323061e-06, 22.05275, 0, 0, 0
1682638050.321905, 3.2, -8.704251e-07, -1.77569e-06, 2.353783e-06, 131.7971, 0, 0, 0
1682638056.4350598, -3.2, 3.516525e-06, -3.140275e-07, 2.675587e-06, 108.448, 0, 0, 0
1682638062.5800629, 3.2, -6.719692e-06, 2.609297e-06, 7.373039e-06, 108.448, 0, 0, 0
1682638068.736713, -3.2, 9.365791e-06, 2.609297e-06, 7.909711e-06, 6.985898, 0, 0, 0
1682638074.9046714, 3.2, 7.903474e-06, 1.147635e-06, 3.699055e-06, 0.5390164, 0, 0, 0
1682638081.10087, -3.2, 0.002868195, 0.0008474501, 0.002870487, 353.937, 0, 0, 0
1682638087.2674925, 3.2, 0.002866733, -0.0005148192, 0.0028841, 354.2811, 0, 0, 0
1682638093.449507, -3.2, 0.002862345, -0.0002824148, 0.002876388, 354.3362, 0, 0, 0
1682638099.6294258, 3.2, -5.257375e-06, -0.0002809532, 0.0002795723, 268.928, 0, 0, 0
