t,i,x,y,r,theta,xK,tc, therm
1680217441.0147648, 3.2, 0.001092942, -0.0001157853, 0.001104424, 354.2109, 0, 0, 0
1680217449.513636, -3.2, 0.00151409, -0.0001230936, 0.001526611, 355.3331, 0, 0, 0
1680217458.0084665, 3.2, 0.001793392, -0.0001391719, 0.001812133, 355.5737, 0, 0, 0
1680217466.4954946, -3.2, 0.001557959, -0.000130402, 0.001573608, 355.2333, 0, 0, 0
1680217474.990445, 3.2, 0.001764146, -0.0001377103, 0.001769627, 355.4819, 0, 0, 0
1680217483.4718397, -3.2, 0.00155211, -0.0001187087, 0.001552381, 355.635, 0, 0, 0
1680217491.9531167, 3.2, 0.001832875, -0.0001377103, 0.001836583, 355.7146, 0, 0, 0
1680217500.4454677, -3.2, 0.001604753, -0.0001274786, 0.001605093, 355.6703, 0, 0, 0
1680217508.9272444, 3.2, 0.001825563, -0.000134787, 0.001815841, 355.8847, 0, 0, 0
1680217517.398912, -3.2, 0.00159013, -0.0001245553, 0.001591971, 355.6663, 0, 0, 0
1680217525.8835533, 3.2, 0.00184896, -0.0001377103, 0.001858456, 355.8339, 0, 0, 0
1680217534.3683054, -3.2, 0.001593055, -0.0001201703, 0.001591859, 355.6138, 0, 0, 0
1680217542.8334987, 3.2, 0.001799241, -0.0001318636, 0.001824485, 355.8681, 0, 0, 0
1680217551.3476446, -3.2, 0.001574045, -0.000117247, 0.001549131, 355.6851, 0, 0, 0
1680217559.8108172, 3.2, 0.001762684, -0.0001289403, 0.001799799, 355.858, 0, 0, 0
1680217568.2823293, -3.2, 0.001550648, -0.0001157853, 0.001569547, 355.8643, 0, 0, 0
1680217576.7856326, 3.2, 0.001787543, -0.000134787, 0.001822001, 355.8008, 0, 0, 0
1680217585.2558718, -3.2, 0.001540411, -0.0001157853, 0.001550699, 355.6305, 0, 0, 0
1680217593.7475877, 3.2, 0.00181094, -0.0001274786, 0.0018123, 356.0001, 0, 0, 0
1680217602.229057, -3.2, 0.001597442, -0.000117247, 0.001619031, 355.8844, 0, 0, 0
1680217610.7165558, 3.2, 0.001875282, -0.0001362486, 0.001891999, 355.8548, 0, 0, 0
1680217619.1657743, -3.2, 0.00162815, -0.0001201703, 0.001643114, 355.6526, 0, 0, 0
1680217627.627452, 3.2, 0.001922076, -0.0001464802, 0.001924733, 355.6419, 0, 0, 0
1680217636.1093574, -3.2, 0.001594517, -0.0001274786, 0.001621703, 355.4638, 0, 0, 0
1680217644.595559, 3.2, 0.001819714, -0.0001377103, 0.001826266, 355.6194, 0, 0, 0
1680217653.0727606, -3.2, 0.001569658, -0.000112862, 0.001573815, 355.811, 0, 0, 0
1680217661.5545187, 3.2, 0.001850422, -0.0001479419, 0.001856327, 355.5251, 0, 0, 0
1680217670.0210168, -3.2, 0.001511165, -0.0001143237, 0.001512567, 355.6187, 0, 0, 0
1680217678.4988737, 3.2, 0.001746598, -0.000130402, 0.001762912, 355.8163, 0, 0, 0
1680217686.9827328, -3.2, 0.001477532, -0.0001114004, 0.001491933, 355.5456, 0, 0, 0
1680217695.458955, 3.2, 0.001730512, -0.000134787, 0.001760539, 355.6273, 0, 0, 0
1680217703.946051, -3.2, 0.001512627, -0.0001143237, 0.001502141, 355.5673, 0, 0, 0
1680217712.4173841, 3.2, 0.001764146, -0.0001377103, 0.001765369, 355.4195, 0, 0, 0
1680217720.8796427, -3.2, 0.001506778, -0.000121632, 0.001532086, 355.4795, 0, 0, 0
1680217729.3673487, 3.2, 0.001774382, -0.0001464802, 0.00178479, 355.2378, 0, 0, 0
1680217737.8342853, -3.2, 0.001474607, -0.0001187087, 0.001478038, 355.3838, 0, 0, 0
1680217746.3324594, 3.2, 0.001745136, -0.0001420953, 0.001759775, 355.4042, 0, 0, 0
1680217754.806334, -3.2, 0.001511165, -0.000126017, 0.001503295, 355.2054, 0, 0, 0
1680217763.2842572, 3.2, 0.001775844, -0.0001406336, 0.001806074, 355.5445, 0, 0, 0
1680217771.7369132, -3.2, 0.001517014, -0.0001230936, 0.001511679, 355.4735, 0, 0, 0
