t,i,x,y,r,theta,xK,tc, therm
1681574037.9583166, 3.2, 1.511322e-05, 2.479402e-07, 1.526091e-05, 0.5107641, 0, 0, 0
1681574044.4847622, -3.2, 1.500354e-05, 2.844818e-07, 1.497043e-05, 1.345552, 0, 0, 0
1681574050.5826826, 3.2, 1.445517e-05, 2.479402e-07, 1.48949e-05, 1.240855, 0, 0, 0
1681574056.6872976, -3.2, 1.580782e-05, 2.844818e-07, 1.544486e-05, 1.458496, 0, 0, 0
1681574062.9415066, 3.2, 1.566159e-05, 2.113987e-07, 1.566567e-05, 1.168801, 0, 0, 0
1681574069.0641255, -3.2, 1.514977e-05, 2.844818e-07, 1.507934e-05, 1.365216, 0, 0, 0
1681574075.1809835, 3.2, 1.511322e-05, 2.113987e-07, 1.537247e-05, 0.9242358, 0, 0, 0
1681574081.2669568, -3.2, 1.533256e-05, 2.844818e-07, 1.50809e-05, 0.9421613, 0, 0, 0
1681574087.3926795, 3.2, 1.525945e-05, 2.844818e-07, 1.523006e-05, 0.9155264, 0, 0, 0
1681574093.5113914, -3.2, 1.54788e-05, 2.844818e-07, 1.548212e-05, 1.030999, 0, 0, 0
1681574099.6486042, 3.2, 1.595405e-05, 3.575649e-07, 1.6287e-05, 0.8842781, 0, 0, 0
1681574105.8438969, -3.2, 1.518633e-05, 2.479402e-07, 1.47529e-05, 1.779202, 0, 0, 0
1681574111.9808314, 3.2, 1.551535e-05, 3.210233e-07, 1.50809e-05, 1.091572, 0, 0, 0
1681574118.209396, -3.2, 1.566159e-05, 4.671896e-07, 1.588348e-05, 1.019216, 0, 0, 0
1681574124.3482742, 3.2, 1.555191e-05, 2.479402e-07, 1.563e-05, 1.099647, 0, 0, 0
