t,f2,bias,v2,x2,y2,r2,theta2,x8,y8,r8,theta8
1681325865.0123205,442.3,6.84,0.1,0.001189612,-4.439225e-06,0.001196927,359.9623,-0.098618,-0.00165559,-0.0146485,-179.04
1681325869.0987697,442.3,6.32,0.1,0.001193268,-7.850687e-07,0.001193268,359.9625,-0.0986257,-0.00162507,-0.0146409,-179.058
1681325873.1563106,442.3,5.79,0.1,0.001193268,2.869087e-06,0.001193271,359.9623,-0.098618,-0.0016327,-0.0146485,-179.052
1681325877.2262971,442.3,5.26,0.1,0.001193268,-7.850687e-07,0.001196924,359.9623,-0.0985875,-0.00167084,-0.0146866,-179.034
1681325881.281825,442.3,4.74,0.1,0.001196924,-7.850687e-07,0.001193271,0.1377614,-0.0985951,-0.00164033,-0.014679,-179.046
1681325885.3412857,442.3,4.21,0.1,0.001196924,2.869087e-06,0.001193268,359.9623,-0.098618,-0.00164033,-0.0146485,-179.052
1681325889.4285462,442.3,3.68,0.1,0.001196924,2.869087e-06,0.001193268,359.9624,-0.0985799,-0.00166322,-0.0146866,-179.034
1681325893.5079634,442.3,3.16,0.1,0.001196924,-7.850687e-07,0.001193268,359.9623,-0.0985951,-0.00164796,-0.014679,-179.04
1681325897.5610752,442.3,2.63,0.1,0.001200579,-4.439225e-06,0.001193271,359.9623,-0.0985799,-0.00166322,-0.0146866,-179.034
1681325901.6247988,442.3,2.11,0.1,0.001196924,-7.850687e-07,0.001193268,359.7868,-0.0986485,-0.00165559,-0.0146256,-179.04
1681325905.6846247,442.3,1.58,0.1,0.001200579,-7.850687e-07,0.001193271,359.7868,-0.0985799,-0.00165559,-0.0146866,-179.04
1681325909.7626169,442.3,1.05,0.1,0.001200579,6.523243e-06,0.001196924,0.3132159,-0.098618,-0.00165559,-0.0146485,-179.04
1681325913.8312304,442.3,0.53,0.1,0.001196924,2.869087e-06,0.001196932,359.9623,-0.0986257,-0.00167847,-0.0146409,-179.028
1681325917.902588,442.3,0.0,0.1,0.001200579,2.869087e-06,0.001196927,359.9623,-0.098618,-0.00166322,-0.0146485,-179.034
1681325921.9552577,442.3,0.0,0.1,0.001196924,6.523243e-06,0.001196924,0.1373406,-0.0986714,-0.00164796,-0.0145951,-179.046
1681325926.0310738,442.3,-0.53,0.1,0.001193268,2.869087e-06,0.00120058,359.7875,-0.0986485,-0.00166322,-0.0146256,-179.034
1681325930.083785,442.3,-1.05,0.1,0.001196924,2.869087e-06,0.001193268,0.1377614,-0.0986028,-0.00165559,-0.0146714,-179.04
1681325934.1524448,442.3,-1.58,0.1,0.001193268,2.869087e-06,0.001196927,0.1377614,-0.0985875,-0.0016327,-0.0146866,-179.052
1681325938.1892564,442.3,-2.11,0.1,0.001193268,-7.850687e-07,0.001193271,359.9623,-0.098618,-0.0016327,-0.0146485,-179.052
1681325942.245204,442.3,-2.63,0.1,0.001196924,2.869087e-06,0.001196927,359.9623,-0.0986485,-0.00165559,-0.0146256,-179.04
1681325946.3044748,442.3,-3.16,0.1,0.001193268,2.869087e-06,0.001193276,359.7868,-0.0986104,-0.00167847,-0.0146638,-179.028
1681325950.350775,442.3,-3.68,0.1,0.001196924,-7.850687e-07,0.001193271,0.1377614,-0.0986028,-0.00164033,-0.0146714,-179.052
1681325954.4031904,442.3,-4.21,0.1,0.001200579,-7.850687e-07,0.001193271,359.9623,-0.0985951,-0.00167847,-0.014679,-179.028
1681325958.4508796,442.3,-4.74,0.1,0.001196924,2.869087e-06,0.00120058,0.1373406,-0.098618,-0.00164033,-0.0146485,-179.046
1681325962.4982162,442.3,-5.26,0.1,0.001196924,6.523243e-06,0.001196924,359.9623,-0.0986028,-0.00164033,-0.0146714,-179.052
1681325966.5500963,442.3,-5.79,0.1,0.001196924,2.869087e-06,0.001193271,359.7862,-0.0985951,-0.00162507,-0.014679,-179.058
1681325970.5969386,442.3,-6.32,0.1,0.001200579,-7.850687e-07,0.001193268,359.9623,-0.0985951,-0.00162507,-0.014679,-179.058
1681325974.6611004,442.3,-6.84,0.1,0.001200579,-7.850687e-07,0.001193268,0.1377614,-0.0986104,-0.00162507,-0.0146561,-179.058
1681325978.7052538,442.3,-7.37,0.1,0.001196924,-7.850687e-07,0.001193271,359.9623,-0.0986104,-0.00167084,-0.0146638,-179.034
1681325982.7636194,442.3,-7.89,0.1,0.001200579,-7.850687e-07,0.001193268,0.3141785,-0.098618,-0.00162507,-0.0146485,-179.058
1681325986.8342597,442.3,-8.42,0.1,0.001196924,-7.850687e-07,0.001196924,0.1373406,-0.0985951,-0.00162507,-0.014679,-179.058
1681325990.9069657,442.3,-8.95,0.1,0.001200579,-7.850687e-07,0.001193276,359.7868,-0.0986028,-0.00167847,-0.0146714,-179.028
1681325994.957134,442.3,-9.47,0.1,0.001196924,2.869087e-06,0.001196927,359.9624,-0.0985951,-0.00164796,-0.014679,-179.04
1681325999.0245,442.3,-10.0,0.1,0.001200579,-7.850687e-07,0.001193268,359.9623,-0.0986104,-0.00164033,-0.0146561,-179.052
1681326003.0972633,442.3,-10.0,0.1,0.001196924,-7.850687e-07,0.001193271,0.1373406,-0.0986638,-0.00164796,-0.0146027,-179.046
1681326007.1583412,442.3,-9.47,0.1,0.001196924,-7.850687e-07,0.001200583,0.3113085,-0.0986104,-0.00164033,-0.0146638,-179.052
1681326011.222602,442.3,-8.95,0.1,0.001200579,2.869087e-06,0.001204235,0.1369224,-0.0986104,-0.0016327,-0.0146638,-179.052
1681326015.2892494,442.3,-8.42,0.1,0.001196924,2.869087e-06,0.001200583,359.9625,-0.0985799,-0.00164033,-0.0146866,-179.052
1681326019.3397248,442.3,-7.89,0.1,0.001200579,2.869087e-06,0.001196941,359.9624,-0.0985951,-0.00167847,-0.014679,-179.028
1681326023.3745844,442.3,-7.37,0.1,0.001200579,2.869087e-06,0.001196924,0.1369224,-0.0986485,-0.00165559,-0.0146256,-179.04
1681326027.4113433,442.3,-6.84,0.1,0.001196924,-7.850687e-07,0.001196927,0.1365068,-0.098618,-0.00167084,-0.0146485,-179.034
1681326031.4704103,442.3,-6.32,0.1,0.001196924,-7.850687e-07,0.001196924,0.1373406,-0.0986104,-0.0016327,-0.0146638,-179.052
1681326035.5165408,442.3,-5.79,0.1,0.001200579,-7.850687e-07,0.001196941,0.1373406,-0.0985951,-0.00162507,-0.014679,-179.058
1681326039.5821378,442.3,-5.26,0.1,0.001200579,-7.850687e-07,0.00120058,0.1373406,-0.0986028,-0.00167847,-0.0146714,-179.028
1681326043.6246126,442.3,-4.74,0.1,0.001200579,2.869087e-06,0.001200583,0.3113085,-0.0986028,-0.00164796,-0.0146714,-179.046
1681326047.673123,442.3,-4.21,0.1,0.001196924,2.869087e-06,0.001196927,0.1373406,-0.0986104,-0.00162507,-0.0146638,-179.058
1681326051.732849,442.3,-3.68,0.1,0.001200579,-4.439225e-06,0.001196941,0.1369224,-0.0986257,-0.00165559,-0.0146409,-179.04
1681326055.7763054,442.3,-3.16,0.1,0.001196924,2.869087e-06,0.001196924,359.9625,-0.0986333,-0.00162507,-0.0146332,-179.058
1681326059.8446047,442.3,-2.63,0.1,0.001200579,-4.439225e-06,0.001200583,0.3113085,-0.0986104,-0.00162507,-0.0146561,-179.058
1681326063.9204106,442.3,-2.11,0.1,0.001200579,6.523243e-06,0.00120058,0.1369224,-0.0986409,-0.0016327,-0.0146332,-179.052
1681326067.944462,442.3,-1.58,0.1,0.001196924,2.869087e-06,0.00120058,0.1369224,-0.0985799,-0.00164796,-0.0146866,-179.04
1681326071.9974353,442.3,-1.05,0.1,0.001196924,6.523243e-06,0.001200583,0.1373406,-0.0986257,-0.00164796,-0.0146409,-179.046
1681326076.0494218,442.3,-0.53,0.1,0.001196924,-7.850687e-07,0.001200583,0.1373406,-0.0986028,-0.00165559,-0.0146714,-179.04
1681326080.0642753,442.3,0.0,0.1,0.001196924,-7.850687e-07,0.001196924,0.1369224,-0.098618,-0.00167084,-0.0146485,-179.034
