t,gateBias,f2,bias,v2,x2,y2,r2,theta2,x8,y8,r8,theta8
1681347304.108722,-1.6666666666666667,442.3,0.54,0.01,0.00961334,-3.140275e-06,0.009598723,0.06850353,0,0,0,0
1681347307.6590703,-1.6666666666666667,442.3,0.51,0.01,0.009598716,1.147635e-05,0.009613346,359.9813,0,0,0,0
1681347311.2174075,-1.6666666666666667,442.3,0.49,0.01,0.009598716,1.147635e-05,0.009598723,359.9813,0,0,0,0
1681347314.7868292,-1.6666666666666667,442.3,0.46,0.01,0.009598716,1.147635e-05,0.0095841,359.9813,0,0,0,0
1681347318.3424523,-1.6666666666666667,442.3,0.44,0.01,0.009598716,1.147635e-05,0.009598716,0.06850353,0,0,0,0
1681347321.8890338,-1.6666666666666667,442.3,0.41,0.01,0.009598716,2.609297e-05,0.009598751,0.06850353,0,0,0,0
1681347325.4315817,-1.6666666666666667,442.3,0.38,0.01,0.009584093,1.147635e-05,0.009613341,0.06850353,0,0,0,0
1681347328.971041,-1.6666666666666667,442.3,0.36,0.01,0.00961334,2.609297e-05,0.009613346,359.9813,0,0,0,0
1681347332.517256,-1.6666666666666667,442.3,0.33,0.01,0.009598716,1.147635e-05,0.009613346,0.2429985,0,0,0,0
1681347336.0830023,-1.6666666666666667,442.3,0.31,0.01,0.009598716,1.147635e-05,0.009598751,0.1557514,0,0,0,0
1681347339.6294534,-1.6666666666666667,442.3,0.28,0.01,0.009598716,2.609297e-05,0.009584094,0.06850353,0,0,0,0
1681347343.1819084,-1.6666666666666667,442.3,0.26,0.01,0.009598716,1.147635e-05,0.009613341,0.06850353,0,0,0,0
1681347346.7373736,-1.6666666666666667,442.3,0.23,0.01,0.009584093,-3.140275e-06,0.009598751,0.1555144,0,0,0,0
1681347350.286897,-1.6666666666666667,442.3,0.21,0.01,0.009584093,-3.140275e-06,0.009598723,359.9813,0,0,0,0
1681347353.8408794,-1.6666666666666667,442.3,0.18,0.01,0.009598716,4.070959e-05,0.009598723,0.06860805,0,0,0,0
1681347357.3855188,-1.6666666666666667,442.3,0.15,0.01,0.009584093,2.609297e-05,0.009613346,0.06860805,0,0,0,0
1681347360.933289,-1.6666666666666667,442.3,0.13,0.01,0.009598716,1.147635e-05,0.009598723,359.9813,0,0,0,0
1681347364.4904373,-1.6666666666666667,442.3,0.1,0.01,0.009598716,-3.140275e-06,0.009598716,0.06850353,0,0,0,0
1681347368.0421846,-1.6666666666666667,442.3,0.08,0.01,0.00961334,1.147635e-05,0.009598716,0.06850353,0,0,0,0
1681347371.5787108,-1.6666666666666667,442.3,0.05,0.01,0.009598716,1.147635e-05,0.009598723,359.9813,0,0,0,0
1681347375.1169012,-1.6666666666666667,442.3,0.03,0.01,0.009598716,1.147635e-05,0.009613374,359.9813,0,0,0,0
1681347378.6901653,-1.6666666666666667,442.3,0.0,0.01,0.009598716,1.147635e-05,0.009598723,0.06839932,0,0,0,0
1681347383.9655704,-1.0,442.3,0.0,0.01,0.009598716,-3.140275e-06,0.009598723,0.06839932,0,0,0,0
1681347387.5191565,-1.0,442.3,0.03,0.01,0.00961334,1.147635e-05,0.009613346,0.06839932,0,0,0,0
1681347391.0761745,-1.0,442.3,0.05,0.01,0.00961334,2.609297e-05,0.009613356,0.06839932,0,0,0,0
1681347394.6331038,-1.0,442.3,0.08,0.01,0.00961334,1.147635e-05,0.009613374,0.06839932,0,0,0,0
1681347398.1942508,-1.0,442.3,0.1,0.01,0.00961334,1.147635e-05,0.009613374,359.9813,0,0,0,0
1681347401.7498298,-1.0,442.3,0.13,0.01,0.00961334,1.147635e-05,0.009613346,0.1552783,0,0,0,0
1681347405.2968695,-1.0,442.3,0.15,0.01,0.00961334,-3.140275e-06,0.009613346,0.1555144,0,0,0,0
1681347408.8352404,-1.0,442.3,0.18,0.01,0.00961334,-3.140275e-06,0.009613374,0.06850353,0,0,0,0
1681347412.3796434,-1.0,442.3,0.21,0.01,0.009598716,1.147635e-05,0.009613346,0.1555144,0,0,0,0
1681347415.9251568,-1.0,442.3,0.23,0.01,0.009627962,1.147635e-05,0.009598723,0.06839932,0,0,0,0
1681347419.4647646,-1.0,442.3,0.26,0.01,0.00961334,1.147635e-05,0.009613346,359.9813,0,0,0,0
1681347423.0066197,-1.0,442.3,0.28,0.01,0.00961334,2.609297e-05,0.009613341,0.1552783,0,0,0,0
1681347426.5663016,-1.0,442.3,0.31,0.01,0.00961334,1.147635e-05,0.009598723,0.06839932,0,0,0,0
1681347430.1410668,-1.0,442.3,0.33,0.01,0.00961334,1.147635e-05,0.009613341,0.1557514,0,0,0,0
1681347433.7015767,-1.0,442.3,0.36,0.01,0.00961334,1.147635e-05,0.009613346,0.06829543,0,0,0,0
1681347437.2466147,-1.0,442.3,0.38,0.01,0.00961334,1.147635e-05,0.009613346,0.1555144,0,0,0,0
1681347440.7883768,-1.0,442.3,0.41,0.01,0.00961334,1.147635e-05,0.009613346,0.1555144,0,0,0,0
1681347444.3476768,-1.0,442.3,0.44,0.01,0.00961334,1.147635e-05,0.009613346,0.06839932,0,0,0,0
1681347447.8968256,-1.0,442.3,0.46,0.01,0.00961334,4.070959e-05,0.009613346,0.06839932,0,0,0,0
1681347451.435357,-1.0,442.3,0.49,0.01,0.009627962,1.147635e-05,0.009598751,359.9813,0,0,0,0
1681347454.9933615,-1.0,442.3,0.51,0.01,0.00961334,1.147635e-05,0.009613346,0.06839932,0,0,0,0
1681347458.5482142,-1.0,442.3,0.54,0.01,0.00961334,4.070959e-05,0.009613346,0.06850353,0,0,0,0
1681347462.1056256,-1.0,442.3,0.56,0.01,0.00961334,1.147635e-05,0.009627962,0.1555144,0,0,0,0
1681347465.6654663,-1.0,442.3,0.59,0.01,0.009598716,1.147635e-05,0.009613425,0.1555144,0,0,0,0
1681347469.2058253,-1.0,442.3,0.62,0.01,0.00961334,1.147635e-05,0.009613346,0.06829543,0,0,0,0
1681347472.7757447,-1.0,442.3,0.64,0.01,0.009598716,1.147635e-05,0.009598716,359.9813,0,0,0,0
1681347476.3438976,-1.0,442.3,0.67,0.01,0.009598716,2.609297e-05,0.009598723,359.9813,0,0,0,0
1681347479.893821,-1.0,442.3,0.69,0.01,0.00961334,-3.140275e-06,0.009613374,0.06850353,0,0,0,0
1681347483.454911,-1.0,442.3,0.72,0.01,0.00961334,1.147635e-05,0.009613374,0.06839932,0,0,0,0
1681347487.006503,-1.0,442.3,0.74,0.01,0.00961334,2.609297e-05,0.009613374,0.1552783,0,0,0,0
1681347490.5573568,-1.0,442.3,0.77,0.01,0.00961334,-3.140275e-06,0.009613346,0.06839932,0,0,0,0
1681347494.1197271,-1.0,442.3,0.79,0.01,0.009598716,1.147635e-05,0.009613346,0.06839932,0,0,0,0
1681347497.6436744,-1.0,442.3,0.82,0.01,0.009598716,-3.140275e-06,0.009613374,0.06839932,0,0,0,0
1681347501.1841135,-1.0,442.3,0.85,0.01,0.00961334,2.609297e-05,0.009613346,0.06839932,0,0,0,0
1681347504.7339835,-1.0,442.3,0.87,0.01,0.009598716,1.147635e-05,0.009613346,0.1555144,0,0,0,0
1681347508.2813134,-1.0,442.3,0.9,0.01,0.00961334,-3.140275e-06,0.009598723,0.06850353,0,0,0,0
1681347511.8324654,-1.0,442.3,0.92,0.01,0.009584093,1.147635e-05,0.009598723,0.06829543,0,0,0,0
1681347515.3696315,-1.0,442.3,0.95,0.01,0.009598716,-1.77569e-05,0.009598751,0.1557514,0,0,0,0
1681347518.9403117,-1.0,442.3,0.97,0.01,0.00961334,1.147635e-05,0.009613346,0.1557514,0,0,0,0
1681347522.5092494,-1.0,442.3,1.0,0.01,0.00961334,-3.140275e-06,0.009613346,0.1552783,0,0,0,0
1681347526.0532022,-1.0,442.3,1.0,0.01,0.00961334,2.609297e-05,0.009598723,0.06839932,0,0,0,0
1681347529.5918393,-1.0,442.3,0.97,0.01,0.00961334,2.609297e-05,0.009598716,0.06839932,0,0,0,0
1681347533.1242228,-1.0,442.3,0.95,0.01,0.00961334,1.147635e-05,0.009613374,0.06860805,0,0,0,0
1681347536.6613002,-1.0,442.3,0.92,0.01,0.00961334,1.147635e-05,0.009598751,0.06839932,0,0,0,0
1681347540.2148824,-1.0,442.3,0.9,0.01,0.00961334,1.147635e-05,0.009598723,359.9813,0,0,0,0
1681347543.749611,-1.0,442.3,0.87,0.01,0.00961334,1.147635e-05,0.009613374,0.06850353,0,0,0,0
1681347547.3131704,-1.0,442.3,0.85,0.01,0.009598716,1.147635e-05,0.009598716,0.06850353,0,0,0,0
1681347550.882713,-1.0,442.3,0.82,0.01,0.009598716,1.147635e-05,0.009584128,0.1557514,0,0,0,0
1681347554.4434102,-1.0,442.3,0.79,0.01,0.009598716,2.609297e-05,0.009584094,359.9813,0,0,0,0
1681347557.9868808,-1.0,442.3,0.77,0.01,0.009598716,1.147635e-05,0.009598751,0.06850353,0,0,0,0
1681347561.5508153,-1.0,442.3,0.74,0.01,0.009598716,-3.140275e-06,0.009598723,0.155989,0,0,0,0
1681347565.1035008,-1.0,442.3,0.72,0.01,0.009598716,-3.140275e-06,0.009613374,0.06850353,0,0,0,0
1681347568.6625073,-1.0,442.3,0.69,0.01,0.009598716,1.147635e-05,0.009613346,0.1557514,0,0,0,0
1681347572.1914477,-1.0,442.3,0.67,0.01,0.009598716,-3.140275e-06,0.009613346,359.9813,0,0,0,0
1681347575.760267,-1.0,442.3,0.64,0.01,0.00961334,1.147635e-05,0.009598723,359.9812,0,0,0,0
1681347579.3245456,-1.0,442.3,0.62,0.01,0.009598716,1.147635e-05,0.009598751,0.155989,0,0,0,0
1681347582.8693717,-1.0,442.3,0.59,0.01,0.009598716,1.147635e-05,0.009598716,0.06850353,0,0,0,0
1681347586.4225588,-1.0,442.3,0.56,0.01,0.009584093,1.147635e-05,0.0095841,359.9813,0,0,0,0
1681347589.973426,-1.0,442.3,0.54,0.01,0.009598716,1.147635e-05,0.009598716,0.06839932,0,0,0,0
1681347593.520198,-1.0,442.3,0.51,0.01,0.009598716,1.147635e-05,0.009598723,359.9813,0,0,0,0
1681347597.0648813,-1.0,442.3,0.49,0.01,0.009598716,1.147635e-05,0.009598723,0.1557514,0,0,0,0
1681347600.608967,-1.0,442.3,0.46,0.01,0.009598716,-3.140275e-06,0.009613346,359.9813,0,0,0,0
1681347604.1514013,-1.0,442.3,0.44,0.01,0.009598716,2.609297e-05,0.009598716,359.9813,0,0,0,0
1681347607.6983669,-1.0,442.3,0.41,0.01,0.009598716,1.147635e-05,0.009598723,0.1557514,0,0,0,0
1681347611.259895,-1.0,442.3,0.38,0.01,0.009598716,-3.140275e-06,0.009598723,0.06850353,0,0,0,0
1681347614.796764,-1.0,442.3,0.36,0.01,0.009598716,-3.140275e-06,0.009598723,0.06850353,0,0,0,0
1681347618.349515,-1.0,442.3,0.33,0.01,0.009598716,-3.140275e-06,0.009613374,0.06839932,0,0,0,0
1681347621.8834064,-1.0,442.3,0.31,0.01,0.009598716,1.147635e-05,0.009613346,0.06850353,0,0,0,0
1681347625.4544392,-1.0,442.3,0.28,0.01,0.00961334,2.609297e-05,0.009598723,0.1557514,0,0,0,0
1681347629.006204,-1.0,442.3,0.26,0.01,0.00961334,-3.140275e-06,0.009598751,359.9813,0,0,0,0
1681347632.564294,-1.0,442.3,0.23,0.01,0.009598716,-3.140275e-06,0.009613374,0.06839932,0,0,0,0
1681347636.1403754,-1.0,442.3,0.21,0.01,0.009598716,1.147635e-05,0.009598716,0.06839932,0,0,0,0
1681347639.6683571,-1.0,442.3,0.18,0.01,0.009598716,2.609297e-05,0.009598751,0.06850353,0,0,0,0
1681347643.210826,-1.0,442.3,0.15,0.01,0.009598716,-3.140275e-06,0.009598751,0.06850353,0,0,0,0
1681347646.7741334,-1.0,442.3,0.13,0.01,0.009598716,-3.140275e-06,0.009613374,359.9813,0,0,0,0
1681347650.3305588,-1.0,442.3,0.1,0.01,0.00961334,-3.140275e-06,0.009598723,0.06850353,0,0,0,0
1681347653.8727348,-1.0,442.3,0.08,0.01,0.009598716,2.609297e-05,0.009598716,0.06850353,0,0,0,0
1681347657.4374137,-1.0,442.3,0.05,0.01,0.00961334,2.609297e-05,0.0095841,0.06850353,0,0,0,0
1681347660.9818442,-1.0,442.3,0.03,0.01,0.009598716,1.147635e-05,0.009627969,0.1557514,0,0,0,0
1681347664.5225668,-1.0,442.3,0.0,0.01,0.00961334,1.147635e-05,0.009584128,0.155989,0,0,0,0
1681347669.7780542,-0.3333333333333335,442.3,0.0,0.01,0.00961334,-3.140275e-06,0.009613374,0.06839932,0,0,0,0
1681347673.3244426,-0.3333333333333335,442.3,0.03,0.01,0.00961334,1.147635e-05,0.009598716,0.1555144,0,0,0,0
1681347676.8956766,-0.3333333333333335,442.3,0.05,0.01,0.009598716,1.147635e-05,0.009613346,359.9813,0,0,0,0
1681347680.4375093,-0.3333333333333335,442.3,0.08,0.01,0.00961334,1.147635e-05,0.009613346,0.06839932,0,0,0,0
1681347683.993119,-0.3333333333333335,442.3,0.1,0.01,0.00961334,-3.140275e-06,0.009598716,0.06829543,0,0,0,0
1681347687.5528083,-0.3333333333333335,442.3,0.13,0.01,0.00961334,1.147635e-05,0.009613374,0.1557514,0,0,0,0
1681347691.108888,-0.3333333333333335,442.3,0.15,0.01,0.00961334,1.147635e-05,0.009627997,0.06829543,0,0,0,0
1681347694.6630843,-0.3333333333333335,442.3,0.18,0.01,0.009627962,1.147635e-05,0.009613346,0.1555144,0,0,0,0
1681347698.2096045,-0.3333333333333335,442.3,0.21,0.01,0.009627962,-3.140275e-06,0.009613346,0.06850353,0,0,0,0
1681347701.7705555,-0.3333333333333335,442.3,0.23,0.01,0.009627962,1.147635e-05,0.009613346,0.06829543,0,0,0,0
1681347705.3277643,-0.3333333333333335,442.3,0.26,0.01,0.00961334,-3.140275e-06,0.009613498,0.06850353,0,0,0,0
1681347708.8741221,-0.3333333333333335,442.3,0.28,0.01,0.00961334,-3.140275e-06,0.009613346,0.2426289,0,0,0,0
1681347712.4382496,-0.3333333333333335,442.3,0.31,0.01,0.00961334,1.147635e-05,0.009613346,0.06839932,0,0,0,0
1681347715.9912128,-0.3333333333333335,442.3,0.33,0.01,0.00961334,2.609297e-05,0.009613346,0.06850353,0,0,0,0
1681347719.5597036,-0.3333333333333335,442.3,0.36,0.01,0.00961334,1.147635e-05,0.009613374,0.06829543,0,0,0,0
1681347723.1045973,-0.3333333333333335,442.3,0.38,0.01,0.009627962,-3.140275e-06,0.009627969,0.06829543,0,0,0,0
1681347726.6699166,-0.3333333333333335,442.3,0.41,0.01,0.009598716,-3.140275e-06,0.009627962,0.1555144,0,0,0,0
1681347730.2335806,-0.3333333333333335,442.3,0.44,0.01,0.009598716,1.147635e-05,0.009627969,0.1555144,0,0,0,0
1681347733.786838,-0.3333333333333335,442.3,0.46,0.01,0.009598716,2.609297e-05,0.009613346,0.06850353,0,0,0,0
1681347737.326633,-0.3333333333333335,442.3,0.49,0.01,0.009598716,1.147635e-05,0.009613346,0.06850353,0,0,0,0
1681347740.86447,-0.3333333333333335,442.3,0.51,0.01,0.00961334,-1.77569e-05,0.009613341,0.06839932,0,0,0,0
1681347744.412985,-0.3333333333333335,442.3,0.54,0.01,0.00961334,-3.140275e-06,0.009613346,0.06839932,0,0,0,0
1681347747.9488173,-0.3333333333333335,442.3,0.56,0.01,0.009598716,2.609297e-05,0.009584128,0.06850353,0,0,0,0
1681347751.497474,-0.3333333333333335,442.3,0.59,0.01,0.00961334,1.147635e-05,0.009613341,0.06839932,0,0,0,0
1681347755.0565689,-0.3333333333333335,442.3,0.62,0.01,0.00961334,1.147635e-05,0.009613341,359.9813,0,0,0,0
1681347758.614378,-0.3333333333333335,442.3,0.64,0.01,0.00961334,1.147635e-05,0.009598716,0.06839932,0,0,0,0
1681347762.1840208,-0.3333333333333335,442.3,0.67,0.01,0.009598716,2.609297e-05,0.009613346,0.1557514,0,0,0,0
1681347765.7356682,-0.3333333333333335,442.3,0.69,0.01,0.00961334,-3.140275e-06,0.009627969,0.06850353,0,0,0,0
1681347769.2807097,-0.3333333333333335,442.3,0.72,0.01,0.009598716,-3.140275e-06,0.009613374,0.06850353,0,0,0,0
1681347772.8294606,-0.3333333333333335,442.3,0.74,0.01,0.00961334,2.609297e-05,0.009627997,0.06829543,0,0,0,0
1681347776.402017,-0.3333333333333335,442.3,0.77,0.01,0.00961334,2.609297e-05,0.009613374,0.06829543,0,0,0,0
1681347779.9648504,-0.3333333333333335,442.3,0.79,0.01,0.00961334,-3.140275e-06,0.009627969,0.06839932,0,0,0,0
1681347783.543659,-0.3333333333333335,442.3,0.82,0.01,0.00961334,1.147635e-05,0.009613346,0.06829543,0,0,0,0
1681347787.088853,-0.3333333333333335,442.3,0.85,0.01,0.00961334,1.147635e-05,0.009613374,359.9813,0,0,0,0
1681347790.638576,-0.3333333333333335,442.3,0.87,0.01,0.00961334,1.147635e-05,0.009613346,0.06839932,0,0,0,0
1681347794.1868975,-0.3333333333333335,442.3,0.9,0.01,0.009598716,2.609297e-05,0.009598751,359.9813,0,0,0,0
1681347797.753382,-0.3333333333333335,442.3,0.92,0.01,0.00961334,-3.140275e-06,0.009598751,0.06839932,0,0,0,0
1681347801.3060672,-0.3333333333333335,442.3,0.95,0.01,0.00961334,2.609297e-05,0.009613346,359.9813,0,0,0,0
1681347804.8551927,-0.3333333333333335,442.3,0.97,0.01,0.009627962,-3.140275e-06,0.009598716,0.1555144,0,0,0,0
1681347808.3994133,-0.3333333333333335,442.3,1.0,0.01,0.00961334,1.147635e-05,0.009627969,359.9813,0,0,0,0
1681347811.9433692,-0.3333333333333335,442.3,1.0,0.01,0.00961334,1.147635e-05,0.009598723,0.06839932,0,0,0,0
1681347815.4837782,-0.3333333333333335,442.3,0.97,0.01,0.00961334,1.147635e-05,0.009613374,0.06839932,0,0,0,0
1681347819.0312552,-0.3333333333333335,442.3,0.95,0.01,0.00961334,1.147635e-05,0.009598723,0.06839932,0,0,0,0
1681347822.5742059,-0.3333333333333335,442.3,0.92,0.01,0.009598716,-3.140275e-06,0.009598723,0.1555144,0,0,0,0
1681347826.1322155,-0.3333333333333335,442.3,0.9,0.01,0.009598716,-3.140275e-06,0.009613346,359.9813,0,0,0,0
1681347829.6892736,-0.3333333333333335,442.3,0.87,0.01,0.00961334,1.147635e-05,0.009598716,359.9813,0,0,0,0
1681347833.2474098,-0.3333333333333335,442.3,0.85,0.01,0.00961334,-3.140275e-06,0.009598723,0.06839932,0,0,0,0
1681347836.7764654,-0.3333333333333335,442.3,0.82,0.01,0.009598716,1.147635e-05,0.009598716,0.06850353,0,0,0,0
1681347840.3360932,-0.3333333333333335,442.3,0.79,0.01,0.00961334,-3.140275e-06,0.009598723,0.1557514,0,0,0,0
1681347843.8747675,-0.3333333333333335,442.3,0.77,0.01,0.009598716,2.609297e-05,0.009598723,0.06850353,0,0,0,0
1681347847.411217,-0.3333333333333335,442.3,0.74,0.01,0.009598716,1.147635e-05,0.009613346,0.1555144,0,0,0,0
1681347850.96757,-0.3333333333333335,442.3,0.72,0.01,0.009584093,-1.77569e-05,0.0095841,0.06850353,0,0,0,0
1681347854.5158143,-0.3333333333333335,442.3,0.69,0.01,0.009598716,-1.77569e-05,0.009598732,0.06850353,0,0,0,0
1681347858.0711086,-0.3333333333333335,442.3,0.67,0.01,0.00961334,1.147635e-05,0.009598723,359.9813,0,0,0,0
1681347861.640744,-0.3333333333333335,442.3,0.64,0.01,0.00961334,-3.140275e-06,0.009598716,0.06850353,0,0,0,0
1681347865.1816401,-0.3333333333333335,442.3,0.62,0.01,0.009584093,1.147635e-05,0.009598723,0.2429985,0,0,0,0
1681347868.7445252,-0.3333333333333335,442.3,0.59,0.01,0.009598716,2.609297e-05,0.009598716,0.1555144,0,0,0,0
1681347872.284236,-0.3333333333333335,442.3,0.56,0.01,0.009598716,-3.140275e-06,0.009613374,359.9813,0,0,0,0
1681347875.8327744,-0.3333333333333335,442.3,0.54,0.01,0.00961334,-3.140275e-06,0.009613341,0.1555144,0,0,0,0
1681347879.3989098,-0.3333333333333335,442.3,0.51,0.01,0.009598716,1.147635e-05,0.009613374,0.06839932,0,0,0,0
1681347882.9385605,-0.3333333333333335,442.3,0.49,0.01,0.009598716,1.147635e-05,0.009598751,0.06839932,0,0,0,0
1681347886.4976428,-0.3333333333333335,442.3,0.46,0.01,0.009598716,1.147635e-05,0.009598716,0.1557514,0,0,0,0
1681347890.0566769,-0.3333333333333335,442.3,0.44,0.01,0.009598716,-3.140275e-06,0.009613346,359.9813,0,0,0,0
1681347893.6116645,-0.3333333333333335,442.3,0.41,0.01,0.00961334,1.147635e-05,0.009598751,359.9813,0,0,0,0
1681347897.1599224,-0.3333333333333335,442.3,0.38,0.01,0.009598716,2.609297e-05,0.009598723,0.06850353,0,0,0,0
1681347900.7028003,-0.3333333333333335,442.3,0.36,0.01,0.00961334,-3.140275e-06,0.0095841,359.9813,0,0,0,0
1681347904.242395,-0.3333333333333335,442.3,0.33,0.01,0.009598716,1.147635e-05,0.009598716,359.9812,0,0,0,0
1681347907.7761056,-0.3333333333333335,442.3,0.31,0.01,0.00961334,1.147635e-05,0.009598723,0.06850353,0,0,0,0
1681347911.3363461,-0.3333333333333335,442.3,0.28,0.01,0.009598716,-3.140275e-06,0.009598723,0.1557514,0,0,0,0
1681347914.894484,-0.3333333333333335,442.3,0.26,0.01,0.00961334,1.147635e-05,0.009613346,359.9813,0,0,0,0
1681347918.4460158,-0.3333333333333335,442.3,0.23,0.01,0.009598716,2.609297e-05,0.0095841,0.06839932,0,0,0,0
1681347922.008541,-0.3333333333333335,442.3,0.21,0.01,0.009598716,1.147635e-05,0.009613346,359.9813,0,0,0,0
1681347925.552725,-0.3333333333333335,442.3,0.18,0.01,0.00961334,2.609297e-05,0.009598723,0.06839932,0,0,0,0
1681347929.0997243,-0.3333333333333335,442.3,0.15,0.01,0.009598716,-3.140275e-06,0.009613346,359.9813,0,0,0,0
1681347932.6273222,-0.3333333333333335,442.3,0.13,0.01,0.009598716,1.147635e-05,0.009613346,0.06839932,0,0,0,0
1681347936.164434,-0.3333333333333335,442.3,0.1,0.01,0.009598716,-3.140275e-06,0.009598723,0.06850353,0,0,0,0
1681347939.730683,-0.3333333333333335,442.3,0.08,0.01,0.009598716,-3.140275e-06,0.009598716,0.06839932,0,0,0,0
1681347943.276871,-0.3333333333333335,442.3,0.05,0.01,0.009598716,-3.140275e-06,0.009598751,0.06839932,0,0,0,0
1681347946.828054,-0.3333333333333335,442.3,0.03,0.01,0.009598716,-3.140275e-06,0.009598723,0.06839932,0,0,0,0
1681347950.3775713,-0.3333333333333335,442.3,0.0,0.01,0.009598716,1.147635e-05,0.009613341,0.06850353,0,0,0,0
1681347955.6709912,0.33333333333333304,442.3,0.0,0.01,0.009598716,-3.140275e-06,0.009613341,0.1555144,0,0,0,0
1681347959.2337594,0.33333333333333304,442.3,0.03,0.01,0.00961334,-3.140275e-06,0.009613346,0.1555144,0,0,0,0
1681347962.7693624,0.33333333333333304,442.3,0.05,0.01,0.00961334,1.147635e-05,0.009613346,359.9813,0,0,0,0
1681347966.317763,0.33333333333333304,442.3,0.08,0.01,0.00961334,-3.140275e-06,0.009598723,359.9813,0,0,0,0
1681347969.8705072,0.33333333333333304,442.3,0.1,0.01,0.009598716,1.147635e-05,0.009613346,0.06850353,0,0,0,0
1681347973.4142861,0.33333333333333304,442.3,0.13,0.01,0.00961334,1.147635e-05,0.009613346,0.1552783,0,0,0,0
1681347976.9633079,0.33333333333333304,442.3,0.15,0.01,0.00961334,-3.140275e-06,0.009613341,0.06839932,0,0,0,0
1681347980.5182278,0.33333333333333304,442.3,0.18,0.01,0.009598716,2.609297e-05,0.009613374,359.9813,0,0,0,0
1681347984.069209,0.33333333333333304,442.3,0.21,0.01,0.009627962,2.609297e-05,0.009598716,0.06839932,0,0,0,0
1681347987.6446977,0.33333333333333304,442.3,0.23,0.01,0.009627962,1.147635e-05,0.009613341,0.1555144,0,0,0,0
1681347991.2154632,0.33333333333333304,442.3,0.26,0.01,0.00961334,-1.77569e-05,0.009627962,0.06839932,0,0,0,0
1681347994.7622066,0.33333333333333304,442.3,0.28,0.01,0.00961334,1.147635e-05,0.009613346,0.06839932,0,0,0,0
1681347998.3082943,0.33333333333333304,442.3,0.31,0.01,0.00961334,4.070959e-05,0.009613346,0.06839932,0,0,0,0
1681348001.8776243,0.33333333333333304,442.3,0.33,0.01,0.009627962,2.609297e-05,0.009627969,359.9813,0,0,0,0
1681348005.4295888,0.33333333333333304,442.3,0.36,0.01,0.00961334,1.147635e-05,0.009627997,0.06829543,0,0,0,0
1681348008.9690385,0.33333333333333304,442.3,0.38,0.01,0.00961334,1.147635e-05,0.009627997,0.06839932,0,0,0,0
1681348012.532981,0.33333333333333304,442.3,0.41,0.01,0.00961334,-3.140275e-06,0.009627969,0.06839932,0,0,0,0
1681348016.0903635,0.33333333333333304,442.3,0.44,0.01,0.00961334,1.147635e-05,0.009627962,359.9813,0,0,0,0
1681348019.644217,0.33333333333333304,442.3,0.46,0.01,0.00961334,1.147635e-05,0.009598802,0.06839932,0,0,0,0
1681348023.201031,0.33333333333333304,442.3,0.49,0.01,0.009627962,4.070959e-05,0.009613341,0.06839932,0,0,0,0
1681348026.7598102,0.33333333333333304,442.3,0.51,0.01,0.00961334,2.609297e-05,0.009613374,359.9813,0,0,0,0
1681348030.3086064,0.33333333333333304,442.3,0.54,0.01,0.009598716,1.147635e-05,0.009613346,359.9813,0,0,0,0
1681348033.8513105,0.33333333333333304,442.3,0.56,0.01,0.00961334,2.609297e-05,0.009613374,359.9813,0,0,0,0
1681348037.3903031,0.33333333333333304,442.3,0.59,0.01,0.00961334,4.070959e-05,0.009613374,0.1555144,0,0,0,0
1681348040.9354925,0.33333333333333304,442.3,0.62,0.01,0.00961334,-3.140275e-06,0.009598716,0.06829543,0,0,0,0
1681348044.484694,0.33333333333333304,442.3,0.64,0.01,0.00961334,1.147635e-05,0.009613374,0.06829543,0,0,0,0
1681348048.0359526,0.33333333333333304,442.3,0.67,0.01,0.00961334,-3.140275e-06,0.009598716,0.06839932,0,0,0,0
1681348051.5996416,0.33333333333333304,442.3,0.69,0.01,0.00961334,-3.140275e-06,0.009613374,0.06839932,0,0,0,0
1681348055.1369486,0.33333333333333304,442.3,0.72,0.01,0.00961334,-3.140275e-06,0.009613346,0.1555144,0,0,0,0
1681348058.7133036,0.33333333333333304,442.3,0.74,0.01,0.009627962,1.147635e-05,0.009613346,0.2429985,0,0,0,0
1681348062.2542555,0.33333333333333304,442.3,0.77,0.01,0.00961334,1.147635e-05,0.009627969,0.06839932,0,0,0,0
1681348065.799529,0.33333333333333304,442.3,0.79,0.01,0.009598716,1.147635e-05,0.009613341,0.1557514,0,0,0,0
1681348069.3414636,0.33333333333333304,442.3,0.82,0.01,0.00961334,2.609297e-05,0.009598723,359.9813,0,0,0,0
1681348072.8873796,0.33333333333333304,442.3,0.85,0.01,0.00961334,-3.140275e-06,0.009627962,359.9813,0,0,0,0
1681348076.4443676,0.33333333333333304,442.3,0.87,0.01,0.009598716,1.147635e-05,0.009613346,0.06829543,0,0,0,0
1681348080.0077927,0.33333333333333304,442.3,0.9,0.01,0.009627962,1.147635e-05,0.009613341,359.9813,0,0,0,0
1681348083.5516,0.33333333333333304,442.3,0.92,0.01,0.009627962,1.147635e-05,0.009613346,0.1555144,0,0,0,0
1681348087.1085079,0.33333333333333304,442.3,0.95,0.01,0.009598716,1.147635e-05,0.009598716,0.06850353,0,0,0,0
1681348090.6667595,0.33333333333333304,442.3,0.97,0.01,0.00961334,2.609297e-05,0.009613346,0.06850353,0,0,0,0
1681348094.208934,0.33333333333333304,442.3,1.0,0.01,0.009627962,-3.140275e-06,0.009613346,0.06839932,0,0,0,0
