f,v,x,y,r,theta
10.0,0.0,-9.34935e-07,-1.04775e-09,9.34877e-07,-179.94
10.0,0.0022413793103448275,-9.34586e-07,-6.98495e-10,9.34528e-07,-179.958
10.0,0.004482758620689655,-5.50647e-08,-5.82081e-11,5.50065e-08,-179.964
10.0,0.006724137931034482,-8.25971e-08,-1.16416e-10,8.25389e-08,-179.952
10.0,0.00896551724137931,-1.10129e-07,-1.16416e-10,1.10071e-07,-179.946
10.0,0.011206896551724138,-1.37604e-07,-1.74624e-10,1.37546e-07,-179.946
10.0,0.013448275862068964,-1.65136e-07,-1.74624e-10,1.65078e-07,-179.94
10.0,0.015689655172413792,-2.20142e-07,-2.32832e-10,2.20084e-07,-179.946
10.0,0.01793103448275862,-2.47675e-07,-2.9104e-10,2.47617e-07,-179.946
10.0,0.020172413793103448,-2.75208e-07,-2.9104e-10,2.75149e-07,-179.946
10.0,0.022413793103448276,-3.02623e-07,-2.9104e-10,3.02565e-07,-179.952
10.0,0.024655172413793103,-3.30097e-07,-3.49248e-10,3.30039e-07,-179.946
10.0,0.026896551724137928,-3.57571e-07,-3.49248e-10,3.57513e-07,-179.946
10.0,0.029137931034482756,-3.85104e-07,-4.07455e-10,3.85045e-07,-179.946
10.0,0.031379310344827584,-4.1252e-07,-4.07455e-10,4.12461e-07,-179.952
10.0,0.03362068965517241,-4.67351e-07,-4.65665e-10,4.67293e-07,-179.946
10.0,0.03586206896551724,-4.94885e-07,-5.23873e-10,4.94827e-07,-179.946
10.0,0.03810344827586207,-5.22359e-07,-5.23873e-10,5.22301e-07,-179.946
10.0,0.040344827586206895,-5.49891e-07,-5.23873e-10,5.49833e-07,-179.946
10.0,0.04258620689655172,-5.77249e-07,-5.8208e-10,5.77191e-07,-179.946
10.0,0.04482758620689655,-6.04723e-07,-5.8208e-10,6.04665e-07,-179.952
10.0,0.04706896551724138,-6.32197e-07,-5.8208e-10,6.32139e-07,-179.946
10.0,0.04931034482758621,-6.59787e-07,-6.40288e-10,6.59729e-07,-179.946
10.0,0.051551724137931035,-7.14677e-07,-6.98495e-10,7.14619e-07,-179.946
10.0,0.053793103448275856,-7.4221e-07,-7.56703e-10,7.42151e-07,-179.946
10.0,0.056034482758620684,-7.69625e-07,-7.56703e-10,7.69567e-07,-179.946
10.0,0.05827586206896551,-7.97099e-07,-7.56703e-10,7.97041e-07,-179.946
10.0,0.06051724137931034,-8.24573e-07,-7.56703e-10,8.24515e-07,-179.952
