f,v,x,y,r,theta
10.0,0.0,-9.50302e-07,-5.35513e-09,9.50244e-07,-179.682
10.0,0.03103448275862069,-3.17816e-08,-1.74624e-10,3.17234e-08,-179.7
10.0,0.06206896551724138,-6.55423e-08,-4.07455e-10,6.54841e-08,-179.682
10.0,0.09310344827586206,-9.72072e-08,-5.8208e-10,9.7149e-08,-179.688
10.0,0.12413793103448276,-1.31085e-07,-7.56703e-10,1.31026e-07,-179.682
10.0,0.15517241379310345,-1.62575e-07,-1.04775e-09,1.62517e-07,-179.646
10.0,0.18620689655172412,-1.96452e-07,-1.10595e-09,1.96394e-07,-179.682
10.0,0.21724137931034482,-2.28059e-07,-1.28058e-09,2.28e-07,-179.682
10.0,0.2482758620689655,-2.61878e-07,-1.51341e-09,2.6182e-07,-179.682
10.0,0.2793103448275862,-2.93543e-07,-1.62982e-09,2.93485e-07,-179.688
10.0,0.3103448275862069,-3.27303e-07,-1.80444e-09,3.27245e-07,-179.688
10.0,0.3413793103448276,-3.58968e-07,-2.03728e-09,3.5891e-07,-179.682
10.0,0.37241379310344824,-3.92729e-07,-2.21191e-09,3.92671e-07,-179.682
10.0,0.40344827586206894,-4.24336e-07,-2.38653e-09,4.24277e-07,-179.682
10.0,0.43448275862068964,-4.58096e-07,-2.56115e-09,4.58038e-07,-179.682
10.0,0.46551724137931033,-4.91858e-07,-2.73577e-09,4.918e-07,-179.682
10.0,0.496551724137931,-5.23523e-07,-2.9104e-09,5.23465e-07,-179.682
10.0,0.5275862068965517,-5.57575e-07,-3.14323e-09,5.57517e-07,-179.682
10.0,0.5586206896551724,-5.8924e-07,-3.31785e-09,5.89182e-07,-179.682
10.0,0.5896551724137931,-6.23e-07,-3.49247e-09,6.22942e-07,-179.682
10.0,0.6206896551724138,-6.54607e-07,-3.6671e-09,6.54549e-07,-179.682
10.0,0.6517241379310345,-6.88193e-07,-3.84173e-09,6.88135e-07,-179.682
10.0,0.6827586206896552,-7.19916e-07,-4.01636e-09,7.19858e-07,-179.682
10.0,0.7137931034482758,-7.53618e-07,-4.24919e-09,7.5356e-07,-179.682
10.0,0.7448275862068965,-7.85341e-07,-4.42381e-09,7.85283e-07,-179.682
10.0,0.7758620689655172,-8.19102e-07,-4.59843e-09,8.19044e-07,-179.682
10.0,0.8068965517241379,-8.50825e-07,-4.77306e-09,8.50767e-07,-179.682
10.0,0.8379310344827586,-8.84585e-07,-4.94768e-09,8.84527e-07,-179.682
10.0,0.8689655172413793,-9.16192e-07,-5.1223e-09,9.16134e-07,-179.682
10.0,0.9,-9.49953e-07,-5.29693e-09,9.49894e-07,-179.682
20.0,0.0,-9.4972e-07,7.10136e-09,9.4972e-07,179.568
20.0,0.03103448275862069,-3.17816e-08,2.32832e-10,3.17234e-08,179.58
20.0,0.06206896551724138,-6.55423e-08,4.65665e-10,6.54841e-08,179.592
20.0,0.09310344827586206,-9.72072e-08,6.98495e-10,9.7149e-08,179.568
20.0,0.12413793103448276,-1.3091e-07,9.3133e-10,1.30852e-07,179.58
20.0,0.15517241379310345,-1.62575e-07,1.22237e-09,1.62517e-07,179.568
