f,v,x,y,r,theta
10.0,0.0,-7.93083e-07,-2.03728e-09,7.93025e-07,-179.856
10.0,0.013793103448275864,-2.72995e-08,-1.16416e-10,2.72413e-08,-179.862
10.0,0.027586206896551727,-5.45408e-08,-1.74624e-10,5.44826e-08,-179.826
10.0,0.04137931034482759,-7.78823e-08,-2.32832e-10,7.78241e-08,-179.856
10.0,0.055172413793103454,-1.05065e-07,-2.9104e-10,1.05007e-07,-179.856
10.0,0.06896551724137932,-1.32249e-07,-3.49248e-10,1.32191e-07,-179.856
10.0,0.08275862068965519,-1.59432e-07,-4.07455e-10,1.59373e-07,-179.856
10.0,0.09655172413793105,-1.86673e-07,-5.23873e-10,1.86615e-07,-179.844
10.0,0.11034482758620691,-2.13798e-07,-5.8208e-10,2.13739e-07,-179.856
10.0,0.12413793103448277,-2.40982e-07,-6.40288e-10,2.40923e-07,-179.85
10.0,0.13793103448275865,-2.68223e-07,-7.56703e-10,2.68165e-07,-179.844
10.0,0.1517241379310345,-2.95406e-07,-8.14911e-10,2.95347e-07,-179.85
10.0,0.16551724137931037,-3.22589e-07,-8.14911e-10,3.2253e-07,-179.856
10.0,0.17931034482758623,-3.4593e-07,-8.73118e-10,3.45872e-07,-179.856
10.0,0.1931034482758621,-3.73055e-07,-9.89537e-10,3.72997e-07,-179.85
10.0,0.20689655172413796,-4.00296e-07,-1.04775e-09,4.00238e-07,-179.85
10.0,0.22068965517241382,-4.27479e-07,-1.10595e-09,4.27421e-07,-179.85
10.0,0.23448275862068968,-4.54662e-07,-1.22237e-09,4.54604e-07,-179.856
10.0,0.24827586206896554,-4.81788e-07,-1.28058e-09,4.8173e-07,-179.856
10.0,0.2620689655172414,-5.08913e-07,-1.33878e-09,5.08855e-07,-179.856
10.0,0.2758620689655173,-5.36154e-07,-1.39699e-09,5.36096e-07,-179.856
10.0,0.2896551724137931,-5.63279e-07,-1.51341e-09,5.63221e-07,-179.85
10.0,0.303448275862069,-5.86562e-07,-1.51341e-09,5.86504e-07,-179.856
10.0,0.31724137931034485,-6.13745e-07,-1.57161e-09,6.13687e-07,-179.856
10.0,0.33103448275862074,-6.4087e-07,-1.68803e-09,6.40812e-07,-179.85
10.0,0.3448275862068966,-6.68053e-07,-1.74624e-09,6.67995e-07,-179.85
10.0,0.35862068965517246,-6.95178e-07,-1.80444e-09,6.9512e-07,-179.85
10.0,0.3724137931034483,-7.22361e-07,-1.86266e-09,7.22303e-07,-179.856
10.0,0.3862068965517242,-7.49544e-07,-1.97907e-09,7.49485e-07,-179.85
10.0,0.4,-7.76785e-07,-2.03728e-09,7.76727e-07,-179.85
20.0,0.0,-7.76494e-07,1.0361e-08,7.76494e-07,179.232
20.0,0.013793103448275864,-2.72413e-08,3.49248e-10,2.71831e-08,179.226
20.0,0.027586206896551727,-5.44826e-08,6.98495e-10,5.44244e-08,179.226
20.0,0.04137931034482759,-7.77659e-08,1.04775e-09,7.77077e-08,179.214
20.0,0.055172413793103454,-1.04949e-07,1.39699e-09,1.04891e-07,179.214
20.0,0.06896551724137932,-1.32074e-07,1.74624e-09,1.32016e-07,179.232
20.0,0.08275862068965519,-1.59257e-07,2.09549e-09,1.59199e-07,179.232
20.0,0.09655172413793105,-1.86382e-07,2.44474e-09,1.86382e-07,179.232
20.0,0.11034482758620691,-2.13565e-07,2.85219e-09,2.13507e-07,179.232
20.0,0.12413793103448277,-2.40749e-07,3.20144e-09,2.40749e-07,179.232
20.0,0.13793103448275865,-2.67873e-07,3.55068e-09,2.67873e-07,179.232
20.0,0.1517241379310345,-2.95056e-07,3.89994e-09,2.94998e-07,179.238
20.0,0.16551724137931037,-3.22181e-07,4.24919e-09,3.22181e-07,179.232
20.0,0.17931034482758623,-3.45464e-07,4.59843e-09,3.45406e-07,179.232
20.0,0.1931034482758621,-3.72589e-07,4.94768e-09,3.72589e-07,179.232
20.0,0.20689655172413796,-3.99772e-07,5.29693e-09,3.99772e-07,179.238
20.0,0.22068965517241382,-4.26897e-07,5.64617e-09,4.26897e-07,179.232
20.0,0.23448275862068968,-4.5408e-07,6.05363e-09,4.54022e-07,179.232
20.0,0.24827586206896554,-4.81148e-07,6.40287e-09,4.8109e-07,179.232
20.0,0.2620689655172414,-5.08331e-07,6.75212e-09,5.08273e-07,179.232
20.0,0.2758620689655173,-5.35456e-07,7.15957e-09,5.35456e-07,179.232
20.0,0.2896551724137931,-5.62581e-07,7.50885e-09,5.62581e-07,179.232
20.0,0.303448275862069,-5.85864e-07,7.79988e-09,5.85864e-07,179.232
20.0,0.31724137931034485,-6.12989e-07,8.14913e-09,6.12989e-07,179.232
20.0,0.33103448275862074,-6.40113e-07,8.55658e-09,6.40113e-07,179.232
20.0,0.3448275862068966,-6.67238e-07,8.90583e-09,6.67296e-07,179.232
20.0,0.35862068965517246,-6.94421e-07,9.25507e-09,6.94421e-07,179.232
20.0,0.3724137931034483,-7.21546e-07,9.60432e-09,7.21546e-07,179.232
20.0,0.3862068965517242,-7.48671e-07,9.95357e-09,7.48671e-07,179.232
20.0,0.4,-7.75795e-07,1.0361e-08,7.75795e-07,179.232
30.0,0.0,-7.74922e-07,2.38653e-08,7.75213e-07,178.236
30.0,0.013793103448275864,-2.72413e-08,8.14911e-10,2.71831e-08,178.176
30.0,0.027586206896551727,-5.43662e-08,1.62982e-09,5.4308e-08,178.242
30.0,0.04137931034482759,-7.76495e-08,2.38653e-09,7.75913e-08,178.23
30.0,0.055172413793103454,-1.04716e-07,3.20144e-09,1.04716e-07,178.23
30.0,0.06896551724137932,-1.31783e-07,4.01636e-09,1.31783e-07,178.23
30.0,0.08275862068965519,-1.58908e-07,4.88947e-09,1.58908e-07,178.236
30.0,0.09655172413793105,-1.86033e-07,5.70438e-09,1.86091e-07,178.236
30.0,0.11034482758620691,-2.13157e-07,6.51929e-09,2.13216e-07,178.236
30.0,0.12413793103448277,-2.40225e-07,7.3924e-09,2.40283e-07,178.236
30.0,0.13793103448275865,-2.6735e-07,8.20734e-09,2.67408e-07,178.236
30.0,0.1517241379310345,-2.94474e-07,9.08045e-09,2.94533e-07,178.23
30.0,0.16551724137931037,-3.21541e-07,9.89536e-09,3.21657e-07,178.23
30.0,0.17931034482758623,-3.44766e-07,1.05939e-08,3.44882e-07,178.236
30.0,0.1931034482758621,-3.71891e-07,1.14088e-08,3.72007e-07,178.236
30.0,0.20689655172413796,-3.98957e-07,1.22819e-08,3.99132e-07,178.236
30.0,0.22068965517241382,-4.26082e-07,1.30968e-08,4.26198e-07,178.236
30.0,0.23448275862068968,-4.53148e-07,1.39117e-08,4.53265e-07,178.236
30.0,0.24827586206896554,-4.80217e-07,1.47848e-08,4.80391e-07,178.236
30.0,0.2620689655172414,-5.07342e-07,1.5658e-08,5.07516e-07,178.23
30.0,0.2758620689655173,-5.34466e-07,1.64147e-08,5.34641e-07,178.236
30.0,0.2896551724137931,-5.61475e-07,1.72878e-08,5.61649e-07,178.23
30.0,0.303448275862069,-5.84641e-07,1.79863e-08,5.84874e-07,178.236
30.0,0.31724137931034485,-6.11824e-07,1.88594e-08,6.12057e-07,178.236
30.0,0.33103448275862074,-6.38833e-07,1.96743e-08,6.39066e-07,178.236
30.0,0.3448275862068966,-6.65957e-07,2.04892e-08,6.6619e-07,178.236
30.0,0.35862068965517246,-6.93024e-07,2.13623e-08,6.93257e-07,178.236
30.0,0.3724137931034483,-7.20091e-07,2.21772e-08,7.20382e-07,178.236
30.0,0.3862068965517242,-7.47157e-07,2.29921e-08,7.47448e-07,178.236
30.0,0.4,-7.74224e-07,2.38653e-08,7.74515e-07,178.236
40.0,0.0,-7.7271e-07,3.93486e-08,7.73642e-07,177.078
40.0,0.013793103448275864,-2.70085e-08,1.33878e-09,2.70085e-08,177.102
40.0,0.027586206896551727,-5.4308e-08,2.79398e-09,5.4308e-08,177.048
40.0,0.04137931034482759,-7.73002e-08,3.84173e-09,7.73584e-08,177.108
40.0,0.055172413793103454,-1.04367e-07,5.35513e-09,1.04483e-07,177.036
40.0,0.06896551724137932,-1.3155e-07,6.6357e-09,1.31608e-07,177.096
40.0,0.08275862068965519,-1.58384e-07,7.97451e-09,1.58559e-07,177.108
40.0,0.09655172413793105,-1.85451e-07,9.48791e-09,1.85625e-07,177.066
40.0,0.11034482758620691,-2.12575e-07,1.07103e-08,2.1275e-07,177.108
40.0,0.12413793103448277,-2.39585e-07,1.22237e-08,2.39817e-07,177.066
40.0,0.13793103448275865,-2.66535e-07,1.3446e-08,2.66768e-07,177.102
40.0,0.1517241379310345,-2.93659e-07,1.4843e-08,2.94009e-07,177.102
40.0,0.16551724137931037,-3.2061e-07,1.63565e-08,3.21017e-07,177.072
40.0,0.17931034482758623,-3.43718e-07,1.74042e-08,3.44067e-07,177.096
