f,v,x,y,r,theta
10.0,0.0,-8.01465e-07,-9.89537e-10,8.01407e-07,-179.928
10.0,0.003103448275862069,-8.01407e-07,-1.04775e-09,8.01349e-07,-179.928
10.0,0.006206896551724138,-5.01752e-08,-1.16416e-10,5.0117e-08,-179.922
10.0,0.009310344827586206,-6.68811e-08,-1.16416e-10,6.68228e-08,-179.916
10.0,0.012413793103448275,-1.0035e-07,-1.74624e-10,1.00292e-07,-179.922
10.0,0.015517241379310345,-1.33762e-07,-1.74624e-10,1.33704e-07,-179.928
10.0,0.018620689655172412,-1.50468e-07,-2.32832e-10,1.5041e-07,-179.922
10.0,0.021724137931034483,-1.83879e-07,-2.9104e-10,1.83821e-07,-179.928
10.0,0.02482758620689655,-2.00643e-07,-2.9104e-10,2.00585e-07,-179.922
10.0,0.027931034482758618,-2.33996e-07,-3.49248e-10,2.33937e-07,-179.928
10.0,0.03103448275862069,-2.50644e-07,-3.49248e-10,2.50586e-07,-179.934
10.0,0.03413793103448276,-2.83939e-07,-3.49248e-10,2.83881e-07,-179.934
10.0,0.037241379310344824,-3.00644e-07,-4.07455e-10,3.00586e-07,-179.928
10.0,0.040344827586206895,-3.34056e-07,-4.07455e-10,3.33997e-07,-179.934
10.0,0.043448275862068966,-3.50703e-07,-4.65665e-10,3.50645e-07,-179.928
10.0,0.04655172413793103,-3.84114e-07,-5.23873e-10,3.84056e-07,-179.928
10.0,0.0496551724137931,-4.17584e-07,-5.23873e-10,4.17525e-07,-179.934
10.0,0.05275862068965517,-4.34289e-07,-5.8208e-10,4.34231e-07,-179.928
10.0,0.055862068965517236,-4.67642e-07,-5.8208e-10,4.67584e-07,-179.928
10.0,0.05896551724137931,-4.84291e-07,-6.40288e-10,4.84233e-07,-179.928
10.0,0.06206896551724138,-5.17703e-07,-6.40288e-10,5.17644e-07,-179.928
10.0,0.06517241379310344,-5.34234e-07,-6.98495e-10,5.34175e-07,-179.928
10.0,0.06827586206896552,-5.67645e-07,-7.56703e-10,5.67587e-07,-179.928
10.0,0.07137931034482758,-5.8435e-07,-7.56703e-10,5.84292e-07,-179.928
10.0,0.07448275862068965,-6.17703e-07,-8.14911e-10,6.17645e-07,-179.928
10.0,0.07758620689655173,-6.51115e-07,-8.14911e-10,6.51056e-07,-179.928
10.0,0.08068965517241379,-6.6782e-07,-8.73118e-10,6.67762e-07,-179.928
10.0,0.08379310344827585,-7.0129e-07,-8.73118e-10,7.01231e-07,-179.928
10.0,0.08689655172413793,-7.17937e-07,-9.3133e-10,7.17879e-07,-179.928
