DYT048
2022-3-4LOCK-IN PARAMETERS
ADDRESS: 10
TAU: 1
SENSITIVITY: 1e-3
FREQUENCY: 7.675
AMP: 1
COUPLING: AC
LP_FILTER: 24
SYNC_FILTER: none
NOTCH_FILTER: none
TIME	T_PPMS(K)	 H_PPMS(Oe)	VDP_config	LIA_X(V)	LIA_Y(V)	LIA_PHASE
16:37:48	300.00	-30840.93	3	0.0146485	0.000366213	1.494
16:37:53	300.00	-30690.93	3	0.0146485	0.000366213	1.494
16:37:58	300.00	-30537.91	3	0.0146485	0.000366213	1.494
16:38:03	300.00	-30388.02	3	0.0146485	0.000366213	1.494
16:38:09	300.00	-30238.08	3	0.0146485	0.000366213	1.494
16:38:14	300.00	-30085.14	3	0.0146485	0.000366213	1.494
16:38:19	300.00	-29935.21	3	0.0146485	0.000366213	1.494
16:38:24	300.00	-29782.18	3	0.0146485	0.000366213	1.494
16:38:29	300.00	-29632.23	3	0.0146485	0.000366213	1.494
16:38:34	300.00	-29481.88	3	0.0146485	0.000366213	1.494
16:38:39	300.00	-29328.89	3	0.0146485	0.000366213	1.494
16:38:44	300.00	-29175.94	3	0.0146485	0.000366213	1.494
16:38:49	300.00	-29025.90	3	0.0146485	0.000366213	1.494
16:38:54	300.00	-28873.14	3	0.014679	0.000366213	1.494
16:38:59	300.00	-28723.13	3	0.014679	0.000366213	1.494
16:39:04	300.00	-28573.24	3	0.014679	0.000366213	1.494
16:39:09	300.00	-28420.31	3	0.014679	0.000366213	1.494
16:39:14	300.00	-28270.30	3	0.014679	0.000366213	1.494
16:39:19	300.00	-28120.33	3	0.014679	0.000366213	1.494
16:39:24	300.00	-27967.34	3	0.014679	0.000366213	1.494
16:39:29	300.00	-27817.49	3	0.014679	0.000366213	1.494
16:39:34	300.00	-27664.35	3	0.014679	0.000366213	1.494
16:39:39	300.00	-27514.40	3	0.014679	0.000366213	1.494
16:39:44	300.00	-27361.42	3	0.014679	0.000366213	1.494
16:39:49	300.00	-27211.57	3	0.014679	0.000366213	1.494
16:39:54	300.00	-27061.66	3	0.014679	0.000366213	1.494
16:40:00	300.00	-26908.68	3	0.014679	0.000366213	1.494
16:40:05	300.00	-26755.55	3	0.014679	0.000366213	1.494
16:40:10	300.00	-26605.67	3	0.014679	0.000366213	1.494
16:40:15	300.00	-26455.33	3	0.014679	0.000366213	1.494
16:40:20	300.00	-26302.41	3	0.014679	0.000366213	1.494
16:40:25	300.00	-26149.50	3	0.014679	0.000366213	1.494
16:40:30	300.00	-25999.52	3	0.014679	0.000366213	1.494
16:40:35	300.00	-25849.57	3	0.014679	0.000366213	1.494
16:40:40	300.00	-25696.77	3	0.014679	0.000366213	1.494
16:40:45	300.00	-25546.65	3	0.014679	0.000366213	1.494
16:40:50	300.00	-25393.77	3	0.014679	0.000366213	1.494
16:40:55	300.00	-25243.89	3	0.014679	0.000366213	1.494
16:41:00	300.00	-25090.86	3	0.014679	0.000366213	1.494
16:41:05	300.00	-24940.67	3	0.014679	0.000366213	1.494
16:41:10	300.00	-24790.78	3	0.014679	0.000366213	1.494
16:41:15	300.00	-24637.91	3	0.014679	0.000366213	1.494
16:41:20	300.00	-24487.95	3	0.014679	0.000366213	1.494
16:41:25	300.00	-24334.91	3	0.014679	0.000366213	1.494
16:41:30	300.00	-24181.84	3	0.014679	0.000366213	1.494
16:41:35	300.00	-24031.98	3	0.014679	0.000366213	1.494
16:41:40	300.00	-23882.12	3	0.014679	0.000366213	1.494
16:41:45	300.00	-23729.11	3	0.014679	0.000366213	1.494
16:41:51	300.00	-23576.16	3	0.014679	0.000366213	1.494
16:41:56	300.00	-23426.16	3	0.014679	0.000366213	1.494
16:42:01	300.00	-23276.18	3	0.014679	0.000366213	1.494
16:42:06	300.00	-23123.12	3	0.014679	0.000366213	1.494
16:42:11	300.00	-22973.17	3	0.014679	0.000366213	1.494
16:42:16	300.00	-22823.35	3	0.014679	0.000366213	1.494
16:42:21	300.00	-22670.43	3	0.014679	0.000366213	1.494
16:42:26	300.00	-22517.42	3	0.014679	0.000366213	1.494
16:42:31	300.00	-22367.38	3	0.014679	0.000366213	1.428
16:42:36	300.00	-22214.37	3	0.014679	0.000366213	1.494
16:42:41	300.00	-22064.62	3	0.014679	0.000366213	1.428
16:42:46	300.00	-21911.64	3	0.014679	0.000366213	1.494
16:42:51	300.00	-21761.63	3	0.014679	0.000366213	1.428
16:42:56	300.00	-21611.58	3	0.014679	0.000366213	1.428
16:43:01	300.00	-21458.60	3	0.014679	0.000366213	1.494
16:43:06	300.00	-21305.79	3	0.0147095	0.000366213	1.428
16:43:11	300.00	-21155.81	3	0.0147095	0.000366213	1.428
16:43:16	300.00	-21005.86	3	0.0147095	0.000366213	1.428
16:43:21	300.00	-20852.83	3	0.0147095	0.000366213	1.428
16:43:26	300.00	-20699.80	3	0.0147095	0.000366213	1.428
16:43:31	300.00	-20549.52	3	0.0147095	0.000366213	1.428
16:43:37	300.00	-20396.51	3	0.0147095	0.000366213	1.428
16:43:42	300.00	-20243.61	3	0.0147095	0.000366213	1.428
16:43:47	300.00	-20093.68	3	0.0147095	0.000366213	1.428
16:43:52	300.00	-19940.62	3	0.0147095	0.000366213	1.428
16:43:57	300.00	-19787.71	3	0.0147095	0.000366213	1.428
16:44:02	300.00	-19637.76	3	0.0147095	0.000366213	1.428
16:44:07	300.00	-19487.85	3	0.0147095	0.000366213	1.428
16:44:12	300.00	-19334.94	3	0.0147095	0.000366213	1.428
16:44:17	300.00	-19184.89	3	0.0147095	0.000366213	1.428
16:44:22	300.00	-19034.97	3	0.0147095	0.000366213	1.428
16:44:27	300.00	-18881.97	3	0.0147095	0.000366213	1.428
16:44:32	300.00	-18729.09	3	0.0147095	0.000366213	1.428
16:44:37	300.00	-18579.07	3	0.0147095	0.000366213	1.428
16:44:42	300.00	-18426.20	3	0.0147095	0.000366213	1.428
16:44:47	300.00	-18276.18	3	0.0147095	0.000366213	1.428
16:44:52	300.00	-18126.20	3	0.0147095	0.000366213	1.428
16:44:57	300.00	-17973.25	3	0.0147095	0.000366213	1.428
16:45:02	300.00	-17823.42	3	0.0147095	0.000366213	1.428
16:45:07	300.00	-17672.98	3	0.0147095	0.000366213	1.428
16:45:12	300.00	-17520.06	3	0.0147095	0.000366213	1.428
16:45:18	300.00	-17369.99	3	0.0147095	0.000366213	1.428
16:45:23	300.00	-17217.04	3	0.0147095	0.000366213	1.428
16:45:28	300.00	-17064.09	3	0.0147095	0.000366213	1.428
16:45:33	300.00	-16914.19	3	0.0147095	0.000366213	1.428
16:45:38	300.00	-16761.27	3	0.0147095	0.000366213	1.428
16:45:43	300.00	-16611.27	3	0.0147095	0.000366213	1.428
16:45:48	300.00	-16461.31	3	0.0147095	0.000366213	1.428
16:45:53	300.00	-16308.39	3	0.0147095	0.000366213	1.428
16:45:58	300.00	-16155.38	3	0.0147095	0.000366213	1.428
16:46:03	300.00	-16005.33	3	0.0147095	0.000366213	1.428
16:46:08	300.00	-15852.39	3	0.0147095	0.000366213	1.428
16:46:13	300.00	-15702.47	3	0.0147095	0.000366213	1.428
16:46:18	300.00	-15549.57	3	0.0147095	0.000366213	1.428
16:46:23	300.00	-15399.58	3	0.0147095	0.000366213	1.428
16:46:28	300.00	-15246.63	3	0.0147095	0.000366213	1.428
16:46:33	300.00	-15096.62	3	0.0147095	0.000366213	1.428
16:46:38	300.00	-14946.68	3	0.0147095	0.000366213	1.428
16:46:43	300.00	-14793.73	3	0.0147095	0.000366213	1.428
16:46:48	300.00	-14640.33	3	0.0147095	0.000366213	1.428
16:46:53	300.00	-14490.44	3	0.0147095	0.000366213	1.428
16:46:58	300.00	-14340.50	3	0.0147095	0.000366213	1.428
16:47:04	300.00	-14190.48	3	0.0147095	0.000366213	1.428
16:47:09	300.00	-14037.52	3	0.0147095	0.000366213	1.428
16:47:14	300.00	-13884.51	3	0.0147095	0.000366213	1.428
16:47:19	300.00	-13734.69	3	0.0147095	0.000366213	1.428
16:47:24	300.00	-13581.69	3	0.0147095	0.000366213	1.428
16:47:29	300.00	-13431.88	3	0.0147095	0.000366213	1.428
16:47:34	300.00	-13278.73	3	0.01474	0.000366213	1.422
16:47:39	300.00	-13128.63	3	0.01474	0.000366213	1.422
16:47:44	300.00	-12975.73	3	0.01474	0.000366213	1.422
16:47:49	300.00	-12825.81	3	0.01474	0.000366213	1.422
16:47:54	300.00	-12675.89	3	0.01474	0.000366213	1.422
16:47:59	300.00	-12522.89	3	0.01474	0.000366213	1.422
16:48:04	300.00	-12372.94	3	0.01474	0.000366213	1.422
16:48:09	300.00	-12219.88	3	0.01474	0.000366213	1.422
16:48:14	300.00	-12069.99	3	0.01474	0.000366213	1.422
16:48:19	300.00	-11917.15	3	0.01474	0.000366213	1.422
16:48:24	300.00	-11767.07	3	0.01474	0.000366213	1.422
16:48:29	300.00	-11614.08	3	0.01474	0.000366213	1.422
16:48:34	300.00	-11464.18	3	0.01474	0.000366213	1.422
16:48:39	300.00	-11313.96	3	0.01474	0.000366213	1.422
16:48:44	300.00	-11161.04	3	0.01474	0.000366213	1.422
16:48:49	300.00	-11011.28	3	0.01474	0.000366213	1.422
16:48:55	300.00	-10858.39	3	0.01474	0.000366213	1.422
16:49:00	300.00	-10708.31	3	0.01474	0.000366213	1.422
16:49:05	300.00	-10555.20	3	0.01474	0.000366213	1.422
16:49:10	300.00	-10405.32	3	0.01474	0.000366213	1.422
16:49:15	300.00	-10255.48	3	0.01474	0.000366213	1.422
16:49:20	300.00	-10102.51	3	0.01474	0.000366213	1.422
16:49:25	300.00	-9952.52	3	0.01474	0.000366213	1.422
16:49:30	300.00	-9799.54	3	0.01474	0.000366213	1.422
16:49:35	300.00	-9649.49	3	0.01474	0.000366213	1.422
16:49:40	300.00	-9499.70	3	0.01474	0.000366213	1.422
16:49:45	300.00	-9346.76	3	0.01474	0.000366213	1.422
16:49:50	300.00	-9196.67	3	0.01474	0.000366213	1.422
16:49:55	300.00	-9043.77	3	0.01474	0.000366213	1.422
16:50:00	300.00	-8893.76	3	0.01474	0.000366213	1.422
16:50:05	300.00	-8743.41	3	0.01474	0.000366213	1.422
16:50:10	300.00	-8590.51	3	0.01474	0.000366213	1.422
16:50:15	300.00	-8440.44	3	0.01474	0.000366213	1.422
16:50:20	300.00	-8287.47	3	0.01474	0.000366213	1.422
16:50:25	300.00	-8134.57	3	0.01474	0.000366213	1.422
16:50:30	300.00	-7984.69	3	0.01474	0.000366213	1.422
16:50:35	300.00	-7834.77	3	0.01474	0.000366213	1.422
16:50:40	300.00	-7684.64	3	0.01474	0.000366213	1.422
16:50:45	300.00	-7531.82	3	0.01474	0.000366213	1.422
16:50:50	300.00	-7381.70	3	0.01474	0.000366213	1.422
16:50:56	300.00	-7228.71	3	0.01474	0.000366213	1.422
16:51:01	300.00	-7075.85	3	0.01474	0.000366213	1.422
16:51:06	300.00	-6925.74	3	0.01474	0.000366213	1.422
16:51:11	300.00	-6773.01	3	0.01474	0.000366213	1.422
16:51:16	300.00	-6623.01	3	0.01474	0.000366213	1.422
16:51:21	300.00	-6469.92	3	0.01474	0.000366213	1.422
16:51:26	300.00	-6320.11	3	0.01474	0.000366213	1.422
16:51:31	300.00	-6170.12	3	0.01474	0.000366213	1.422
16:51:36	300.00	-6017.03	3	0.01474	0.000366213	1.422
16:51:41	300.00	-5866.80	3	0.01474	0.000366213	1.422
16:51:46	300.00	-5713.74	3	0.01474	0.000366213	1.422
16:51:51	300.00	-5560.74	3	0.01474	0.000366213	1.422
16:51:56	300.00	-5410.79	3	0.01474	0.000366213	1.422
16:52:01	300.00	-5260.85	3	0.01474	0.000366213	1.422
16:52:06	300.00	-5110.96	3	0.01474	0.000366213	1.422
16:52:11	300.00	-4958.05	3	0.01474	0.000366213	1.422
16:52:16	300.00	-4808.02	3	0.01474	0.000366213	1.422
16:52:21	300.00	-4655.05	3	0.01474	0.000366213	1.422
16:52:26	300.00	-4502.08	3	0.01474	0.000366213	1.422
16:52:31	300.00	-4349.07	3	0.01474	0.000366213	1.422
16:52:37	300.00	-4199.11	3	0.0147706	0.000366213	1.422
16:52:42	300.00	-4049.05	3	0.0147706	0.000366213	1.422
16:52:47	300.00	-3896.06	3	0.0147706	0.000366213	1.422
16:52:52	300.00	-3743.17	3	0.0147706	0.000366213	1.422
16:52:57	300.00	-3593.32	3	0.0147706	0.000366213	1.422
16:53:02	300.00	-3443.26	3	0.0147706	0.000366213	1.422
16:53:07	300.00	-3290.27	3	0.0147706	0.000366213	1.422
16:53:12	300.00	-3140.35	3	0.0147706	0.000366213	1.422
16:53:17	300.00	-2987.45	3	0.0147706	0.000366213	1.422
16:53:22	300.00	-2836.95	3	0.0147706	0.000366213	1.422
16:53:27	300.00	-2684.16	3	0.0147706	0.000366213	1.422
16:53:32	300.00	-2534.15	3	0.0147706	0.000366213	1.422
16:53:37	300.00	-2384.24	3	0.0147706	0.000366213	1.422
16:53:42	300.00	-2231.18	3	0.0147706	0.000366213	1.422
16:53:47	300.00	-2078.22	3	0.0147706	0.000366213	1.422
16:53:52	300.00	-1925.31	3	0.0147706	0.000366213	1.422
16:53:57	300.00	-1775.29	3	0.0147706	0.000366213	1.422
16:54:02	300.00	-1625.41	3	0.0147706	0.000366213	1.422
16:54:07	300.00	-1472.28	3	0.0147706	0.000366213	1.422
16:54:12	300.00	-1322.15	3	0.0147706	0.000366213	1.422
16:54:17	300.00	-1169.29	3	0.0147706	0.000366213	1.422
16:54:23	300.00	-1019.35	3	0.0147706	0.000366213	1.422
16:54:28	300.00	-869.43	3	0.0147706	0.000366213	1.422
16:54:33	300.00	-716.46	3	0.0147706	0.000366213	1.422
16:54:38	300.00	-566.39	3	0.0147706	0.000366213	1.422
16:54:43	300.00	-413.46	3	0.0147706	0.000366213	1.422
16:54:48	300.00	-263.49	3	0.0147706	0.000366213	1.422
16:54:53	300.00	-110.64	3	0.0147706	0.000366213	1.422
16:54:58	300.00	39.27	3	0.0147706	0.000366213	1.422
16:55:03	300.00	195.31	3	0.0147706	0.000366213	1.422
16:55:08	300.00	345.31	3	0.0147706	0.000366213	1.422
16:55:13	300.00	498.31	3	0.0147706	0.000366213	1.422
16:55:18	300.00	648.24	3	0.0147706	0.000366213	1.422
16:55:23	300.00	800.99	3	0.0147706	0.000366213	1.422
16:55:28	300.00	950.97	3	0.0147706	0.000366213	1.422
16:55:33	300.00	1103.95	3	0.0147706	0.000366213	1.422
16:55:38	300.00	1253.90	3	0.0147706	0.000366213	1.422
16:55:43	300.00	1403.89	3	0.0147706	0.000366213	1.422
16:55:48	300.00	1556.74	3	0.0147706	0.000366213	1.422
16:55:53	300.00	1706.57	3	0.0147706	0.000366213	1.422
16:55:58	300.00	1859.59	3	0.0147706	0.000366213	1.422
16:56:04	300.00	2009.88	3	0.0147706	0.000366213	1.422
16:56:09	300.00	2160.34	3	0.0147706	0.000366213	1.422
16:56:14	300.00	2312.83	3	0.0147706	0.000366213	1.422
16:56:19	300.00	2465.57	3	0.0147706	0.000366213	1.422
16:56:24	300.00	2615.40	3	0.0147706	0.000366213	1.422
16:56:29	300.00	2768.14	3	0.0147706	0.000366213	1.422
16:56:34	300.00	2918.11	3	0.0147706	0.000366213	1.422
16:56:39	300.00	3068.48	3	0.0147706	0.000366213	1.422
16:56:44	300.00	3221.45	3	0.0147706	0.000366213	1.422
16:56:49	300.00	3371.35	3	0.0147706	0.000366213	1.422
16:56:54	300.00	3524.26	3	0.0147706	0.000366213	1.422
16:56:59	300.00	3674.22	3	0.0147706	0.000366213	1.422
16:57:04	300.00	3827.09	3	0.0147706	0.000366213	1.422
16:57:09	300.00	3977.18	3	0.0147706	0.000366213	1.422
16:57:14	300.00	4130.15	3	0.0147706	0.000366213	1.422
16:57:19	300.00	4280.11	3	0.0147706	0.000366213	1.422
16:57:24	300.00	4430.00	3	0.0147706	0.000366213	1.422
16:57:29	300.00	4583.17	3	0.0147706	0.000366213	1.422
16:57:34	300.00	4733.11	3	0.0147706	0.000366213	1.422
16:57:39	300.00	4886.13	3	0.0147706	0.000366213	1.422
16:57:44	300.00	5036.08	3	0.0147706	0.000366213	1.422
16:57:50	300.00	5189.05	3	0.0147706	0.000366213	1.422
16:57:55	300.00	5342.01	3	0.0147706	0.000366213	1.422
16:58:00	300.00	5492.00	3	0.0147706	0.000366213	1.422
16:58:05	300.00	5645.01	3	0.0147706	0.000366213	1.422
16:58:10	300.00	5794.90	3	0.0147706	0.000366213	1.422
16:58:15	300.00	5948.29	3	0.0147706	0.000366213	1.422
16:58:20	300.00	6098.21	3	0.0147706	0.000366213	1.422
16:58:25	300.00	6251.24	3	0.0147706	0.000366213	1.422
16:58:30	300.00	6401.34	3	0.0147706	0.000366213	1.422
16:58:35	300.00	6551.21	3	0.0147706	0.000366213	1.422
16:58:40	300.00	6704.08	3	0.0147706	0.000366213	1.422
16:58:45	300.00	6857.10	3	0.0147706	0.000366213	1.422
16:58:50	300.00	7007.05	3	0.0147706	0.000366213	1.422
16:58:55	300.00	7157.17	3	0.0147706	0.000366213	1.422
16:59:00	300.00	7310.07	3	0.0148011	0.000366213	1.416
16:59:05	300.00	7460.05	3	0.0148011	0.000366213	1.416
16:59:10	300.00	7612.99	3	0.0148011	0.000366213	1.416
16:59:15	300.00	7762.98	3	0.0148011	0.000366213	1.416
16:59:20	300.00	7915.95	3	0.0148011	0.000366213	1.416
16:59:25	300.00	8065.97	3	0.0148011	0.000366213	1.416
16:59:30	300.00	8215.95	3	0.0148011	0.000366213	1.416
16:59:35	300.00	8368.80	3	0.0148011	0.000366213	1.416
16:59:41	300.00	8518.87	3	0.0148011	0.000366213	1.416
16:59:46	300.00	8671.76	3	0.0148011	0.000366213	1.416
16:59:51	300.00	8821.81	3	0.0148011	0.000366213	1.416
16:59:56	300.00	8975.21	3	0.0148011	0.000366213	1.416
17:00:01	300.00	9125.09	3	0.0148011	0.000366213	1.416
17:00:06	300.00	9281.05	3	0.0148011	0.000366213	1.416
17:00:11	300.00	9433.96	3	0.0148011	0.000366213	1.416
17:00:16	300.00	9586.97	3	0.0148011	0.000366213	1.416
17:00:21	300.00	9736.94	3	0.0148011	0.000366213	1.416
17:00:26	300.00	9889.87	3	0.0148011	0.000366213	1.416
17:00:31	300.00	10039.73	3	0.0148011	0.000366213	1.416
17:00:36	300.00	10189.77	3	0.0148011	0.000366213	1.416
17:00:41	300.00	10342.86	3	0.0148011	0.000366213	1.416
17:00:46	300.00	10495.91	3	0.0148011	0.000366213	1.416
17:00:51	300.00	10645.86	3	0.0148011	0.000366213	1.416
17:00:56	300.00	10798.71	3	0.0148011	0.000366213	1.416
17:01:01	300.00	10948.72	3	0.0148011	0.000366213	1.416
17:01:07	300.00	11101.77	3	0.0148011	0.000366213	1.416
17:01:12	300.00	11251.65	3	0.0148011	0.000366213	1.416
17:01:17	300.00	11401.69	3	0.0148011	0.000366213	1.416
17:01:22	300.00	11554.56	3	0.0148011	0.000366213	1.416
17:01:27	300.00	11704.45	3	0.0148011	0.000366213	1.416
17:01:32	300.00	11857.58	3	0.0148011	0.000366213	1.416
17:01:37	300.00	12007.56	3	0.0148011	0.000366213	1.416
17:01:42	300.00	12160.50	3	0.0148011	0.000366213	1.416
17:01:47	300.00	12310.63	3	0.0148011	0.000366213	1.416
17:01:52	300.00	12463.62	3	0.0148011	0.000366213	1.416
17:01:57	300.00	12613.38	3	0.0148011	0.000366213	1.416
17:02:02	300.00	12763.31	3	0.0148011	0.000366213	1.416
17:02:07	300.00	12916.39	3	0.0148011	0.000366213	1.416
17:02:12	300.00	13066.45	3	0.0148011	0.000366213	1.416
17:02:17	300.00	13216.45	3	0.0148011	0.000366213	1.416
17:02:22	300.00	13369.21	3	0.0148011	0.000366213	1.416
17:02:27	300.00	13519.19	3	0.0148011	0.000366213	1.416
17:02:32	300.00	13672.24	3	0.0148011	0.000366213	1.416
17:02:37	300.00	13822.29	3	0.0148011	0.000366213	1.416
17:02:42	300.00	13975.28	3	0.0148011	0.000366213	1.416
17:02:47	300.00	14125.14	3	0.0148011	0.000366213	1.416
17:02:52	300.00	14278.10	3	0.0148011	0.000366213	1.416
17:02:57	300.00	14427.95	3	0.0148316	0.000366213	1.416
17:03:03	300.00	14581.10	3	0.0148316	0.000366213	1.416
17:03:08	300.00	14731.08	3	0.0148316	0.000366213	1.416
17:03:13	300.00	14881.21	3	0.0148316	0.000366213	1.416
17:03:18	300.00	15034.37	3	0.0148316	0.000366213	1.416
17:03:23	300.00	15184.32	3	0.0148316	0.000366213	1.416
17:03:28	300.00	15337.42	3	0.0148316	0.000366213	1.416
17:03:33	300.00	15487.30	3	0.0148316	0.000366213	1.416
17:03:38	300.00	15640.33	3	0.0148316	0.000366213	1.416
17:03:43	300.00	15793.22	3	0.0148316	0.000366213	1.416
17:03:48	300.00	15943.22	3	0.0148316	0.000366213	1.416
17:03:53	300.00	16096.19	3	0.0148316	0.000366213	1.416
17:03:58	300.00	16246.15	3	0.0148316	0.000366213	1.416
17:04:03	300.00	16396.14	3	0.0148316	0.000366213	1.416
17:04:08	300.00	16549.04	3	0.0148316	0.000366213	1.416
17:04:13	300.00	16699.12	3	0.0148316	0.000366213	1.416
17:04:18	300.00	16852.06	3	0.0148316	0.000366213	1.416
17:04:23	300.00	17001.98	3	0.0148316	0.000366213	1.416
17:04:28	300.00	17154.95	3	0.0148316	0.000366213	1.416
17:04:33	300.00	17304.98	3	0.0148316	0.000366213	1.416
17:04:38	300.00	17454.93	3	0.0148316	0.000366213	1.416
17:04:43	300.00	17607.99	3	0.0148316	0.000366213	1.416
17:04:48	300.00	17761.27	3	0.0148316	0.000366213	1.416
17:04:54	300.00	17911.17	3	0.0148316	0.000366213	1.416
17:04:59	300.00	18064.13	3	0.0148316	0.000366213	1.416
17:05:04	300.00	18211.23	3	0.0148316	0.000366213	1.416
17:05:09	300.00	18364.27	3	0.0148316	0.000366213	1.416
17:05:14	300.00	18517.19	3	0.0148316	0.000366213	1.416
17:05:19	300.00	18667.01	3	0.0148316	0.000366213	1.416
17:05:24	300.00	18816.94	3	0.0148316	0.000366213	1.416
17:05:29	300.00	18970.01	3	0.0148316	0.000366213	1.416
17:05:34	300.00	19119.98	3	0.0148316	0.000366213	1.416
17:05:39	300.00	19273.04	3	0.0148316	0.000366213	1.416
17:05:44	300.00	19426.00	3	0.0148316	0.000366213	1.416
17:05:49	300.00	19575.94	3	0.0148316	0.000366213	1.416
17:05:54	300.00	19728.79	3	0.0148316	0.000366213	1.416
17:05:59	300.00	19878.86	3	0.0148316	0.000366213	1.416
17:06:04	300.00	20028.85	3	0.0148316	0.000366213	1.416
17:06:09	300.00	20181.77	3	0.0148316	0.000366213	1.416
17:06:14	300.00	20331.70	3	0.0148316	0.000366213	1.416
17:06:19	300.00	20481.69	3	0.0148316	0.000366213	1.416
17:06:24	300.00	20634.91	3	0.0148316	0.000366213	1.416
17:06:29	300.00	20788.04	3	0.0148316	0.000366213	1.416
17:06:34	300.00	20938.01	3	0.0148316	0.000366213	1.416
17:06:39	300.00	21090.97	3	0.0148316	0.000366213	1.416
17:06:45	300.00	21240.96	3	0.0148316	0.000366213	1.416
17:06:50	300.00	21390.79	3	0.0148316	0.000366213	1.416
17:06:55	300.00	21540.92	3	0.0148316	0.000366213	1.416
17:07:00	300.00	21693.82	3	0.0148316	0.000366213	1.416
17:07:05	300.00	21843.77	3	0.0148316	0.000366213	1.416
17:07:10	300.00	21996.72	3	0.0148316	0.000366213	1.416
17:07:15	300.00	22146.85	3	0.0148316	0.000366213	1.416
17:07:20	300.00	22299.79	3	0.0148316	0.000366213	1.416
17:07:25	300.00	22449.73	3	0.0148316	0.000366213	1.416
17:07:30	300.00	22602.71	3	0.0148316	0.000366213	1.416
17:07:35	300.00	22752.60	3	0.0148316	0.000366213	1.416
17:07:40	300.00	22902.63	3	0.0148316	0.000366213	1.416
17:07:45	300.00	23055.64	3	0.0148316	0.000366213	1.416
17:07:50	300.00	23205.65	3	0.0148316	0.000366213	1.416
17:07:55	300.00	23355.64	3	0.0148316	0.000366213	1.416
17:08:00	300.00	23508.44	3	0.0148316	0.000366213	1.416
17:08:05	300.00	23661.45	3	0.0148316	0.000366213	1.416
17:08:10	300.00	23811.48	3	0.0148316	0.000366213	1.416
17:08:15	300.00	23964.56	3	0.0148316	0.000366213	1.416
17:08:20	300.00	24114.57	3	0.0148316	0.000366213	1.416
17:08:25	300.00	24264.67	3	0.0148316	0.000366213	1.416
17:08:30	300.00	24417.44	3	0.0148316	0.000366213	1.416
17:08:35	300.00	24567.36	3	0.0148316	0.000366213	1.416
17:08:41	300.00	24720.43	3	0.0148316	0.000366213	1.416
17:08:46	300.00	24870.44	3	0.0148316	0.000366213	1.416
17:08:51	300.00	25023.40	3	0.0148316	0.000366213	1.416
17:08:56	300.00	25173.31	3	0.0148316	0.000366213	1.416
17:09:01	300.00	25326.26	3	0.0148316	0.000366213	1.416
17:09:06	300.00	25476.36	3	0.0148316	0.000366213	1.416
17:09:11	300.00	25626.28	3	0.0148316	0.000366213	1.416
17:09:16	300.00	25779.34	3	0.0148316	0.000366213	1.416
17:09:21	300.00	25932.17	3	0.0148316	0.000366213	1.416
17:09:26	300.00	26085.15	3	0.0148316	0.000366213	1.416
17:09:31	300.00	26238.22	3	0.0148316	0.000366213	1.416
17:09:36	300.00	26388.25	3	0.0148316	0.000366213	1.416
17:09:41	300.00	26538.48	3	0.0148316	0.000366213	1.416
17:09:46	300.00	26691.54	3	0.0148316	0.000366213	1.416
17:09:51	300.00	26841.58	3	0.0148316	0.000366213	1.416
17:09:56	300.00	26994.63	3	0.0148316	0.000366213	1.416
17:10:01	300.00	27144.58	3	0.0148316	0.000366213	1.416
17:10:06	300.00	27297.41	3	0.0148316	0.000366213	1.416
17:10:11	300.00	27447.44	3	0.0148316	0.000366213	1.416
17:10:16	300.00	27597.36	3	0.0148316	0.000366213	1.416
17:10:21	300.00	27747.37	3	0.0148316	0.000366213	1.416
17:10:27	300.00	27900.34	3	0.0148316	0.000366213	1.416
17:10:32	300.00	28050.35	3	0.0148316	0.000366213	1.416
17:10:37	300.00	28203.37	3	0.0148316	0.000366213	1.416
17:10:42	300.00	28356.46	3	0.0148316	0.000366213	1.416
17:10:47	300.00	28506.39	3	0.0148316	0.000366213	1.416
17:10:52	300.00	28656.13	3	0.0148621	0.000366213	1.41
17:10:57	300.00	28809.19	3	0.0148621	0.000366213	1.41
17:11:02	300.00	28959.14	3	0.0148621	0.000366213	1.41
17:11:07	300.00	29112.18	3	0.0148621	0.000366213	1.41
17:11:12	300.00	29262.22	3	0.0148621	0.000366213	1.41
17:11:17	300.00	29412.19	3	0.0148621	0.000366213	1.41
17:11:22	300.00	29565.47	3	0.0148621	0.000366213	1.41
17:11:27	300.00	29718.51	3	0.0148621	0.000366213	1.41
17:11:32	300.00	29868.61	3	0.0148621	0.000366213	1.41
17:11:37	300.00	30021.48	3	0.0148621	0.000366213	1.41
17:11:42	300.00	30171.34	3	0.0148621	0.000366213	1.41
17:11:47	300.00	30321.44	3	0.0148621	0.000366213	1.41
17:11:52	300.00	30474.28	3	0.0148621	0.000366213	1.41
17:11:57	300.00	30624.31	3	0.0148621	0.000366213	1.41
17:12:02	300.00	30777.32	3	0.0148621	0.000366213	1.41
17:12:07	300.00	30927.26	3	0.0148621	0.000366213	1.41
17:12:12	300.00	31080.32	3	0.0148621	0.000366213	1.41
17:12:18	300.00	31230.38	3	0.0148621	0.000366213	1.41
17:12:23	300.00	31383.27	3	0.0148621	0.000366213	1.41
17:12:28	300.00	31533.32	3	0.0148621	0.000366213	1.41
17:12:33	300.00	31686.29	3	0.0148621	0.000366213	1.41
17:12:38	300.00	31839.28	3	0.0148621	0.000366213	1.41
17:12:43	300.00	31989.27	3	0.0148621	0.000366213	1.41
