DYT048
2022-3-6LOCK-IN PARAMETERS
ADDRESS: 10
TAU: 1
SENSITIVITY: 1e-3
FREQUENCY: 7.675
AMP: 1
COUPLING: AC
LP_FILTER: 24
SYNC_FILTER: none
NOTCH_FILTER: none
ADDRESS: 2
TIME	T_PPMS(K)	 H_PPMS(Oe)	VDP_config	LIA_X(V)	LIA_Y(V)	LIA_PHASE	LIA2_X(A)	LIA2_Y(A)	LIA2_PHASE
15:07:17	393.14	0.32	1	0.000919346	7.62944e-05	4.764	9.80222e-08	4.59843e-09	2.688
15:07:27	393.32	0.30	2	0.00239374	0.000196458	4.692	9.74401e-08	4.3074e-09	2.544
15:07:37	393.48	0.34	3	0.00146867	0.000118256	4.602	9.7149e-08	4.13277e-09	2.454
15:07:47	393.65	0.34	1	0.000909809	7.62944e-05	4.818	9.80222e-08	4.59843e-09	2.688
15:07:57	393.82	0.32	2	0.00235368	0.000192643	4.692	9.74983e-08	4.3074e-09	2.544
15:08:07	393.99	0.32	3	0.00143815	0.000116349	4.632	9.72072e-08	4.19098e-09	2.472
15:08:17	394.16	0.34	1	0.000898365	7.43871e-05	4.764	9.80222e-08	4.59843e-09	2.688
15:08:27	394.33	0.32	2	0.00231363	0.000188828	4.692	9.74983e-08	4.3074e-09	2.544
15:08:37	394.49	0.30	3	0.00140954	0.000114441	4.662	9.72072e-08	4.19098e-09	2.472
15:08:47	394.66	0.32	1	0.000886921	7.43871e-05	4.824	9.80222e-08	4.59843e-09	2.706
15:08:57	394.83	0.30	2	0.00227357	0.000185014	4.692	9.75565e-08	4.3656e-09	2.562
15:09:07	395.00	0.36	3	0.00138093	0.000110627	4.62	9.72072e-08	4.19098e-09	2.472
15:09:18	395.17	0.34	1	0.000877384	7.24797e-05	4.77	9.80222e-08	4.59843e-09	2.706
15:09:28	395.34	0.38	2	0.00223352	0.000183106	4.686	9.75565e-08	4.3656e-09	2.562
15:09:38	395.50	0.30	3	0.00135041	0.000108719	4.65	9.72655e-08	4.19098e-09	2.49
15:09:48	395.67	0.30	1	0.000867847	7.24797e-05	4.83	9.80222e-08	4.59843e-09	2.706
15:09:58	395.84	0.32	2	0.00219347	0.000181199	4.728	9.75565e-08	4.3656e-09	2.562
15:10:08	396.01	0.32	3	0.00131989	0.000106812	4.686	9.72655e-08	4.24919e-09	2.508
15:10:18	396.18	0.28	1	0.000856403	7.05724e-05	4.77	9.80222e-08	4.59843e-09	2.706
15:10:28	396.34	0.40	2	0.00215532	0.000177384	4.728	9.75565e-08	4.3656e-09	2.562
15:10:38	396.51	0.32	3	0.00129319	0.000104905	4.644	9.73237e-08	4.19098e-09	2.49
15:10:48	396.68	0.42	1	0.000846867	7.05724e-05	4.83	9.80804e-08	4.59843e-09	2.706
15:10:58	396.85	0.40	2	0.00211717	0.00017357	4.722	9.76147e-08	4.3656e-09	2.58
15:11:09	397.01	0.34	3	0.00126458	0.000102997	4.668	9.73237e-08	4.24919e-09	2.526
15:11:19	397.18	0.34	1	0.00083733	6.8665e-05	4.77	9.80804e-08	4.59843e-09	2.706
15:11:29	397.36	0.34	2	0.00207902	0.000169755	4.716	9.76147e-08	4.3656e-09	2.58
15:11:39	397.52	0.28	3	0.00123406	0.00010109	4.704	9.73819e-08	4.24919e-09	2.526
15:11:49	397.69	0.36	1	0.0008297	6.8665e-05	4.824	9.80804e-08	4.65664e-09	2.724
15:11:59	397.86	0.30	2	0.00204088	0.000167848	4.71	9.76147e-08	4.3656e-09	2.58
15:12:09	398.02	0.34	3	0.00120545	9.72752e-05	4.656	9.73819e-08	4.24919e-09	2.526
15:12:19	398.19	0.34	1	0.000818256	6.67577e-05	4.764	9.80804e-08	4.59843e-09	2.7
15:12:29	398.36	0.30	2	0.00200273	0.00016594	4.752	9.76147e-08	4.42381e-09	2.598
15:12:39	398.53	0.36	3	0.00117684	9.53679e-05	4.686	9.73819e-08	4.24919e-09	2.526
15:12:49	398.71	0.40	1	0.00080872	6.67577e-05	4.824	9.80804e-08	4.65664e-09	2.724
15:12:59	398.87	0.30	2	0.00196649	0.000162126	4.746	9.76729e-08	4.3656e-09	2.58
15:13:09	399.03	0.32	3	0.00115014	9.34605e-05	4.716	9.74401e-08	4.24919e-09	2.526
15:13:20	399.20	0.28	1	0.00080109	6.48503e-05	4.752	9.80804e-08	4.65664e-09	2.724
15:13:30	399.37	0.30	2	0.00192834	0.000158311	4.74	9.76729e-08	4.42381e-09	2.598
15:13:40	399.72	0.26	3	0.00112153	9.15532e-05	4.662	9.74401e-08	4.3074e-09	2.544
