t,i,x,y,r,theta,xK,tc,therm,dc
1680122704.2875538, 0, 0.1098217, -0.001174754, 0.1101936, 359.3851, 0, 0, 0, 0.0
1680122709.0763683, 0, 0.1105529, -0.0008093381, 0.1098247, 359.5792, 0, 0, 0, 0.5
1680122713.8498874, 0, 0.111284, -0.001174754, 0.1116558, 359.3972, 0, 0, 0, 1.0
1680122718.6014426, 0, 0.1120152, -0.001540169, 0.1120214, 359.3991, 0, 0, 0, 1.5
1680122723.3607612, 0, 0.1127464, -0.0008093381, 0.1127493, 359.405, 0, 0, 0, 2.0
1680122728.126409, 0, 0.1131119, -0.001174754, 0.1138492, 359.405, 0, 0, 0, 2.5
1680122732.9089003, 0, 0.1138431, -0.001540169, 0.1142147, 359.594, 0, 0, 0, 3.0
1680122737.6744826, 0, 0.1149398, -0.001174754, 0.1145846, 359.2299, 0, 0, 0, 3.5
1680122742.4403965, 0, 0.115671, -0.001540169, 0.1153114, 359.2347, 0, 0, 0, 4.0
1680122747.2418194, 0, 0.115671, -0.001540169, 0.1156867, 359.2396, 0, 0, 0, 4.5
1680122752.01872, 0, 0.1160366, -0.001540169, 0.1160468, 359.2419, 0, 0, 0, 5.0
1680122756.7864408, 0, 0.1167677, -0.001540169, 0.1167779, 359.4254, 0, 0, 0, 5.5
1680122761.539385, 0, 0.1174989, -0.001540169, 0.1171488, 359.429, 0, 0, 0, 6.0
1680122766.302291, 0, 0.11823, -0.001905585, 0.1182401, 359.2537, 0, 0, 0, 6.5
1680122771.0882092, 0, 0.1185956, -0.001905585, 0.1186109, 359.256, 0, 0, 0, 7.0
1680122775.87371, 0, 0.1189612, -0.002271, 0.1193484, 358.9063, 0, 0, 0, 7.5
1680122780.6502476, 0, 0.1200579, -0.002271, 0.1197139, 358.742, 0, 0, 0, 8.0
1680122785.4051719, 0, 0.1207891, -0.001905585, 0.1208041, 358.9229, 0, 0, 0, 8.5
1680122790.177823, 0, 0.1211547, -0.003001831, 0.1211834, 358.7534, 0, 0, 0, 9.0
1680122794.92357, 0, 0.1222514, -0.003367247, 0.1222883, 358.4175, 0, 0, 0, 9.5
1680122799.6886067, 0, 0.122617, -0.002636416, 0.1226537, 358.5976, 0, 0, 0, 10.0
1680122804.484653, 0, 0.1240793, -0.002636416, 0.1237595, 358.4409, 0, 0, 0, 10.5
1680122809.25039, 0, 0.1244449, -0.003367247, 0.1248466, 358.6141, 0, 0, 0, 11.0
1680122814.0280478, 0, 0.125176, -0.003367247, 0.1252213, 358.6263, 0, 0, 0, 11.5
1680122818.7909195, 0, 0.1259072, -0.003367247, 0.1259348, 358.6302, 0, 0, 0, 12.0
1680122823.5440395, 0, 0.1266384, -0.003001831, 0.1266934, 358.3068, 0, 0, 0, 12.5
1680122828.3340476, 0, 0.1273695, -0.003001831, 0.127414, 358.4856, 0, 0, 0, 13.0
1680122833.0887444, 0, 0.1284663, -0.003732663, 0.1281449, 358.4986, 0, 0, 0, 13.5
1680122837.866179, 0, 0.1291974, -0.003367247, 0.1288758, 358.5028, 0, 0, 0, 14.0
1680122842.6345468, 0, 0.1299286, -0.003732663, 0.1299822, 358.5154, 0, 0, 0, 14.5
1680122847.3845878, 0, 0.1306597, -0.003367247, 0.1310785, 358.2035, 0, 0, 0, 15.0
1680122852.1326299, 0, 0.1317565, -0.003367247, 0.1318093, 358.3727, 0, 0, 0, 15.5
1680122856.8889017, 0, 0.1328532, -0.003732663, 0.1329164, 358.5441, 0, 0, 0, 16.0
1680122861.6481628, 0, 0.13395, -0.004098078, 0.1340019, 358.2524, 0, 0, 0, 16.5
1680122866.4264069, 0, 0.1350467, -0.004098078, 0.1350983, 358.4167, 0, 0, 0, 17.0
1680122871.1982565, 0, 0.1357778, -0.003732663, 0.1361946, 358.2665, 0, 0, 0, 17.5
1680122875.9531145, 0, 0.1372402, -0.004463493, 0.1369359, 358.442, 0, 0, 0, 18.0
1680122880.7114007, 0, 0.1387025, -0.004098078, 0.1380322, 358.4585, 0, 0, 0, 18.5
1680122885.4640877, 0, 0.1397992, -0.004463493, 0.1394939, 358.3165, 0, 0, 0, 19.0
1680122890.2412107, 0, 0.1412615, -0.004098078, 0.1416974, 358.3383, 0, 0, 0, 19.5
1680122895.0010557, 0, 0.1427238, -0.004463493, 0.1424172, 358.1949, 0, 0, 0, 20.0
1680122899.7579808, 0, 0.1430894, -0.004463493, 0.1435244, 358.2087, 0, 0, 0, 20.5
1680122904.5150907, 0, 0.1438206, -0.004463493, 0.1442444, 358.2269, 0, 0, 0, 21.0
1680122909.2841291, 0, 0.1452829, -0.004098078, 0.1457169, 358.0963, 0, 0, 0, 21.5
1680122914.0570755, 0, 0.1467452, -0.004828909, 0.1460823, 358.2534, 0, 0, 0, 22.0
1680122918.8349912, 0, 0.147842, -0.004463493, 0.1479208, 358.1292, 0, 0, 0, 22.5
1680122923.6040878, 0, 0.1489387, -0.004828909, 0.1493823, 358.143, 0, 0, 0, 23.0
1680122928.356984, 0, 0.150401, -0.004828909, 0.1504907, 358.0172, 0, 0, 0, 23.5
1680122933.1300926, 0, 0.1518633, -0.004828909, 0.1519289, 358.1787, 0, 0, 0, 24.0
1680122937.915059, 0, 0.1533256, -0.004828909, 0.1534136, 357.9233, 0, 0, 0, 24.5
1680122942.6894786, 0, 0.154788, -0.005194325, 0.1548751, 358.078, 0, 0, 0, 25.0
1680122947.4439523, 0, 0.1558847, -0.005194325, 0.1559595, 358.2298, 0, 0, 0, 25.5
1680122952.2118695, 0, 0.157347, -0.005194325, 0.1577981, 357.981, 0, 0, 0, 26.0
1680122956.9811592, 0, 0.1595405, -0.005925156, 0.1589066, 358.0042, 0, 0, 0, 26.5
1680122961.754219, 0, 0.1613684, -0.00555974, 0.1610988, 357.8924, 0, 0, 0, 27.0
1680122966.5090644, 0, 0.1628307, -0.00555974, 0.1633038, 358.177, 0, 0, 0, 27.5
1680122971.256472, 0, 0.164293, -0.005925156, 0.165144, 357.8122, 0, 0, 0, 28.0
1680122976.00464, 0, 0.1664865, -0.00555974, 0.1669447, 357.8409, 0, 0, 0, 28.5
1680122980.7701123, 0, 0.1690455, -0.005925156, 0.1691625, 357.9969, 0, 0, 0, 29.0
1680122985.5242836, 0, 0.1705079, -0.006290571, 0.1713545, 357.7788, 0, 0, 0, 29.5
1680122990.2856529, 0, 0.1734325, -0.006655986, 0.1731812, 357.9139, 0, 0, 0, 30.0
1680122995.0419958, 0, 0.1741637, -0.006655986, 0.1750214, 357.8206, 0, 0, 0, 30.5
1680122999.8050663, 0, 0.1759916, -0.006655986, 0.1761316, 357.8386, 0, 0, 0, 31.0
1680123004.5957782, 0, 0.1785506, -0.007021402, 0.1779307, 357.7434, 0, 0, 0, 31.5
1680123009.3914702, 0, 0.1796473, -0.007021402, 0.1797845, 357.7663, 0, 0, 0, 32.0
1680123014.1536012, 0, 0.1818408, -0.007386818, 0.1815973, 357.7843, 0, 0, 0, 32.5
1680123018.9196682, 0, 0.1833031, -0.007021402, 0.1838322, 357.5831, 0, 0, 0, 33.0
1680123023.6947212, 0, 0.1854966, -0.007386818, 0.1856585, 357.7196, 0, 0, 0, 33.5
1680123028.4680552, 0, 0.1869589, -0.007752234, 0.1871196, 357.8492, 0, 0, 0, 34.0
1680123033.199521, 0, 0.189518, -0.008117649, 0.1893112, 357.7679, 0, 0, 0, 34.5
1680123037.9429772, 0, 0.192077, -0.007752234, 0.1915338, 357.6844, 0, 0, 0, 35.0
1680123042.718725, 0, 0.1939049, -0.008117649, 0.1940748, 357.495, 0, 0, 0, 35.5
1680123047.466973, 0, 0.1960984, -0.008483065, 0.196647, 357.5276, 0, 0, 0, 36.0
1680123052.220335, 0, 0.1986575, -0.008117649, 0.1984434, 357.5593, 0, 0, 0, 36.5
1680123056.962656, 0, 0.2012165, -0.008483065, 0.2017605, 357.5859, 0, 0, 0, 37.0
1680123061.7373326, 0, 0.2037756, -0.009213896, 0.2036186, 357.4064, 0, 0, 0, 37.5
1680123066.5033717, 0, 0.2056035, -0.00884848, 0.2050794, 357.4295, 0, 0, 0, 38.0
1680123071.2617302, 0, 0.2070658, -0.00884848, 0.2076359, 357.5574, 0, 0, 0, 38.5
1680123076.018366, 0, 0.2092592, -0.009579311, 0.2094784, 357.3835, 0, 0, 0, 39.0
1680123080.7835155, 0, 0.2121839, -0.009579311, 0.2116864, 357.3073, 0, 0, 0, 39.5
1680123085.5560215, 0, 0.2140118, -0.01031014, 0.2138948, 357.3395, 0, 0, 0, 40.0
1680123090.3288767, 0, 0.2162053, -0.01031014, 0.2160687, 357.2652, 0, 0, 0, 40.5
1680123095.0712552, 0, 0.2191299, -0.01067556, 0.2193898, 357.3017, 0, 0, 0, 41.0
1680123099.8311825, 0, 0.2220545, -0.01104097, 0.2215986, 357.4315, 0, 0, 0, 41.5
1680123104.6095197, 0, 0.2249792, -0.01104097, 0.2245379, 357.0929, 0, 0, 0, 42.0
1680123109.3802814, 0, 0.2271726, -0.01140639, 0.2274588, 357.213, 0, 0, 0, 42.5
1680123114.1494918, 0, 0.2293661, -0.01104097, 0.2300331, 357.153, 0, 0, 0, 43.0
1680123118.8900337, 0, 0.2315596, -0.0117718, 0.2322237, 357.0898, 0, 0, 0, 43.5
1680123123.665648, 0, 0.2337531, -0.01250264, 0.2337029, 357.023, 0, 0, 0, 44.0
1680123128.4476914, 0, 0.2366777, -0.01213722, 0.2362776, 357.0598, 0, 0, 0, 44.5
1680123133.2020092, 0, 0.2388712, -0.01286805, 0.2391793, 356.9164, 0, 0, 0, 45.0
1680123137.9895341, 0, 0.2414302, -0.01323347, 0.242138, 356.9445, 0, 0, 0, 45.5
1680123142.772675, 0, 0.2432581, -0.01323347, 0.2439828, 356.9765, 0, 0, 0, 46.0
1680123147.5276105, 0, 0.2476451, -0.01359888, 0.2476333, 356.9367, 0, 0, 0, 46.5
