t,i,x,y,r,theta,xK
1680211829.4319925,0.0,0.0006829367,0.0001007462,0.0006090638,14.48782,0
1680211832.905569,0.16842105263157894,0.000624444,9.343791e-05,0.0006254225,6.082605,0
1680211836.38011,0.3368421052631579,0.0005440166,6.420467e-05,0.0005986506,3.700652,0
1680211839.8406107,0.5052631578947369,0.000748741,-3.81117e-05,0.0007292817,357.0282,0
1680211843.3046486,0.6736842105263158,0.000799922,-8.196156e-05,0.0007428193,359.2784,0
1680211846.77483,0.8421052631578947,0.0006683135,5.738174e-06,0.0007050573,358.6845,0
1680211850.2367566,1.0105263157894737,0.0006902483,-1.618676e-05,0.0006391288,2.536566,0
1680211853.6929576,1.1789473684210525,0.0006902483,-3.81117e-05,0.0006917409,357.4715,0
1680211857.152561,1.3473684210526315,0.0006683135,-3.81117e-05,0.0006687264,0.5029364,0
1680211860.5826435,1.5157894736842106,0.0006536903,2.766311e-05,0.0006550562,2.450595,0
1680211864.0247056,1.6842105263157894,0.0007194947,-4.542001e-05,0.0007177561,352.7821,0
1680211867.479012,1.8526315789473684,0.0007194947,-7.465325e-05,0.000738679,352.5785,0
1680211870.9596593,2.0210526315789474,0.0007268062,-5.272832e-05,0.0006789732,355.1814,0
1680211874.4089432,2.1894736842105265,0.0007779873,-0.000140428,0.0007880943,350.8981,0
1680211877.8534372,2.357894736842105,0.0008657263,-0.0001915862,0.0008510144,344.7862,0
1680211881.321347,2.526315789473684,0.0008803495,-0.0002281278,0.0009076213,344.7862,0
1680211884.7755475,2.694736842105263,0.0008364799,-0.0002135112,0.0009273083,343.4783,0
1680211888.2550595,2.863157894736842,0.0008511031,-0.0001696613,0.0008233982,348.2341,0
1680211891.7172928,3.031578947368421,0.0008730378,-0.0002281278,0.000824787,344.0146,0
1680211895.148062,3.2,0.0009315306,-0.0003231358,0.0009119311,341.9676,0
1680211898.6040752,3.2,0.0008876611,-0.0002208195,0.0008438921,346.7366,0
1680211902.047803,3.031578947368421,0.0008072336,-0.0002208195,0.0008420635,344.7862,0
1680211905.5067525,2.863157894736842,0.0008364799,-0.0002500527,0.0008420635,344.0146,0
1680211908.9633498,2.6947368421052635,0.0007560526,-0.0001331197,0.000763177,348.1888,0
1680211912.4353364,2.5263157894736845,0.000799922,-0.0001988945,0.0008368915,346.2896,0
1680211915.8815978,2.3578947368421055,0.0007633641,-0.0001915862,0.0007941325,345.1847,0
1680211919.3211813,2.1894736842105265,0.000748741,-0.0001258114,0.0007546109,349.1482,0
1680211922.7802505,2.0210526315789474,0.0008072336,-0.000279286,0.0008656908,341.3851,0
1680211926.2201989,1.8526315789473686,0.000799922,-0.0002208195,0.0008298412,343.8786,0
1680211929.6716905,1.6842105263157896,0.0007633641,-0.0001915862,0.0008260719,344.2302,0
1680211933.1389647,1.5157894736842108,0.0007633641,-0.0001988945,0.0006987335,351.0682,0
1680211936.588851,1.3473684210526318,0.0006390671,-2.349507e-05,0.0006025747,357.8452,0
1680211940.0481157,1.1789473684210527,0.0005878861,-2.349507e-05,0.0005808001,359.1127,0
1680211943.507852,1.0105263157894737,0.0006536903,-4.542001e-05,0.0006105983,356.1964,0
1680211946.9535575,0.8421052631578951,0.0005878861,-0.0001258114,0.0005573872,350.3159,0
1680211950.4052708,0.6736842105263161,0.0006098208,-6.003663e-05,0.0006266662,352.4348,0
1680211953.8548248,0.5052631578947371,0.0005513282,-6.003663e-05,0.0005459093,356.5756,0
1680211957.3217013,0.33684210526315805,0.000485524,-6.734494e-05,0.0005997109,343.6314,0
1680211960.7740393,0.16842105263157903,0.000536705,-0.000162353,0.0005581896,341.7585,0
1680211964.2275558,0.0,0.0004343429,-8.926987e-05,0.0004250882,347.9927,0
1680211967.6797066,0.0,0.0004124081,-5.272832e-05,0.0003940174,353.8537,0
1680211971.1237743,-0.16842105263157894,0.0003758502,-1.570137e-06,0.0003404181,5.884789,0
1680211974.5733016,-0.3368421052631579,0.0004782123,-7.465325e-05,0.0004362623,348.573,0
1680211978.03676,-0.5052631578947369,0.0003904734,-0.0001038865,0.0003277705,341.1512,0
1680211981.5049841,-0.6736842105263158,0.0003831618,-9.657818e-05,0.0003602659,350.3483,0
1680211984.9648266,-0.8421052631578947,0.0003027344,-8.878449e-06,0.0002767369,356.9394,0
1680211988.4308681,-1.0105263157894737,0.0002954228,-1.618676e-05,0.0003479699,1.06028,0
1680211991.8911562,-1.1789473684210525,0.0003027344,2.03548e-05,0.0002650438,4.256484,0
1680211995.3397224,-1.3473684210526315,0.0002369301,-8.878449e-06,0.0002296902,353.0187,0
1680211998.809275,-1.5157894736842106,0.0001711259,-8.926987e-05,0.0002213668,346.22,0
1680212002.2560997,-1.6842105263157894,0.000185749,0.0001007462,0.0002243775,25.00066,0
1680212005.7095695,-1.8526315789473684,0.0001638143,-2.349507e-05,0.0001640547,354.095,0
1680212009.1569855,-2.0210526315789474,0.0002588649,-8.878449e-06,0.0002007965,355.0197,0
1680212012.621372,-2.1894736842105265,0.0002149954,-7.465325e-05,0.0002507062,344.8871,0
1680212016.1012309,-2.357894736842105,0.0002661765,-4.542001e-05,0.0002373375,346.5767,0
1680212019.5581558,-2.526315789473684,0.0002296185,-6.734494e-05,0.000193738,356.8977,0
1680212023.0362568,-2.694736842105263,0.0002296185,-1.570137e-06,0.0002478741,359.6711,0
1680212026.4767704,-2.863157894736842,0.0003027344,1.304649e-05,0.0003101731,352.2707,0
1680212029.9717553,-3.031578947368421,0.000310046,-5.272832e-05,0.0002745638,344.2892,0
1680212033.4380531,-3.2,0.0002734881,-0.0001038865,0.0003509001,341.4683,0
1680212036.9150023,-3.2,0.0002076838,-4.542001e-05,0.0002004543,10.26735,0
1680212040.3732035,-3.031578947368421,0.0001784375,1.304649e-05,0.0002372891,356.422,0
1680212043.8310864,-2.863157894736842,0.0002734881,-8.926987e-05,0.0002694557,338.7552,0
1680212047.3080077,-2.6947368421052635,0.0002807996,-5.272832e-05,0.0002606911,5.065807,0
1680212050.7754931,-2.5263157894736845,0.0003246691,-1.618676e-05,0.0003393408,6.9208,0
1680212054.2242775,-2.3578947368421055,0.0003539154,-3.080338e-05,0.0004384725,355.572,0
1680212057.666665,-2.1894736842105265,0.0004050965,-0.0001258114,0.000447441,342.1106,0
1680212061.1223311,-2.0210526315789474,0.0005074587,-0.0001550447,0.0005397656,341.5107,0
1680212064.5756884,-1.8526315789473686,0.0004562776,-0.0001477364,0.000436128,344.1047,0
1680212068.036854,-1.6842105263157896,0.0004562776,-0.0001331197,0.0004784955,349.4867,0
1680212071.5015728,-1.5157894736842108,0.0005659513,-0.0001988945,0.0005929748,342.9504,0
1680212074.97802,-1.3473684210526318,0.0004635892,-0.0001696613,0.0005559158,342.8952,0
1680212078.4361649,-1.1789473684210527,0.0005659513,-0.0001331197,0.0006434044,346.7638,0
1680212081.900291,-1.0105263157894737,0.0005732629,-0.0001550447,0.0006169431,345.3994,0
1680212085.382053,-0.8421052631578951,0.0006171324,-0.000162353,0.0006762873,343.1295,0
1680212088.873813,-0.6736842105263161,0.0005513282,-0.0001769696,0.0005768429,342.8442,0
1680212092.3244185,-0.5052631578947371,0.0005513282,-0.0001696613,0.0005836678,338.5714,0
1680212095.7972045,-0.33684210526315805,0.0004562776,-0.0002354361,0.0005400445,337.7236,0
1680212099.263472,-0.16842105263157903,0.0004928355,-0.000162353,0.0005157283,343.3948,0
1680212102.718639,0.0,0.0004928355,-0.0002062029,0.0005736015,335.6035,0
