t,i,x,y,r,theta,xK
1681448801.4329863,0.0,-0.000558309,0.0004149551,0.0006982592,143.4883,0
1681448804.7281036,0.8,-0.0005568467,0.0004127625,0.0006950401,143.5831,0
1681448807.605394,1.6,-0.000562696,0.0004142243,0.0007004868,143.8316,0
1681448810.4930856,2.4000000000000004,-0.000567814,0.0004127625,0.0007036764,143.889,0
1681448813.3637478,3.2,-0.0005685452,0.0004186092,0.0007060293,143.6969,0
1681448816.244077,3.2,-0.000567814,0.0004149551,0.0007046207,143.5411,0
1681448819.1480694,2.4000000000000004,-0.000567083,0.0004142243,0.0007058746,143.5182,0
1681448822.0360703,1.6,-0.0005685452,0.0004134934,0.0007040293,143.7321,0
1681448824.9108567,0.7999999999999998,-0.000567814,0.0004149551,0.0007026882,143.2459,0
1681448827.8030858,0.0,-0.0005605025,0.0004142243,0.0006949092,143.499,0
1681448830.6870644,0.0,-0.0005575778,0.0004171475,0.0006948906,143.4398,0
1681448833.5820022,-0.8,-0.0005568467,0.0004171475,0.0006948913,143.1986,0
1681448836.4859807,-1.6,-0.0005495352,0.0004156859,0.0006837831,142.9068,0
1681448839.386113,-2.4000000000000004,-0.000544417,0.0004178784,0.000688904,143.2476,0
1681448842.285123,-3.2,-0.0005473417,0.0004178784,0.0006849705,142.4279,0
1681448845.1826391,-3.2,-0.0005458793,0.0004171475,0.0006871408,142.8567,0
1681448848.1360116,-2.4000000000000004,-0.0005517286,0.0004127625,0.0006903704,143.3078,0
1681448851.0331779,-1.6,-0.0005575778,0.0004171475,0.0006918214,142.8116,0
1681448853.9182446,-0.7999999999999998,-0.0005634271,0.00041934,0.0006998974,143.1262,0
1681448856.819038,0.0,-0.000567814,0.0004149551,0.0007043,143.5934,0
