t,i,x,y,r,theta,xK
1681448674.9963765,0.0,-0.0005517286,0.0004134934,0.0006874323,143.1017,0
1681448678.221163,0.1,-0.0005517286,0.0004134934,0.0006909489,142.9435,0
1681448681.081819,0.2,-0.0005488039,0.0004164167,0.0006893459,143.004,0
1681448683.9901164,0.30000000000000004,-0.0005553844,0.0004156859,0.0006886033,142.9435,0
1681448686.8933542,0.4,-0.0005495352,0.0004127625,0.0006893393,142.87,0
1681448689.7960997,0.5,-0.0005488039,0.0004113009,0.0006869944,142.9198,0
1681448692.7141156,0.6000000000000001,-0.0005509974,0.0004156859,0.0006924039,143.0776,0
1681448695.6090941,0.7000000000000001,-0.0005546532,0.0004149551,0.0006937333,143.4507,0
1681448698.5300624,0.8,-0.000558309,0.0004127625,0.0006905023,143.0292,0
1681448701.463063,0.9,-0.000558309,0.0004186092,0.0006943048,143.4757,0
1681448704.4117744,1.0,-0.0005575778,0.0004171475,0.0006934275,143.1862,0
1681448707.3337939,1.1,-0.0005597714,0.0004156859,0.0006950401,143.5704,0
1681448710.2670505,1.2000000000000002,-0.0005568467,0.0004164167,0.0006913801,143.4163,0
1681448713.21001,1.3,-0.000558309,0.0004171475,0.00069796,143.21,0
1681448716.154066,1.4000000000000001,-0.0005575778,0.0004178784,0.0006975228,143.6899,0
1681448719.116646,1.5,-0.0005612337,0.0004156859,0.0006950401,143.4615,0
1681448722.0704267,1.6,-0.000558309,0.0004127625,0.0006964997,143.1502,0
1681448725.0465705,1.7000000000000002,-0.0005561155,0.0004156859,0.0006962044,143.4523,0
1681448728.0580585,1.8,-0.0005575778,0.0004127625,0.0006959137,143.0779,0
1681448731.0418875,1.9000000000000001,-0.0005605025,0.0004134934,0.0006945962,143.4273,0
1681448734.046991,2.0,-0.0005502662,0.0004164167,0.0006912361,143.5009,0
1681448737.0440946,2.1,-0.0005531909,0.0004164167,0.0006949092,143.3914,0
1681448740.0509198,2.2,-0.0005568467,0.0004178784,0.0006976725,143.6289,0
1681448743.046282,2.3000000000000003,-0.000562696,0.0004134934,0.0006950401,143.1622,0
1681448746.0067346,2.4000000000000004,-0.0005641583,0.0004171475,0.0006991526,143.7126,0
1681448749.069128,2.5,-0.0005605025,0.0004120317,0.0006963661,143.4011,0
1681448752.1023307,2.6,-0.0005641583,0.0004127625,0.0007019144,143.9151,0
1681448755.1224222,2.7,-0.0005619648,0.0004178784,0.0007016666,143.9502,0
1681448758.180117,2.8000000000000003,-0.0005619648,0.0004127625,0.0007014788,143.8092,0
1681448761.2193298,2.9000000000000004,-0.0005685452,0.0004186092,0.0007004868,143.7067,0
1681448764.3043065,3.0,-0.0005700075,0.0004156859,0.0007028078,143.5785,0
1681448767.3630764,3.1,-0.000567083,0.0004186092,0.0007061855,143.8373,0
1681448770.432242,3.2,-0.000567814,0.00041934,0.0007012354,143.6264,0
1681448773.49605,3.2,-0.000567814,0.0004142243,0.0007020982,143.639,0
