t,i,x,y,r,theta,xK
1680126425.3060215,0.0,-2.310112e-05,0.0001328542,0.0001351002,98.84766,0
1680126428.782389,0.16842105263157894,-2.383228e-05,0.0001343159,0.0001353263,98.94344,0
1680126432.2424388,0.3368421052631579,-2.017649e-05,0.0001335851,0.0001355678,98.89529,0
1680126435.721463,0.5052631578947369,-2.090764e-05,0.0001335851,0.000134515,96.70464,0
1680126439.160649,0.6736842105263158,-1.798301e-05,0.0001328542,0.0001334757,96.08859,0
1680126442.6283965,0.8421052631578947,-1.432722e-05,0.0001335851,0.000134515,96.4315,0
1680126446.092258,1.0105263157894737,-1.725185e-05,0.0001328542,0.0001347901,97.88953,0
1680126449.5397565,1.1789473684210525,-1.725185e-05,0.0001328542,0.0001338775,96.50205,0
1680126452.9965978,1.3473684210526315,-1.432722e-05,0.0001328542,0.0001340106,94.56735,0
1680126456.4729156,1.5157894736842106,-1.725185e-05,0.0001328542,0.0001348896,97.35872,0
1680126459.9364297,1.6842105263157894,-1.725185e-05,0.0001335851,0.0001353281,97.97475,0
1680126463.4062366,1.8526315789473684,-1.798301e-05,0.0001321234,0.0001351002,98.32701,0
1680126466.846695,2.0210526315789474,-2.236996e-05,0.0001335851,0.0001353263,99.50645,0
1680126470.3174243,2.1894736842105265,-2.602575e-05,0.0001335851,0.0001366861,102.5271,0
1680126473.7843425,2.357894736842105,-2.968155e-05,0.0001350468,0.0001365331,102.1634,0
1680126477.2369914,2.526315789473684,-3.479965e-05,0.0001343159,0.0001378609,102.4611,0
1680126480.6986504,2.694736842105263,-3.479965e-05,0.0001350468,0.0001376821,103.3501,0
1680126484.1657548,2.863157894736842,-3.114386e-05,0.0001343159,0.0001373353,105.1871,0
1680126487.6326838,3.031578947368421,-2.748807e-05,0.0001335851,0.000136288,100.1699,0
1680126491.1075559,3.2,-2.16388e-05,0.0001335851,0.0001354452,99.81122,0
1680126494.576152,3.2,-2.310112e-05,0.0001328542,0.0001346049,99.81122,0
1680126498.036423,3.031578947368421,-2.748807e-05,0.0001328542,0.0001375564,100.1699,0
1680126501.5087538,2.863157894736842,-2.456344e-05,0.0001321234,0.0001356943,100.0615,0
1680126504.9779112,2.6947368421052635,-2.16388e-05,0.0001343159,0.0001354452,100.0082,0
1680126508.446601,2.5263157894736845,-2.748807e-05,0.0001328542,0.0001370033,103.0545,0
1680126511.9093108,2.3578947368421055,-3.114386e-05,0.0001343159,0.0001370998,102.8938,0
1680126515.385699,2.1894736842105265,-2.602575e-05,0.0001350468,0.0001352408,100.4191,0
1680126518.845065,2.0210526315789474,-2.748807e-05,0.0001328542,0.0001362384,102.1634,0
1680126522.3182778,1.8526315789473686,-3.260618e-05,0.0001328542,0.0001363839,102.5271,0
1680126525.7876868,1.6842105263157896,-3.333734e-05,0.0001343159,0.0001380463,103.645,0
1680126529.2430854,1.5157894736842108,-3.04127e-05,0.0001328542,0.0001371675,102.8256,0
1680126532.7273874,1.3473684210526318,-3.40685e-05,0.0001343159,0.0001389273,103.3501,0
1680126536.1822274,1.1789473684210527,-3.553081e-05,0.0001350468,0.0001378609,104.6013,0
1680126539.6244845,1.0105263157894737,-3.553081e-05,0.0001335851,0.000138936,105.3985,0
1680126543.087279,0.8421052631578951,-3.114386e-05,0.0001335851,0.0001392777,104.4499,0
1680126546.5566645,0.6736842105263161,-3.187502e-05,0.0001343159,0.0001382296,103.645,0
1680126550.0293233,0.5052631578947371,-3.626197e-05,0.0001343159,0.0001384193,106.2646,0
1680126553.495349,0.33684210526315805,-3.626197e-05,0.0001343159,0.0001383913,103.3501,0
1680126556.9579508,0.16842105263157903,-4.064892e-05,0.0001343159,0.000140287,107.3002,0
1680126560.3936036,0.0,-4.138008e-05,0.0001335851,0.0001400655,106.5516,0
1680126563.8507833,0.0,-3.553081e-05,0.0001335851,0.0001388096,105.1082,0
1680126567.2954564,-0.16842105263157894,-3.772429e-05,0.0001343159,0.0001401221,107.7817,0
1680126570.7348602,-0.3368421052631579,-4.430471e-05,0.0001350468,0.0001416796,108.5362,0
1680126574.1915498,-0.5052631578947369,-4.942282e-05,0.0001328542,0.0001416883,108.1631,0
1680126577.661052,-0.6736842105263158,-4.357355e-05,0.0001343159,0.0001418992,109.9264,0
1680126581.1169078,-0.8421052631578947,-4.79605e-05,0.0001335851,0.0001438062,109.6502,0
1680126584.5860963,-1.0105263157894737,-4.649819e-05,0.0001335851,0.0001421286,108.8161,0
1680126588.0484467,-1.1789473684210525,-5.088513e-05,0.0001335851,0.0001421367,109.5702,0
1680126591.501063,-1.3473684210526315,-4.357355e-05,0.0001343159,0.0001430672,110.4758,0
1680126594.9678726,-1.5157894736842106,-4.942282e-05,0.0001350468,0.0001426218,108.2554,0
1680126598.4100337,-1.6842105263157894,-4.576703e-05,0.0001328542,0.0001423776,109.9264,0
1680126601.8422601,-1.8526315789473684,-4.503587e-05,0.0001343159,0.0001433103,108.5362,0
1680126605.278395,-2.0210526315789474,-4.28424e-05,0.0001335851,0.0001412442,107.7817,0
1680126608.7374046,-2.1894736842105265,-4.430471e-05,0.0001350468,0.0001426218,109.6502,0
1680126612.2137938,-2.357894736842105,-4.79605e-05,0.0001343159,0.0001431202,109.8496,0
1680126615.6731575,-2.526315789473684,-4.576703e-05,0.0001335851,0.0001407405,109.552,0
1680126619.1252728,-2.694736842105263,-4.942282e-05,0.0001350468,0.0001426899,111.1875,0
1680126622.5812685,-2.863157894736842,-5.015398e-05,0.0001343159,0.0001421367,110.4758,0
1680126626.0403197,-3.031578947368421,-5.161629e-05,0.0001357776,0.0001447445,110.4758,0
1680126629.4905143,-3.2,-4.942282e-05,0.0001343159,0.0001432835,109.9264,0
1680126632.9465802,-3.2,-4.869166e-05,0.0001343159,0.0001445748,110.101,0
1680126636.3770146,-3.031578947368421,-4.211123e-05,0.0001343159,0.000141496,110.3031,0
1680126639.8384507,-2.863157894736842,-4.869166e-05,0.0001350468,0.000140287,108.5362,0
1680126643.3014145,-2.6947368421052635,-4.28424e-05,0.0001335851,0.0001421367,107.4074,0
1680126646.7866833,-2.5263157894736845,-4.942282e-05,0.0001335851,0.0001423582,108.8161,0
1680126650.2395675,-2.3578947368421055,-5.234745e-05,0.0001335851,0.0001421825,109.1919,0
1680126653.6846793,-2.1894736842105265,-4.869166e-05,0.0001343159,0.0001426218,109.4712,0
1680126657.1314049,-2.0210526315789474,-4.722935e-05,0.0001343159,0.000141207,109.0951,0
1680126660.576733,-1.8526315789473686,-4.503587e-05,0.0001350468,0.0001445748,109.3731,0
1680126664.0438325,-1.6842105263157896,-4.942282e-05,0.0001335851,0.0001432104,110.8528,0
1680126667.515107,-1.5157894736842108,-5.088513e-05,0.0001350468,0.0001443153,112.1003,0
1680126670.9725444,-1.3473684210526318,-4.869166e-05,0.0001350468,0.0001421367,108.9117,0
1680126674.4422479,-1.1789473684210527,-3.91866e-05,0.0001335851,0.0001409723,107.4074,0
1680126677.911169,-1.0105263157894737,-4.138008e-05,0.0001328542,0.0001406173,106.383,0
1680126681.360973,-0.8421052631578951,-3.772429e-05,0.0001343159,0.0001398304,106.2646,0
1680126684.8030047,-0.6736842105263161,-4.503587e-05,0.0001343159,0.0001390101,105.9767,0
1680126688.2520673,-0.5052631578947371,-4.28424e-05,0.0001335851,0.0001409831,107.0357,0
1680126691.7165437,-0.33684210526315805,-4.357355e-05,0.0001350468,0.000140512,109.1919,0
1680126695.1622014,-0.16842105263157903,-4.28424e-05,0.0001350468,0.0001407626,108.2554,0
1680126698.6225116,0.0,-4.503587e-05,0.0001335851,0.0001398174,107.691,0
