t,i,x,y,r,theta,xK
1681448547.0313249,0.0,-0.0004003788,0.0003988768,0.0005641251,134.7924,0
1681448550.1516447,0.1,-0.0003981853,0.0004018001,0.0005630945,134.6364,0
1681448553.0378652,0.2,-0.0003989165,0.0004025309,0.0005698174,134.8989,0
1681448555.970721,0.30000000000000004,-0.0004018411,0.0003988768,0.0005687896,135.315,0
1681448558.8421504,0.4,-0.0004033034,0.0004018001,0.0005703277,135.2103,0
1681448561.7093399,0.5,-0.0004025723,0.0004039926,0.0005682763,135.0029,0
1681448564.5868018,0.6000000000000001,-0.0003996477,0.0004018001,0.0005677558,134.7944,0
1681448567.5200775,0.7000000000000001,-0.0004054969,0.0004032617,0.0005682695,135.4184,0
1681448570.425548,0.8,-0.0004054969,0.0004010693,0.0005687896,135.3687,0
1681448573.2990692,0.9,-0.0004040346,0.0004018001,0.0005708745,135.3668,0
1681448576.2014165,1.0,-0.0004025723,0.0004025309,0.0005693294,135.1591,0
1681448579.101308,1.1,-0.0004084216,0.0003996076,0.0005703525,135.4699,0
1681448582.0138946,1.2000000000000002,-0.0004091527,0.0004032617,0.0005734452,135.6762,0
1681448584.9428651,1.3,-0.000373326,0.0003966843,0.0005257487,131.2976,0
1681448587.8494878,1.4000000000000001,-0.0003499289,0.0003966843,0.0005290348,131.476,0
1681448590.7840636,1.5,-0.00035066,0.0003930301,0.0005293911,131.469,0
1681448593.7174983,1.6,-0.0003491977,0.0003966843,0.0005303047,131.3572,0
1681448596.6475096,1.7000000000000002,-0.0003513912,0.0003974151,0.0005285525,131.4096,0
1681448599.5500233,1.8,-0.000355047,0.0003966843,0.0005277533,131.4166,0
1681448602.5440571,1.9000000000000001,-0.0003484666,0.0003930301,0.0005293308,131.4166,0
1681448605.4730875,2.0,-0.0003543158,0.0003959535,0.0005304852,131.9168,0
1681448608.3960493,2.1,-0.000355047,0.0003930301,0.0005312808,131.9816,0
1681448611.3465862,2.2,-0.0003535847,0.0003974151,0.0005299379,131.752,0
1681448614.27912,2.3000000000000003,-0.0003521224,0.0003944918,0.0005313368,131.9698,0
1681448617.2788393,2.4000000000000004,-0.000355047,0.000393761,0.0005323131,132.152,0
1681448620.230437,2.5,-0.0003535847,0.0003981459,0.0005298767,132.1631,0
1681448623.1865723,2.6,-0.0003557781,0.0003944918,0.0005298175,131.6468,0
1681448626.1356313,2.7,-0.0003579716,0.0003930301,0.0005329138,131.8297,0
