t,i,x,y,r,theta,xK
1680212493.0190322,2.0210526315789474,0.0004416544,-0.0003158275,0.0005399528,323.6465,0
1680212496.4831505,1.8526315789473686,0.0004343429,-0.0003304441,0.000525273,322.3534,0
1680212499.9324708,1.6842105263157896,0.0004050965,-0.0003377525,0.0005311334,324.1529,0
1680212503.3835058,1.5157894736842108,0.0004562776,-0.0003304441,0.0005547258,323.4689,0
1680212506.8597882,1.3473684210526318,0.0004270313,-0.0003012109,0.0005311334,323.2045,0
1680212510.3280656,1.1789473684210527,0.0004197197,-0.0003085192,0.0004566022,322.2161,0
1680212513.7820785,1.0105263157894737,0.0003831618,-0.0002719777,0.0004784864,323.0396,0
1680212517.2519567,0.8421052631578951,0.000397785,-0.0002865943,0.0004682564,320.6737,0
1680212520.706877,0.6736842105263161,0.0003246691,-0.0002354361,0.0003893054,321.4366,0
1680212524.1396983,0.5052631578947371,0.0003539154,-0.0002646693,0.0003968026,324.8056,0
1680212527.5838563,0.33684210526315805,0.0003392923,-0.000257361,0.0003849296,326.0277,0
1680212531.0316265,0.16842105263157903,0.0002881112,-0.0002135112,0.0003297788,323.9734,0
1680212534.4699535,0.0,0.0002442417,-0.0002208195,0.0003264507,321.2655,0
1680212537.915765,0.0,0.0002296185,-0.0001842779,0.0002841454,324.3943,0
1680212541.3741045,-0.16842105263157894,0.0002515533,-0.0002427444,0.0003299486,322.9658,0
1680212544.8288112,-0.3368421052631579,0.0002881112,-0.0001696613,0.0003034205,326.8487,0
1680212548.2758038,-0.5052631578947369,0.0002442417,-0.0001696613,0.0003055643,328.0547,0
1680212551.7275999,-0.6736842105263158,0.0002223069,-8.926987e-05,0.0002453829,337.7532,0
1680212555.1874857,-0.8421052631578947,0.0001638143,-9.657818e-05,0.0002158697,339.566,0
1680212558.6452699,-1.0105263157894737,0.0002369301,-0.0001185031,0.0002780684,336.5181,0
1680212562.0962794,-1.1789473684210525,0.0002076838,-7.465325e-05,0.0001699944,344.1524,0
1680212565.5431447,-1.3473684210526315,0.0001711259,-7.465325e-05,0.0002519194,331.8352,0
1680212568.9829934,-1.5157894736842106,0.0002807996,-0.0001331197,0.0002854471,329.0864,0
1680212572.4391298,-1.6842105263157894,0.0002369301,-0.0001258114,0.0002854471,328.8312,0
1680212575.8881745,-1.8526315789473684,0.0002369301,-0.0001258114,0.0002127005,333.4251,0
1680212579.3471808,-2.0210526315789474,0.0001711259,-0.0001258114,0.0002203309,332.5283,0
1680212582.8217084,-2.1894736842105265,0.0001784375,-7.465325e-05,0.0002127005,353.141,0
1680212586.2824104,-2.357894736842105,0.000134568,-8.878449e-06,0.0001272661,16.96175,0
1680212589.7320125,-2.526315789473684,9.069846e-05,3.497142e-05,0.0001179374,9.631414,0
1680212593.2145855,-2.694736842105263,0.000134568,-1.570137e-06,0.0001230935,9.631414,0
1680212596.6706455,-2.863157894736842,0.0001491911,3.497142e-05,0.0001197073,19.63714,0
1680212600.1227038,-3.031578947368421,9.069846e-05,4.958804e-05,0.000128874,43.38775,0
1680212603.5814528,-3.2,0.0001491911,5.738174e-06,0.0001373819,28.66698,0
1680212607.0463557,-3.2,0.0001199448,5.738174e-06,0.0001640547,351.2603,0
1680212610.5070655,-3.031578947368421,0.0001272564,1.304649e-05,0.0001872291,345.7809,0
1680212613.9557004,-2.863157894736842,0.0002149954,-6.003663e-05,0.0002322837,354.5965,0
1680212617.4321964,-2.6947368421052635,9.801004e-05,3.497142e-05,0.0001302284,6.2077,0
1680212620.8851168,-2.5263157894736845,0.0001638143,1.304649e-05,0.0001433322,18.36844,0
1680212624.3255398,-2.3578947368421055,0.0001199448,2.03548e-05,0.0001216597,2.5818,0
1680212627.7778742,-2.1894736842105265,0.0001565027,-1.618676e-05,0.0001573376,356.7531,0
1680212631.2369041,-2.0210526315789474,0.0001199448,-3.080338e-05,0.0001491994,8.164248,0
1680212634.6805887,-1.8526315789473686,9.069846e-05,5.689635e-05,7.896415e-05,36.79264,0
1680212638.128792,-1.6842105263157896,0.0001272564,-8.878449e-06,0.0001654906,356.009,0
1680212641.5953734,-1.5157894736842108,0.0001126332,-1.570137e-06,0.0001438118,12.6489,0
1680212645.0608153,-1.3473684210526318,4.682895e-05,7.882129e-05,8.374699e-05,50.54366,0
1680212648.4986382,-1.1789473684210527,2.959457e-06,0.0001299795,9.669729e-05,61.07538,0
1680212651.9416776,-1.0105263157894737,1.027104e-05,0.0001226711,0.0001446616,88.53048,0
1680212655.4006646,-0.8421052631578951,-7.015637e-05,0.000166521,0.0001362655,107.6119,0
1680212658.858366,-0.6736842105263161,-9.940271e-05,0.0001738293,0.0001902893,115.9461,0
1680212662.3191347,-0.5052631578947371,-4.822162e-05,0.0001445961,0.0001413393,97.7121,0
1680212665.7788067,-0.33684210526315805,-3.359846e-05,0.0002030626,0.000295472,116.858,0
1680212669.2195597,-0.16842105263157903,-6.284479e-05,0.0001811376,0.0002620766,118.9784,0
1680212672.674604,0.0,-0.0001359606,0.0002030626,0.0002173377,111.1719,0
