t,i,x,y,r,theta,xK
1680217884.4389656,0.0,0.001221626,-8.65521e-05,0.001218854,355.957,0
1680217887.899007,0.1,0.001243561,-9.239875e-05,0.001274593,355.7366,0
1680217891.3629708,0.2,0.001245023,-8.65521e-05,0.001256781,356.2061,0
1680217894.8135583,0.30000000000000004,0.001259646,-8.947543e-05,0.001268759,355.8517,0
1680217898.274598,0.4,0.001264033,-8.362877e-05,0.001256583,356.2061,0
1680217901.7340891,0.5,0.001246486,-8.216711e-05,0.001231585,356.193,0
1680217905.2247612,0.6000000000000001,0.001280119,-8.65521e-05,0.001287618,355.932,0
1680217908.6809132,0.7000000000000001,0.001281581,-9.239875e-05,0.001290536,356.0579,0
1680217912.1357021,0.8,0.001306441,-9.093709e-05,0.001305226,355.9135,0
1680217915.602046,0.9,0.001313752,-9.386041e-05,0.001315437,356.0491,0
1680217919.0342472,1.0,0.001341536,-9.532207e-05,0.001347836,355.8601,0
1680217922.5270083,1.1,0.001313752,-9.239875e-05,0.001334605,356.0341,0
1680217925.986424,1.2000000000000002,0.001351772,-9.532207e-05,0.001374093,355.9049,0
1680217929.4523351,1.3,0.001364933,-9.678373e-05,0.001339189,355.9533,0
1680217932.8984897,1.4000000000000001,0.001378094,-9.678373e-05,0.001381489,355.9614,0
1680217936.3641756,1.5,0.001359084,-9.386041e-05,0.001344919,355.9891,0
1680217939.8269463,1.6,0.001335687,-9.386041e-05,0.001330126,355.8191,0
1680217943.295504,1.7000000000000002,0.001335687,-9.532207e-05,0.001342001,356.0685,0
1680217946.7461865,1.8,0.0013313,-9.239875e-05,0.001352009,356.1966,0
1680217950.1949966,1.9000000000000001,0.00137517,-9.239875e-05,0.001381091,356.1119,0
1680217953.670496,2.0,0.001397104,-9.970706e-05,0.001391599,355.9996,0
1680217957.1439028,2.1,0.001411727,-0.000104092,0.001390553,355.8365,0
1680217960.603167,2.2,0.001376632,-0.000104092,0.00139806,355.7523,0
1680217964.0653927,2.3000000000000003,0.001383943,-9.82454e-05,0.001381592,355.8661,0
1680217967.5088184,2.4000000000000004,0.001408803,-0.0001055537,0.001405351,355.8539,0
1680217970.9575639,2.5,0.001391255,-9.970706e-05,0.001383155,355.7924,0
1680217974.427117,2.6,0.001381019,-0.0001011687,0.001380344,355.9308,0
1680217977.8964062,2.7,0.001347385,-9.239875e-05,0.001378469,356.0598,0
1680217981.3626165,2.8000000000000003,0.001395642,-9.093709e-05,0.001389943,356.1525,0
1680217984.8084538,2.9000000000000004,0.001407341,-9.970706e-05,0.001423795,356.0781,0
1680217988.2710626,3.0,0.001416114,-0.0001011687,0.001421182,356.0314,0
1680217991.72692,3.1,0.001420501,-9.970706e-05,0.001415142,356.105,0
1680217995.190252,3.2,0.001400029,-9.82454e-05,0.001401713,356.1685,0
1680217998.6582825,3.2,0.001385406,-9.239875e-05,0.001397238,356.2043,0
1680218002.1148913,3.1,0.001401491,-9.239875e-05,0.001378077,356.2891,0
1680218005.5470493,3.0,0.001398567,-8.947543e-05,0.001407171,356.414,0
1680218008.9867468,2.9000000000000004,0.001391255,-8.801376e-05,0.001396955,356.4513,0
1680218012.4322584,2.8000000000000003,0.001411727,-9.093709e-05,0.001419031,356.2553,0
1680218015.8854132,2.7,0.001407341,-9.093709e-05,0.001400254,356.272,0
1680218019.328246,2.6,0.001389793,-9.532207e-05,0.001370975,356.0515,0
1680218022.7833588,2.5,0.00139418,-9.678373e-05,0.001410565,356.0436,0
1680218026.2302487,2.4000000000000004,0.001397104,-9.386041e-05,0.001409106,356.1171,0
1680218029.68615,2.3000000000000003,0.001382481,-8.947543e-05,0.0013737,356.2086,0
1680218033.1282654,2.2,0.001376632,-9.239875e-05,0.001350451,355.976,0
1680218036.5647762,2.1,0.001385406,-9.82454e-05,0.001371278,355.9484,0
1680218040.0206668,2.0,0.001356159,-9.678373e-05,0.001350753,355.9445,0
1680218043.4668713,1.9000000000000001,0.001340074,-9.532207e-05,0.00132898,355.7655,0
1680218046.9461172,1.8,0.001366396,-9.678373e-05,0.001384406,355.819,0
1680218050.3923085,1.7000000000000002,0.001356159,-9.678373e-05,0.001350963,355.822,0
1680218053.8315322,1.6,0.001363471,-9.678373e-05,0.001375654,355.9049,0
1680218057.2774787,1.5,0.001382481,-9.82454e-05,0.001375863,355.9136,0
1680218060.7409422,1.4000000000000001,0.001354697,-9.532207e-05,0.001350753,355.9003,0
1680218064.2094674,1.3,0.00135031,-8.947543e-05,0.001332844,356.2135,0
1680218067.6750534,1.2000000000000002,0.001313752,-9.239875e-05,0.001325957,355.9315,0
1680218071.1282434,1.1,0.001319602,-9.239875e-05,0.001321272,355.9858,0
1680218074.5974703,1.0,0.001319602,-9.82454e-05,0.00134794,355.7215,0
1680218078.0568147,0.8999999999999999,0.001321064,-9.093709e-05,0.001327209,356.0167,0
1680218081.526196,0.7999999999999998,0.001353235,-9.970706e-05,0.00135982,355.7996,0
1680218084.988336,0.7000000000000002,0.001351772,-0.0001011687,0.001376077,355.7454,0
1680218088.4350982,0.6000000000000001,0.001376632,-0.0001011687,0.00139066,355.8278,0
1680218091.896378,0.5,0.001362009,-9.970706e-05,0.001362954,355.7199,0
1680218095.3678267,0.3999999999999999,0.001363471,-0.000108477,0.001355887,355.539,0
1680218098.809657,0.2999999999999998,0.001332762,-0.0001099387,0.001338393,355.4391,0
1680218102.2628956,0.20000000000000018,0.001340074,-9.970706e-05,0.001348372,355.706,0
1680218105.6913464,0.10000000000000009,0.001329838,-0.0001011687,0.001314839,355.6357,0
1680218109.1482265,0.0,0.001316677,-0.0001055537,0.001329647,355.5439,0
1680218112.6001706,0.0,0.001363471,-0.000108477,0.001357576,355.3202,0
