t,i,x,y,r,theta,xK
1680212980.0202327,0.0,-0.001313125,0.0009558186,0.001584513,143.8697,0
1680212983.4687912,0.16842105263157894,-0.001327749,0.0009338937,0.0016258,143.5788,0
1680212986.907169,0.3368421052631579,-0.001313125,0.0009192771,0.001630075,143.8697,0
1680212990.3578012,0.5052631578947369,-0.001232698,0.0008827355,0.001512927,143.4487,0
1680212993.830389,0.6736842105263158,-0.001210763,0.0009265854,0.001539257,143.621,0
1680212997.280776,0.8421052631578947,-0.00119614,0.0008608106,0.001441418,144.2215,0
1680213000.7209127,1.0105263157894737,-0.001218075,0.0008388857,0.001434635,144.3543,0
1680213004.1971898,1.1789473684210525,-0.001152271,0.0008242691,0.001424453,144.5247,0
1680213007.6521826,1.3473684210526315,-0.001188829,0.000846194,0.001481356,144.3241,0
1680213011.1115956,1.5157894736842106,-0.001144959,0.0007877275,0.001402308,145.3776,0
1680213014.5585995,1.6842105263157894,-0.001144959,0.0007804192,0.001373577,144.4911,0
1680213018.0055332,1.8526315789473684,-0.001159582,0.0008315773,0.001470495,143.8445,0
1680213021.4507556,2.0210526315789474,-0.001188829,0.0008169607,0.001402308,144.9059,0
1680213024.927591,2.1894736842105265,-0.001188829,0.0008681189,0.001457549,144.0752,0
1680213028.3796234,2.357894736842105,-0.001123024,0.0007731109,0.001337053,144.6633,0
1680213031.8381326,2.526315789473684,-0.001123024,0.0008023441,0.001378532,144.382,0
1680213035.2993984,2.694736842105263,-0.001152271,0.0008242691,0.001341213,145.6156,0
1680213038.7681196,2.863157894736842,-0.001071843,0.0007000277,0.001249742,145.4863,0
1680213042.2299206,3.031578947368421,-0.001071843,0.0007438776,0.001308523,144.8982,0
1680213045.6906018,3.2,-0.001020662,0.0006707945,0.001264011,146.1215,0
1680213049.1518707,3.2,-0.001086466,0.000729261,0.001223497,147.179,0
1680213052.6195705,3.031578947368421,-0.0009621695,0.0006634862,0.001160518,146.304,0
1680213056.0799665,2.863157894736842,-0.0009329232,0.0006707945,0.001211299,145.0573,0
1680213059.5435982,2.6947368421052635,-0.001020662,0.0007438776,0.001282514,143.9198,0
1680213063.0173197,2.5263157894736845,-0.001079155,0.0007584943,0.001256163,144.6117,0
1680213066.4750316,2.3578947368421055,-0.001086466,0.000729261,0.001288506,144.7147,0
1680213069.9392715,2.1894736842105265,-0.001035285,0.0007219527,0.001254421,144.7597,0
1680213073.3924036,2.0210526315789474,-0.001086466,0.0007658026,0.001309738,144.0821,0
1680213076.8611863,1.8526315789473686,-0.001071843,0.0008096524,0.001381294,144.0323,0
1680213080.3306415,1.6842105263157896,-0.00110109,0.0008096524,0.001369999,144.4561,0
1680213083.7883658,1.5157894736842108,-0.001123024,0.0008315773,0.001407618,143.464,0
1680213087.214228,1.3473684210526318,-0.001181517,0.0008973522,0.001520203,143.2937,0
