t,i,x,y,r,theta,xK
1681584992.541383,0.0,2.3814e-05,-1.140639e-06,2.372835e-05,357.0779,0
1681584995.7457087,0.1,2.319252e-05,-1.140639e-06,2.332663e-05,357.5094,0
1681584998.613494,0.2,2.275382e-05,-1.067556e-06,2.325706e-05,356.7343,0
1681585001.4755542,0.30000000000000004,2.246136e-05,-1.250264e-06,2.252869e-05,357.2744,0
1681585004.339543,0.4,2.235169e-05,-1.140639e-06,2.275164e-05,357.4139,0
1681585007.2137198,0.5,2.227857e-05,-1.067556e-06,2.270413e-05,357.0384,0
1681585010.0985477,0.6000000000000001,2.253447e-05,-1.359888e-06,2.252681e-05,357.0786,0
1681585012.9808927,0.7000000000000001,2.26807e-05,-1.17718e-06,2.255975e-05,357.2086,0
1681585015.864713,0.8,2.238824e-05,-1.031014e-06,2.194266e-05,357.0834,0
1681585018.742666,0.9,2.220545e-05,-1.067556e-06,2.16871e-05,357.1299,0
1681585021.6166024,1.0,2.238824e-05,-1.140639e-06,2.271123e-05,357.0145,0
1681585024.5247185,1.1,2.26807e-05,-1.104097e-06,2.267665e-05,357.0976,0
1681585027.3961966,1.2000000000000002,2.257103e-05,-1.031014e-06,2.241728e-05,356.9704,0
1681585030.276698,1.3,2.205922e-05,-1.17718e-06,2.22386e-05,357.1767,0
1681585033.1588936,1.4000000000000001,2.220545e-05,-1.140639e-06,2.227314e-05,356.8867,0
1681585036.0346737,1.5,2.224201e-05,-1.140639e-06,2.238662e-05,357.0643,0
1681585038.9402065,1.6,2.191299e-05,-1.323347e-06,2.168905e-05,357.1636,0
1681585041.845951,1.7000000000000002,2.158397e-05,-1.213722e-06,2.12187e-05,356.7149,0
1681585044.7656634,1.8,2.088937e-05,-1.250264e-06,2.074212e-05,356.7859,0
1681585047.652561,1.9000000000000001,2.041411e-05,-1.140639e-06,2.066913e-05,356.6096,0
1681585050.5466113,2.0,2.045067e-05,-1.140639e-06,2.110921e-05,356.7802,0
1681585053.4558837,2.1,2.063346e-05,-1.250264e-06,2.056183e-05,356.769,0
1681585056.3908484,2.2,2.081625e-05,-1.213722e-06,2.08881e-05,356.4811,0
1681585059.3259635,2.3000000000000003,2.099904e-05,-1.067556e-06,2.085161e-05,356.8525,0
1681585062.2408857,2.4000000000000004,2.074314e-05,-1.323347e-06,2.045463e-05,356.6216,0
1681585065.1947346,2.5,2.037756e-05,-1.286805e-06,2.085599e-05,356.514,0
1681585068.1480513,2.6,2.0341e-05,-1.250264e-06,2.019695e-05,356.438,0
1681585071.0618641,2.7,2.026788e-05,-1.286805e-06,2.022905e-05,356.3006,0
1681585073.979025,2.8000000000000003,1.950017e-05,-1.250264e-06,1.961317e-05,356.6895,0
1681585076.9010477,2.9000000000000004,1.946361e-05,-1.286805e-06,1.986856e-05,356.1889,0
1681585079.845723,3.0,1.960984e-05,-1.250264e-06,1.972988e-05,356.2664,0
1681585082.787345,3.1,1.96464e-05,-1.250264e-06,1.935779e-05,356.3383,0
1681585085.7386484,3.2,1.997542e-05,-1.213722e-06,2.019472e-05,356.5544,0
1681585088.663862,3.2,1.982919e-05,-1.286805e-06,1.997577e-05,356.4509,0
1681585091.599717,3.1,2.041411e-05,-1.250264e-06,2.056183e-05,356.5202,0
1681585094.5390468,3.0,2.110872e-05,-1.323347e-06,2.100421e-05,356.5355,0
1681585097.4949422,2.9000000000000004,2.110872e-05,-1.250264e-06,2.060057e-05,356.6863,0
1681585100.456558,2.8000000000000003,2.045067e-05,-1.286805e-06,2.074652e-05,356.3815,0
1681585103.430333,2.7,2.023133e-05,-1.286805e-06,2.082179e-05,356.4003,0
1681585106.4028673,2.6,2.070658e-05,-1.323347e-06,2.089711e-05,356.5055,0
1681585109.3505778,2.5,2.099904e-05,-1.286805e-06,2.114358e-05,356.4933,0
1681585112.3475533,2.4000000000000004,2.140118e-05,-1.286805e-06,2.115016e-05,356.5295,0
1681585115.3175433,2.3000000000000003,2.088937e-05,-1.432971e-06,2.114571e-05,356.3139,0
1681585118.3064332,2.2,2.110872e-05,-1.39643e-06,2.10407e-05,356.5628,0
1681585121.2826278,2.1,2.107216e-05,-1.067556e-06,2.077862e-05,356.4124,0
1681585124.2915552,2.0,2.114527e-05,-1.39643e-06,2.115247e-05,357.3304,0
1681585127.2747612,1.9000000000000001,2.158397e-05,-1.286805e-06,2.148083e-05,356.4974,0
1681585130.253557,1.8,2.107216e-05,-1.359888e-06,2.136908e-05,356.358,0
1681585133.264678,1.7000000000000002,2.162053e-05,-1.286805e-06,2.155152e-05,356.4251,0
1681585136.2778165,1.6,2.154741e-05,-1.359888e-06,2.173397e-05,357.279,0
1681585139.292533,1.5,2.187643e-05,-1.286805e-06,2.176613e-05,356.3415,0
1681585142.2918222,1.4000000000000001,2.154741e-05,-1.250264e-06,2.155152e-05,356.8408,0
1681585145.319585,1.3,2.125495e-05,-1.213722e-06,2.139907e-05,356.5591,0
1681585148.3464248,1.2000000000000002,2.151085e-05,-1.286805e-06,2.147003e-05,356.6904,0
1681585151.3994007,1.1,2.209578e-05,-1.286805e-06,2.217186e-05,356.7561,0
1681585154.4735453,1.0,2.238824e-05,-1.286805e-06,2.231161e-05,356.6172,0
1681585157.527598,0.8999999999999999,2.220545e-05,-1.250264e-06,2.216762e-05,356.5612,0
1681585160.5537255,0.7999999999999998,2.209578e-05,-1.286805e-06,2.216971e-05,356.7211,0
1681585163.5729072,0.7000000000000002,2.205922e-05,-1.286805e-06,2.217186e-05,356.6062,0
1681585166.610817,0.6000000000000001,2.24248e-05,-1.213722e-06,2.278617e-05,356.758,0
