t,i,x,y,r,theta,xK
1681585169.6343265,0.5,2.202266e-05,-1.250264e-06,2.224271e-05,356.6725,0
1681585172.6636126,0.3999999999999999,2.209578e-05,-1.250264e-06,2.209258e-05,356.7345,0
1681585175.7303672,0.2999999999999998,2.154741e-05,-1.250264e-06,2.154931e-05,356.515,0
1681585178.7956054,0.20000000000000018,2.17302e-05,-1.250264e-06,2.180476e-05,356.431,0
1681585181.8630376,0.10000000000000009,2.224201e-05,-1.250264e-06,2.224271e-05,356.5894,0
1681585184.9019113,0.0,2.224201e-05,-1.17718e-06,2.274967e-05,356.917,0
1681585187.93355,0.0,2.282694e-05,-1.250264e-06,2.286318e-05,356.6821,0
1681585190.9862213,-0.1,2.235169e-05,-1.323347e-06,2.256913e-05,356.8244,0
1681585194.0386014,-0.2,2.275382e-05,-1.213722e-06,2.300147e-05,356.7991,0
1681585197.0755978,-0.30000000000000004,2.315596e-05,-1.250264e-06,2.347271e-05,356.9336,0
1681585200.1126957,-0.4,2.341186e-05,-1.286805e-06,2.376827e-05,357.0644,0
1681585203.1647155,-0.5,2.304628e-05,-1.104097e-06,2.311668e-05,356.8947,0
1681585206.2305791,-0.6000000000000001,2.297317e-05,-1.213722e-06,2.333769e-05,356.9384,0
1681585209.2981555,-0.7000000000000001,2.399679e-05,-1.250264e-06,2.380656e-05,356.8831,0
1681585212.3963253,-0.8,2.344842e-05,-1.213722e-06,2.359523e-05,356.9211,0
1681585215.4685526,-0.9,2.52032e-05,-1.17718e-06,2.475954e-05,357.0429,0
1681585218.542371,-1.0,2.480106e-05,-1.250264e-06,2.479247e-05,356.923,0
1681585221.6465342,-1.1,2.439893e-05,-1.286805e-06,2.4137e-05,357.0957,0
1681585224.7466772,-1.2000000000000002,2.377744e-05,-1.286805e-06,2.395632e-05,357.0175,0
1681585227.8682122,-1.3,2.363121e-05,-1.140639e-06,2.366622e-05,356.8831,0
1681585230.970647,-1.4000000000000001,2.363121e-05,-1.213722e-06,2.373923e-05,356.9761,0
1681585234.055663,-1.5,2.363121e-05,-1.323347e-06,2.414078e-05,357.04,0
1681585237.146072,-1.6,2.403335e-05,-1.250264e-06,2.398737e-05,357.022,0
1681585240.273557,-1.7000000000000002,2.363121e-05,-1.213722e-06,2.395444e-05,356.9761,0
1681585243.4035978,-1.8,2.40699e-05,-1.213722e-06,2.444097e-05,356.8861,0
1681585246.531562,-1.9000000000000001,2.443549e-05,-1.286805e-06,2.432332e-05,356.7664,0
1681585249.6459424,-2.0,2.355809e-05,-1.213722e-06,2.380479e-05,357.183,0
1681585252.796862,-2.1,2.461828e-05,-1.213722e-06,2.497336e-05,356.9412,0
1681585255.9366093,-2.2,2.399679e-05,-1.213722e-06,2.42413e-05,357.3354,0
1681585259.0645578,-2.3000000000000003,2.487418e-05,-1.250264e-06,2.468839e-05,357.097,0
1681585262.2065744,-2.4000000000000004,2.454516e-05,-1.542596e-06,2.45443e-05,356.923,0
1681585265.3556788,-2.5,2.436237e-05,-1.213722e-06,2.468469e-05,357.3393,0
1681585268.464737,-2.6,2.487418e-05,-1.323347e-06,2.498237e-05,357.1393,0
1681585271.604719,-2.7,2.52032e-05,-1.213722e-06,2.531094e-05,357.0687,0
1681585274.7635999,-2.8000000000000003,2.505697e-05,-1.323347e-06,2.519248e-05,357.3412,0
1681585277.9185445,-2.9000000000000004,2.545911e-05,-1.250264e-06,2.531486e-05,357.4952,0
1681585281.0918984,-3.0,2.523976e-05,-1.286805e-06,2.567602e-05,357.1189,0
1681585284.283545,-3.1,2.582469e-05,-1.323347e-06,2.585857e-05,357.0624,0
1681585287.4371867,-3.2,2.571501e-05,-1.250264e-06,2.622555e-05,357.4084,0
1681585290.6827009,-3.2,2.604403e-05,-1.359888e-06,2.59681e-05,357.2477,0
1681585293.852553,-3.1,2.545911e-05,-1.359888e-06,2.548148e-05,356.7013,0
1681585297.0426693,-3.0,2.491074e-05,-1.17718e-06,2.523603e-05,356.9248,0
1681585300.2325537,-2.9000000000000004,2.52032e-05,-1.213722e-06,2.519589e-05,357.0772,0
1681585303.4265897,-2.8000000000000003,2.531287e-05,-1.323347e-06,2.516301e-05,357.1518,0
1681585306.6036017,-2.7,2.523976e-05,-1.104097e-06,2.512112e-05,357.2268,0
1681585309.7625504,-2.6,2.549566e-05,-1.213722e-06,2.519952e-05,357.0729,0
1681585312.946604,-2.5,2.549566e-05,-1.323347e-06,2.54916e-05,357.2469,0
1681585316.147769,-2.4000000000000004,2.538599e-05,-1.17718e-06,2.55263e-05,356.9293,0
1681585319.3665159,-2.3000000000000003,2.545911e-05,-1.359888e-06,2.589324e-05,357.2784,0
1681585322.5489402,-2.2,2.505697e-05,-1.286805e-06,2.498237e-05,357.2349,0
1681585325.8736835,-2.1,2.527632e-05,-1.286805e-06,2.513035e-05,357.0898,0
1681585329.074717,-2.0,2.593436e-05,-1.323347e-06,2.596106e-05,357.5588,0
1681585332.2765212,-1.9000000000000001,2.575157e-05,-1.213722e-06,2.520141e-05,356.9547,0
1681585335.497535,-1.8,2.454516e-05,-1.250264e-06,2.475954e-05,357.0211,0
1681585338.6997025,-1.7000000000000002,2.487418e-05,-1.250264e-06,2.483442e-05,357.1733,0
1681585341.9156108,-1.6,2.414302e-05,-1.213722e-06,2.384491e-05,356.9305,0
1681585345.1167421,-1.5,2.45086e-05,-1.286805e-06,2.424653e-05,357.0578,0
1681585348.337804,-1.4000000000000001,2.42527e-05,-1.250264e-06,2.413886e-05,357.0666,0
1681585351.532289,-1.3,2.40699e-05,-1.213722e-06,2.398913e-05,357.04,0
1681585354.791524,-1.2000000000000002,2.447204e-05,-1.213722e-06,2.41717e-05,357.1564,0
1681585358.0248861,-1.1,2.359465e-05,-1.213722e-06,2.343455e-05,357.0598,0
1681585361.257888,-1.0,2.3814e-05,-1.250264e-06,2.377189e-05,356.8491,0
1681585364.4867654,-0.8999999999999999,2.333875e-05,-1.213722e-06,2.355098e-05,357.2107,0
1681585367.714367,-0.7999999999999998,2.344842e-05,-1.140639e-06,2.355098e-05,357.0369,0
1681585371.1746602,-0.7000000000000002,2.326563e-05,-1.17718e-06,2.318775e-05,357.1932,0
1681585374.4269173,-0.6000000000000001,2.348498e-05,-1.213722e-06,2.307822e-05,356.8243,0
1681585377.6935515,-0.5,2.348498e-05,-1.104097e-06,2.337028e-05,357.1215,0
1681585380.9735806,-0.3999999999999999,2.370433e-05,-1.213722e-06,2.373002e-05,357.1526,0
1681585384.2293239,-0.2999999999999998,2.344842e-05,-1.17718e-06,2.322237e-05,357.117,0
1681585387.5159557,-0.20000000000000018,2.290005e-05,-1.17718e-06,2.285542e-05,357.0384,0
1681585390.7815676,-0.10000000000000009,2.279038e-05,-1.17718e-06,2.278239e-05,357.1117,0
1681585394.0580835,0.0,2.279038e-05,-1.17718e-06,2.264014e-05,356.995,0
