t,i,x,y,r,theta,xK
1681584710.0552773,0.0,2.31194e-05,-3.732663e-07,2.253889e-05,358.5657,0
1681584713.4181583,0.8,2.279038e-05,-5.194325e-07,2.243e-05,358.9598,0
1681584716.3167837,1.6,2.19861e-05,-4.828909e-07,2.202795e-05,358.6307,0
1681584719.184283,2.4000000000000004,2.056035e-05,-4.828909e-07,2.063829e-05,358.8602,0
1681584722.0728788,3.2,2.048723e-05,-4.463493e-07,2.020145e-05,358.6327,0
1681584724.9267657,3.2,1.96464e-05,-4.463493e-07,1.954269e-05,358.6937,0
1681584727.7770023,2.4000000000000004,2.026788e-05,-4.463493e-07,2.034513e-05,358.5266,0
1681584730.6576965,1.6,2.026788e-05,-4.463493e-07,2.107856e-05,358.9834,0
1681584733.5052502,0.7999999999999998,2.151085e-05,-4.828909e-07,2.14782e-05,358.6985,0
1681584736.3925805,0.0,2.216889e-05,-5.194325e-07,2.246655e-05,358.6622,0
1681584739.2730684,0.0,2.183987e-05,-5.194325e-07,2.195337e-05,358.7334,0
1681584742.1642838,-0.8,2.209578e-05,-5.194325e-07,2.210105e-05,358.9514,0
1681584745.0672212,-1.6,2.300973e-05,-4.828909e-07,2.308954e-05,358.7823,0
1681584747.9652798,-2.4000000000000004,2.344842e-05,-5.55974e-07,2.396586e-05,358.6646,0
1681584750.8452713,-3.2,2.414302e-05,-5.925156e-07,2.433216e-05,358.7005,0
1681584753.7163048,-3.2,2.447204e-05,-5.55974e-07,2.407633e-05,358.6788,0
1681584756.623243,-2.4000000000000004,2.388712e-05,-5.55974e-07,2.385704e-05,358.5877,0
1681584759.4925485,-1.6,2.333875e-05,-5.925156e-07,2.323573e-05,358.5388,0
1681584762.411226,-0.7999999999999998,2.337531e-05,-6.290571e-07,2.294426e-05,358.6003,0
1681584765.2676384,0.0,2.24248e-05,-5.925156e-07,2.202968e-05,358.3334,0
