t,i,x,y,r,theta,xK
1680213569.9172227,0.0,-0.0005819672,0.0004223119,0.0007205731,142.0932,0
1680213573.3768017,0.16842105263157894,-0.000516163,0.0004588535,0.0007776438,141.8115,0
1680213576.8495443,0.3368421052631579,-0.0006331483,0.000495395,0.000796469,141.9029,0
1680213580.3160396,0.5052631578947369,-0.0006623946,0.0005246283,0.0008655276,141.3849,0
1680213583.7553437,0.6736842105263158,-0.0006112135,0.0004734701,0.0007365995,141.9967,0
1680213587.2338984,0.8421052631578947,-0.0006039019,0.0004515451,0.0007482065,141.8115,0
1680213590.7137933,1.0105263157894737,-0.0005600324,0.0004150036,0.0006942944,142.1923,0
1680213594.1894965,1.1789473684210525,-0.0004649819,0.000400387,0.0006372229,142.7093,0
1680213597.6589828,1.3473684210526315,-0.0005527209,0.0004369285,0.0006931491,143.5645,0
1680213601.112899,1.5157894736842106,-0.0005819672,0.0004223119,0.0007335912,142.1923,0
1680213604.586806,1.6842105263157894,-0.000516163,0.0004223119,0.0006680221,142.0261,0
1680213608.0402167,1.8526315789473684,-0.0005307861,0.0004369285,0.0006737669,142.9717,0
1680213611.4799576,2.0210526315789474,-0.0005307861,0.0004150036,0.0006874885,140.5397,0
1680213614.940512,2.1894736842105265,-0.0005600324,0.0004661618,0.0007595489,139.3544,0
1680213618.4081633,2.357894736842105,-0.000479605,0.0004076953,0.0006885657,140.2282,0
1680213621.878277,2.526315789473684,-0.000516163,0.0004588535,0.0006623082,140.144,0
1680213625.3255196,2.694736842105263,-0.000516163,0.0004442369,0.000656626,141.7533,0
1680213628.7658257,2.863157894736842,-0.0004576703,0.0003419205,0.0005756934,141.5155,0
1680213632.241324,3.031578947368421,-0.000479605,0.000378462,0.0006006798,140.9882,0
1680213635.698106,3.2,-0.0005088514,0.0004150036,0.0006406848,141.5931,0
1680213639.1607985,3.2,-0.0005307861,0.0004661618,0.0007436579,139.2945,0
1680213642.630324,3.031578947368421,-0.0005600324,0.000495395,0.0007539613,140.014,0
1680213646.1207545,2.863157894736842,-0.0005600324,0.0004369285,0.0006840296,143.9907,0
1680213649.5914125,2.6947368421052635,-0.0005234745,0.0004223119,0.0006692902,141.8743,0
1680213653.0552502,2.5263157894736845,-0.0005454093,0.0004150036,0.000648795,141.5034,0
1680213656.5325155,2.3578947368421055,-0.0004942282,0.0004150036,0.0006725867,141.219,0
1680213659.9994073,2.1894736842105265,-0.0005454093,0.0004661618,0.0006955077,141.0132,0
1680213663.449534,2.0210526315789474,-0.0005527209,0.0004296202,0.00064536,141.1885,0
1680213666.9237754,1.8526315789473686,-0.0004722935,0.000378462,0.0006406848,141.3991,0
1680213670.3881915,1.6842105263157896,-0.000479605,0.0003638454,0.0005771635,143.5196,0
1680213673.833573,1.5157894736842108,-0.0005015398,0.0003492288,0.0006315123,144.88,0
1680213677.286043,1.3473684210526318,-0.0005380977,0.0004515451,0.0007034327,141.8409,0
1680213680.7269254,1.1789473684210527,-0.0006039019,0.0004515451,0.0007205731,142.7531,0
1680213684.2012608,1.0105263157894737,-0.0006039019,0.0004880867,0.0008016764,140.5638,0
1680213687.6733606,0.8421052631578951,-0.0006112135,0.0005027033,0.0007857533,141.1355,0
1680213691.1140685,0.6736842105263161,-0.0005527209,0.000495395,0.0007764833,140.951,0
1680213694.5662682,0.5052631578947371,-0.0006112135,0.0005757865,0.0007889768,138.5046,0
