t,i,x,y,r,theta,xK
1680213698.0289972,0.33684210526315805,-0.0006112135,0.000495395,0.0007399566,141.4839,0
1680213701.482613,0.16842105263157903,-0.0006258367,0.000495395,0.0008484803,140.7491,0
1680213704.9538884,0.0,-0.0007428221,0.0005684781,0.0009412055,141.4519,0
1680213708.399393,0.0,-0.0007574452,0.0005757865,0.000951448,141.869,0
1680213711.8596048,-0.16842105263157894,-0.0007062642,0.0005830948,0.0009631302,140.9658,0
1680213715.3189785,-0.3368421052631579,-0.0007647568,0.0006488696,0.001088175,140.5759,0
1680213718.7770638,-0.5052631578947369,-0.000830561,0.0006634862,0.001091838,143.036,0
1680213722.240962,-0.6736842105263158,-0.0008378726,0.0006561779,0.00115785,141.6139,0
1680213725.7032385,-0.8421052631578947,-0.0009694811,0.0007658026,0.00132907,141.736,0
1680213729.1687503,-1.0105263157894737,-0.001049909,0.0007731109,0.001322799,141.9512,0
1680213732.6361732,-1.1789473684210525,-0.001086466,0.0008315773,0.001366859,143.0589,0
1680213736.0881655,-1.3473684210526315,-0.001071843,0.0008169607,0.001321387,143.0566,0
1680213739.5501266,-1.5157894736842106,-0.001064532,0.0008315773,0.001357938,141.9512,0
1680213742.9928393,-1.6842105263157894,-0.001071843,0.0008169607,0.001368185,141.7098,0
1680213746.4406302,-1.8526315789473684,-0.001079155,0.0007731109,0.001336091,141.9512,0
1680213749.902254,-2.0210526315789474,-0.001130336,0.0008608106,0.001418164,142.2953,0
1680213753.3610294,-2.1894736842105265,-0.001020662,0.0007804192,0.001356602,142.554,0
1680213756.8294199,-2.357894736842105,-0.001115713,0.0008535022,0.001474041,141.7224,0
1680213760.2810755,-2.526315789473684,-0.001203452,0.0009338937,0.001508583,142.5595,0
1680213763.7333066,-2.694736842105263,-0.001152271,0.0008608106,0.001441286,142.114,0
1680213767.1822758,-2.863157894736842,-0.001086466,0.0008681189,0.001358742,141.1396,0
1680213770.6255279,-3.031578947368421,-0.001086466,0.0008388857,0.001366859,141.9512,0
1680213774.0635562,-3.2,-0.001042597,0.0008315773,0.001382894,142.6725,0
1680213777.4934304,-3.2,-0.001006039,0.0007511859,0.001233619,142.6448,0
1680213780.9411886,-3.031578947368421,-0.001006039,0.0007511859,0.001293624,142.8654,0
1680213784.3946898,-2.863157894736842,-0.001064532,0.0008169607,0.001344742,143.0566,0
1680213787.8535144,-2.6947368421052635,-0.00110109,0.0008754272,0.001397638,142.4751,0
1680213791.2940032,-2.5263157894736845,-0.001152271,0.0008754272,0.001442691,143.0632,0
1680213794.7466228,-2.3578947368421055,-0.001115713,0.0008023441,0.001340394,144.1001,0
1680213798.2097013,-2.1894736842105265,-0.001071843,0.0008242691,0.001385667,143.1204,0
1680213801.6727207,-2.0210526315789474,-0.001123024,0.0008242691,0.001379826,142.765,0
1680213805.128728,-1.8526315789473686,-0.001123024,0.0008827355,0.001423923,142.765,0
1680213808.5701547,-1.6842105263157896,-0.001130336,0.0008242691,0.001362407,143.8725,0
1680213812.033057,-1.5157894736842108,-0.00110109,0.0008681189,0.001502792,142.3686,0
1680213815.4957218,-1.3473684210526318,-0.001137648,0.0008754272,0.001452929,143.009,0
1680213818.9550173,-1.1789473684210527,-0.00119614,0.000941202,0.001511409,142.9537,0
1680213822.4237616,-1.0105263157894737,-0.00124001,0.0009777435,0.001587488,142.3447,0
1680213825.8805683,-0.8421052631578951,-0.001247321,0.0009192771,0.001520203,143.2336,0
1680213829.329703,-0.6736842105263161,-0.001137648,0.0008535022,0.001438305,143.2975,0
1680213832.7891254,-0.5052631578947371,-0.001174205,0.0009192771,0.001524634,143.1788,0
1680213836.243124,-0.33684210526315805,-0.001188829,0.0009265854,0.001565635,142.6987,0
1680213839.6878572,-0.16842105263157903,-0.001276568,0.0009631269,0.001691331,142.7184,0
1680213843.1394286,0.0,-0.001320437,0.001028902,0.001701581,142.8364,0
